gene_id	group	Case PTV	Ctrl PTV	Case mis3	Ctrl mis3	Case mis2	Ctrl mis2	P ca/co (Class 1)	P ca/co (Class 2)	P ca/co (comb)	De novo PTV	De novo mis3	De novo mis2	P de novo	P meta	Q meta	OR (PTV)	OR (Class I)	OR (Class II)	OR (PTV) lower bound	OR (PTV) upper bound	OR (Class I) lower bound	OR (Class I) upper bound	OR (Class II) lower bound	OR (Class II) upper bound
ENSG00000160767	meta	5	25	0	0	0	2	8.1300e-01	1.0000e+00	8.1300e-01	NA	NA	NA	NA	8.1300e-01	1.0000e+00	8.0300e-01	8.0300e-01	0.0000e+00	2.4000e-01	2.1300e+00	2.4000e-01	2.1300e+00	0.0000e+00	2.1400e+01
ENSG00000160781	meta	8	14	0	0	0	0	2.5000e-01	NA	2.5000e-01	NA	NA	NA	NA	2.5000e-01	1.0000e+00	2.2900e+00	2.2900e+00	NA	8.3400e-01	5.8600e+00	8.3400e-01	5.8600e+00	NA	NA
ENSG00000160783	meta	6	14	0	0	0	0	4.8200e-01	NA	4.8200e-01	NA	NA	NA	NA	4.8200e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	5.4200e-01	4.7700e+00	5.4200e-01	4.7700e+00	NA	NA
ENSG00000160785	meta	4	10	0	0	1	3	4.8900e-01	4.2700e-01	3.8700e-01	NA	NA	NA	NA	3.8700e-01	1.0000e+00	1.6100e+00	1.6100e+00	1.3400e+00	3.6800e-01	5.5700e+00	3.6800e-01	5.5700e+00	2.5500e-02	1.6700e+01
ENSG00000160789	meta	5	8	0	0	8	34	1.9400e-01	1.0000e+00	1.9400e-01	NA	NA	NA	NA	1.9400e-01	1.0000e+00	2.5100e+00	2.5100e+00	9.4400e-01	6.4600e-01	8.7000e+00	6.4600e-01	8.7000e+00	3.7800e-01	2.0800e+00
ENSG00000160796	meta	18	57	0	0	0	0	4.1300e-01	NA	4.1300e-01	NA	NA	NA	NA	4.1300e-01	1.0000e+00	1.2700e+00	1.2700e+00	NA	7.0200e-01	2.1900e+00	7.0200e-01	2.1900e+00	NA	NA
ENSG00000160799	meta	1	12	0	0	0	0	4.8800e-01	NA	4.8800e-01	NA	NA	NA	NA	4.8800e-01	1.0000e+00	3.3400e-01	3.3400e-01	NA	7.8300e-03	2.2600e+00	7.8300e-03	2.2600e+00	NA	NA
ENSG00000160801	meta	2	8	0	0	0	0	6.5300e-01	NA	6.5300e-01	NA	NA	NA	NA	6.5300e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	1.0400e-01	5.0300e+00	1.0400e-01	5.0300e+00	NA	NA
ENSG00000160803	meta	1	3	0	0	0	4	6.6200e-01	1.0000e+00	6.6200e-01	NA	NA	NA	NA	6.6200e-01	1.0000e+00	1.3400e+00	1.3400e+00	0.0000e+00	2.5500e-02	1.6700e+01	2.5500e-02	1.6700e+01	0.0000e+00	6.0800e+00
ENSG00000160808	meta	3	1	0	0	0	0	8.8000e-02	NA	8.8000e-02	NA	NA	NA	NA	8.8000e-02	1.0000e+00	1.2000e+01	1.2000e+01	NA	9.6700e-01	6.3000e+02	9.6700e-01	6.3000e+02	NA	NA
ENSG00000160813	meta	1	15	0	0	0	0	2.3000e-01	NA	2.3000e-01	NA	NA	NA	NA	2.3000e-01	1.0000e+00	2.6800e-01	2.6800e-01	NA	6.3600e-03	1.7400e+00	6.3600e-03	1.7400e+00	NA	NA
ENSG00000160818	meta	5	23	0	0	0	0	8.4500e-01	NA	8.4500e-01	NA	NA	NA	NA	8.4500e-01	1.0000e+00	8.7200e-01	8.7200e-01	NA	2.5900e-01	2.3500e+00	2.5900e-01	2.3500e+00	NA	NA
ENSG00000160838	meta	4	13	0	0	0	0	8.6500e-01	NA	8.6500e-01	NA	NA	NA	NA	8.6500e-01	1.0000e+00	1.2300e+00	1.2300e+00	NA	2.9300e-01	4.0000e+00	2.9300e-01	4.0000e+00	NA	NA
ENSG00000160844	meta	3	7	0	0	0	0	2.5500e-01	NA	2.5500e-01	NA	NA	NA	NA	2.5500e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	2.8700e-01	7.5400e+00	2.8700e-01	7.5400e+00	NA	NA
ENSG00000160856	meta	6	34	0	0	0	0	7.2700e-01	NA	7.2700e-01	NA	NA	NA	NA	7.2700e-01	1.0000e+00	7.0800e-01	7.0800e-01	NA	2.4300e-01	1.7100e+00	2.4300e-01	1.7100e+00	NA	NA
ENSG00000160862	meta	0	24	0	0	0	0	1.1300e-02	NA	1.1300e-02	NA	NA	NA	NA	1.1300e-02	7.5900e-01	0.0000e+00	0.0000e+00	NA	0.0000e+00	6.6700e-01	0.0000e+00	6.6700e-01	NA	NA
ENSG00000160867	meta	12	34	0	0	0	0	3.0600e-01	NA	3.0600e-01	NA	NA	NA	NA	3.0600e-01	1.0000e+00	1.4200e+00	1.4200e+00	NA	6.6800e-01	2.8100e+00	6.6800e-01	2.8100e+00	NA	NA
ENSG00000160868	meta	13	32	0	0	0	0	1.9400e-01	NA	1.9400e-01	NA	NA	NA	NA	1.9400e-01	1.0000e+00	1.6300e+00	1.6300e+00	NA	7.8500e-01	3.2000e+00	7.8500e-01	3.2000e+00	NA	NA
ENSG00000160870	meta	6	30	0	0	0	0	9.5500e-01	NA	9.5500e-01	NA	NA	NA	NA	9.5500e-01	1.0000e+00	8.0300e-01	8.0300e-01	NA	2.7300e-01	1.9600e+00	2.7300e-01	1.9600e+00	NA	NA
ENSG00000160877	meta	1	2	0	0	14	38	4.9500e-01	2.2800e-01	3.3900e-01	NA	NA	NA	NA	3.3900e-01	1.0000e+00	2.0100e+00	2.0100e+00	1.5800e+00	3.4000e-02	3.8500e+01	3.4000e-02	3.8500e+01	8.1000e-01	2.9500e+00
ENSG00000160882	meta	13	19	0	0	0	0	4.2200e-03	NA	4.2200e-03	NA	NA	NA	NA	4.2200e-03	5.5200e-01	2.7500e+00	2.7500e+00	NA	1.2500e+00	5.8600e+00	1.2500e+00	5.8600e+00	NA	NA
ENSG00000160883	meta	19	68	0	0	0	0	7.5200e-01	NA	7.5200e-01	NA	NA	NA	NA	7.5200e-01	1.0000e+00	1.1200e+00	1.1200e+00	NA	6.3700e-01	1.8900e+00	6.3700e-01	1.8900e+00	NA	NA
ENSG00000160886	meta	6	9	0	0	0	0	1.7500e-01	NA	1.7500e-01	NA	NA	NA	NA	1.7500e-01	1.0000e+00	2.6800e+00	2.6800e+00	NA	7.8400e-01	8.4200e+00	7.8400e-01	8.4200e+00	NA	NA
ENSG00000160888	meta	1	1	0	0	0	0	6.0900e-01	NA	6.0900e-01	NA	NA	NA	NA	6.0900e-01	1.0000e+00	4.0100e+00	4.0100e+00	NA	5.1100e-02	3.1400e+02	5.1100e-02	3.1400e+02	NA	NA
ENSG00000160908	meta	7	22	0	0	0	0	4.4200e-01	NA	4.4200e-01	NA	NA	NA	NA	4.4200e-01	1.0000e+00	1.2800e+00	1.2800e+00	NA	4.6100e-01	3.1000e+00	4.6100e-01	3.1000e+00	NA	NA
ENSG00000160917	meta	4	6	1	0	1	10	4.6100e-02	7.3500e-01	4.6100e-02	NA	NA	NA	NA	4.6100e-02	9.7100e-01	2.6800e+00	3.3500e+00	4.0100e-01	5.5500e-01	1.1300e+01	8.0800e-01	1.3200e+01	9.2500e-03	2.8200e+00
ENSG00000160932	meta	1	3	0	0	0	0	7.6300e-01	NA	7.6300e-01	NA	NA	NA	NA	7.6300e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.5500e-02	1.6700e+01	2.5500e-02	1.6700e+01	NA	NA
ENSG00000160948	meta	3	10	0	0	1	4	8.1300e-01	1.0000e+00	8.1300e-01	NA	NA	NA	NA	8.1300e-01	1.0000e+00	1.2000e+00	1.2000e+00	1.0000e+00	2.1300e-01	4.6800e+00	2.1300e-01	4.6800e+00	2.0400e-02	1.0100e+01
ENSG00000160949	meta	8	50	0	0	0	0	3.3700e-01	NA	3.3700e-01	NA	NA	NA	NA	3.3700e-01	1.0000e+00	6.4200e-01	6.4200e-01	NA	2.6300e-01	1.3700e+00	2.6300e-01	1.3700e+00	NA	NA
ENSG00000160951	meta	6	0	0	0	1	1	6.2200e-04	6.2200e-01	5.8500e-04	NA	NA	NA	NA	5.8500e-04	2.1200e-01	Infinity	Infinity	4.0100e+00	4.7300e+00	Infinity	4.7300e+00	Infinity	5.1100e-02	3.1400e+02
ENSG00000160953	meta	8	31	0	0	0	0	7.3800e-01	NA	7.3800e-01	NA	NA	NA	NA	7.3800e-01	1.0000e+00	1.0400e+00	1.0400e+00	NA	4.1100e-01	2.3000e+00	4.1100e-01	2.3000e+00	NA	NA
ENSG00000160957	meta	19	69	0	0	0	0	5.8600e-01	NA	5.8600e-01	NA	NA	NA	NA	5.8600e-01	1.0000e+00	1.1100e+00	1.1100e+00	NA	6.2800e-01	1.8600e+00	6.2800e-01	1.8600e+00	NA	NA
ENSG00000160959	meta	3	13	0	0	0	0	7.2500e-01	NA	7.2500e-01	NA	NA	NA	NA	7.2500e-01	1.0000e+00	9.2600e-01	9.2600e-01	NA	1.6900e-01	3.3700e+00	1.6900e-01	3.3700e+00	NA	NA
ENSG00000160961	meta	15	28	0	0	0	0	2.0500e-02	NA	2.0500e-02	NA	NA	NA	NA	2.0500e-02	8.2900e-01	2.1500e+00	2.1500e+00	NA	1.0700e+00	4.1700e+00	1.0700e+00	4.1700e+00	NA	NA
ENSG00000160963	meta	3	6	0	0	0	0	3.3300e-01	NA	3.3300e-01	NA	NA	NA	NA	3.3300e-01	1.0000e+00	2.0100e+00	2.0100e+00	NA	3.2500e-01	9.4000e+00	3.2500e-01	9.4000e+00	NA	NA
ENSG00000160972	meta	2	10	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.0300e-01	8.0300e-01	NA	8.5500e-02	3.7700e+00	8.5500e-02	3.7700e+00	NA	NA
ENSG00000160973	meta	0	6	0	0	0	0	5.7700e-01	NA	5.7700e-01	NA	NA	NA	NA	5.7700e-01	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	3.4100e+00	0.0000e+00	3.4100e+00	NA	NA
ENSG00000160991	meta	0	3	0	0	1	16	1.0000e+00	2.0600e-01	7.5800e-01	NA	NA	NA	NA	7.5800e-01	1.0000e+00	0.0000e+00	0.0000e+00	2.5100e-01	0.0000e+00	9.7100e+00	0.0000e+00	9.7100e+00	5.9800e-03	1.6100e+00
ENSG00000160993	meta	2	6	0	0	0	0	7.2900e-01	NA	7.2900e-01	NA	NA	NA	NA	7.2900e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	1.3200e-01	7.4800e+00	1.3200e-01	7.4800e+00	NA	NA
ENSG00000160994	meta	7	24	0	0	0	0	6.3300e-01	NA	6.3300e-01	NA	NA	NA	NA	6.3300e-01	1.0000e+00	1.1700e+00	1.1700e+00	NA	4.2600e-01	2.8000e+00	4.2600e-01	2.8000e+00	NA	NA
ENSG00000160999	meta	4	21	1	1	4	3	8.1100e-01	6.7800e-01	8.1100e-01	NA	NA	NA	NA	8.1100e-01	1.0000e+00	7.6400e-01	9.1200e-01	5.3500e+00	1.9100e-01	2.2700e+00	2.7000e-01	2.4700e+00	9.0500e-01	3.6500e+01
ENSG00000161010	meta	9	31	0	0	0	0	5.4200e-01	NA	5.4200e-01	NA	NA	NA	NA	5.4200e-01	1.0000e+00	1.1700e+00	1.1700e+00	NA	4.8800e-01	2.5100e+00	4.8800e-01	2.5100e+00	NA	NA
ENSG00000161011	meta	4	25	0	0	0	0	7.0800e-01	NA	7.0800e-01	NA	NA	NA	NA	7.0800e-01	1.0000e+00	6.4200e-01	6.4200e-01	NA	1.6200e-01	1.8600e+00	1.6200e-01	1.8600e+00	NA	NA
ENSG00000161013	meta	5	20	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.9400e-01	2.7600e+00	2.9400e-01	2.7600e+00	NA	NA
ENSG00000161016	meta	0	1	0	0	4	21	1.0000e+00	7.9000e-01	9.4800e-01	NA	NA	NA	NA	9.4800e-01	1.0000e+00	0.0000e+00	0.0000e+00	7.6400e-01	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	1.9100e-01	2.2700e+00
ENSG00000161021	meta	1	4	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	NA	2.0400e-02	1.0100e+01	2.0400e-02	1.0100e+01	NA	NA
ENSG00000161031	meta	5	19	0	0	0	1	7.9000e-01	1.0000e+00	7.9000e-01	NA	NA	NA	NA	7.9000e-01	1.0000e+00	1.0600e+00	1.0600e+00	0.0000e+00	3.0800e-01	2.9300e+00	3.0800e-01	2.9300e+00	0.0000e+00	1.5600e+02
ENSG00000161036	meta	10	39	1	2	1	3	9.7800e-01	4.3400e-01	8.2800e-01	NA	NA	NA	NA	8.2800e-01	1.0000e+00	1.0300e+00	1.0800e+00	1.3400e+00	4.5800e-01	2.1000e+00	4.9900e-01	2.1300e+00	2.5500e-02	1.6700e+01
ENSG00000161040	meta	12	48	0	0	0	0	9.2000e-01	NA	9.2000e-01	NA	NA	NA	NA	9.2000e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	4.8500e-01	1.9200e+00	4.8500e-01	1.9200e+00	NA	NA
ENSG00000161048	meta	5	28	0	0	0	0	7.6200e-01	NA	7.6200e-01	NA	NA	NA	NA	7.6200e-01	1.0000e+00	7.1700e-01	7.1700e-01	NA	2.1600e-01	1.8800e+00	2.1600e-01	1.8800e+00	NA	NA
ENSG00000161057	meta	2	2	1	2	6	20	5.5700e-02	7.0400e-01	5.1400e-02	NA	NA	NA	NA	5.1400e-02	9.8500e-01	4.0100e+00	3.0100e+00	1.2000e+00	2.9100e-01	5.5300e+01	4.4100e-01	1.7800e+01	3.9600e-01	3.1100e+00
ENSG00000161082	meta	2	2	2	5	7	26	3.4700e-01	8.1300e-01	3.3200e-01	NA	NA	NA	NA	3.3200e-01	1.0000e+00	4.0100e+00	2.2900e+00	1.0800e+00	2.9100e-01	5.5300e+01	4.9200e-01	9.0200e+00	3.9600e-01	2.5600e+00
ENSG00000161091	meta	10	39	0	0	0	0	9.0200e-01	NA	9.0200e-01	NA	NA	NA	NA	9.0200e-01	1.0000e+00	1.0300e+00	1.0300e+00	NA	4.5800e-01	2.1000e+00	4.5800e-01	2.1000e+00	NA	NA
ENSG00000161133	meta	6	27	0	0	0	0	6.5900e-01	NA	6.5900e-01	NA	NA	NA	NA	6.5900e-01	1.0000e+00	8.9200e-01	8.9200e-01	NA	3.0100e-01	2.2100e+00	3.0100e-01	2.2100e+00	NA	NA
ENSG00000161179	meta	0	3	0	0	0	6	1.0000e+00	5.4300e-01	8.8200e-01	NA	NA	NA	NA	8.8200e-01	1.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.7100e+00	0.0000e+00	9.7100e+00	0.0000e+00	3.4100e+00
ENSG00000161180	meta	10	31	0	0	0	0	5.0600e-01	NA	5.0600e-01	NA	NA	NA	NA	5.0600e-01	1.0000e+00	1.2900e+00	1.2900e+00	NA	5.6600e-01	2.7100e+00	5.6600e-01	2.7100e+00	NA	NA
ENSG00000161202	meta	2	14	0	0	2	4	7.5700e-01	2.0200e-01	7.5700e-01	NA	NA	NA	NA	7.5700e-01	1.0000e+00	5.7300e-01	5.7300e-01	2.0100e+00	6.3200e-02	2.5000e+00	6.3200e-02	2.5000e+00	1.8200e-01	1.4000e+01
ENSG00000161203	meta	0	1	4	11	6	17	6.2600e-01	8.1800e-01	5.9700e-01	NA	NA	NA	NA	5.9700e-01	1.0000e+00	0.0000e+00	1.3400e+00	1.4200e+00	0.0000e+00	1.5600e+02	3.1400e-01	4.4200e+00	4.5700e-01	3.7700e+00
ENSG00000161204	meta	8	23	0	0	0	0	3.8900e-01	NA	3.8900e-01	NA	NA	NA	NA	3.8900e-01	1.0000e+00	1.4000e+00	1.4000e+00	NA	5.4000e-01	3.2300e+00	5.4000e-01	3.2300e+00	NA	NA
ENSG00000161217	meta	9	19	0	0	9	43	2.2500e-01	7.3300e-01	2.2500e-01	NA	NA	NA	NA	2.2500e-01	1.0000e+00	1.9000e+00	1.9000e+00	8.4000e-01	7.5800e-01	4.4100e+00	7.5800e-01	4.4100e+00	3.6000e-01	1.7500e+00
ENSG00000161243	meta	2	12	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	6.6900e-01	6.6900e-01	NA	7.2700e-02	3.0000e+00	7.2700e-02	3.0000e+00	NA	NA
ENSG00000161249	meta	8	40	0	0	0	0	7.9500e-01	NA	7.9500e-01	NA	NA	NA	NA	7.9500e-01	1.0000e+00	8.0300e-01	8.0300e-01	NA	3.2400e-01	1.7400e+00	3.2400e-01	1.7400e+00	NA	NA
ENSG00000161265	meta	3	22	0	0	0	0	5.3600e-01	NA	5.3600e-01	NA	NA	NA	NA	5.3600e-01	1.0000e+00	5.4700e-01	5.4700e-01	NA	1.0500e-01	1.8200e+00	1.0500e-01	1.8200e+00	NA	NA
ENSG00000161267	meta	6	14	0	0	0	0	2.6200e-01	NA	2.6200e-01	NA	NA	NA	NA	2.6200e-01	1.0000e+00	1.7200e+00	1.7200e+00	NA	5.4200e-01	4.7700e+00	5.4200e-01	4.7700e+00	NA	NA
ENSG00000161270	meta	12	58	0	0	1	10	8.0100e-01	7.0100e-01	7.3500e-01	NA	NA	NA	NA	7.3500e-01	1.0000e+00	8.3000e-01	8.3000e-01	4.0100e-01	4.0600e-01	1.5600e+00	4.0600e-01	1.5600e+00	9.2500e-03	2.8200e+00
ENSG00000161277	meta	1	7	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	5.7300e-01	5.7300e-01	NA	1.2700e-02	4.4600e+00	1.2700e-02	4.4600e+00	NA	NA
ENSG00000161281	meta	0	2	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	2.1400e+01	0.0000e+00	2.1400e+01	NA	NA
ENSG00000161298	meta	6	20	0	0	0	0	4.2100e-01	NA	4.2100e-01	NA	NA	NA	NA	4.2100e-01	1.0000e+00	1.2000e+00	1.2000e+00	NA	3.9600e-01	3.1100e+00	3.9600e-01	3.1100e+00	NA	NA
ENSG00000161326	meta	1	7	0	0	0	1	6.1300e-01	1.0000e+00	6.1300e-01	NA	NA	NA	NA	6.1300e-01	1.0000e+00	5.7300e-01	5.7300e-01	0.0000e+00	1.2700e-02	4.4600e+00	1.2700e-02	4.4600e+00	0.0000e+00	1.5600e+02
ENSG00000161328	meta	7	27	0	0	0	0	9.3800e-01	NA	9.3800e-01	NA	NA	NA	NA	9.3800e-01	1.0000e+00	1.0400e+00	1.0400e+00	NA	3.8300e-01	2.4500e+00	3.8300e-01	2.4500e+00	NA	NA
ENSG00000161381	meta	6	27	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	8.9200e-01	8.9200e-01	NA	3.0100e-01	2.2100e+00	3.0100e-01	2.2100e+00	NA	NA
ENSG00000161395	meta	1	6	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.4500e-02	5.5100e+00	1.4500e-02	5.5100e+00	NA	NA
ENSG00000161405	meta	2	5	0	0	0	1	7.0900e-01	1.0000e+00	7.0900e-01	NA	NA	NA	NA	7.0900e-01	1.0000e+00	2.4100e+00	2.4100e+00	0.0000e+00	3.7400e-01	1.2400e+01	3.7400e-01	1.2400e+01	0.0000e+00	1.5600e+02
ENSG00000161509	meta	16	33	0	0	0	0	1.3200e-01	NA	1.3200e-01	NA	NA	NA	NA	1.3200e-01	1.0000e+00	1.9500e+00	1.9500e+00	NA	1.0000e+00	3.6400e+00	1.0000e+00	3.6400e+00	NA	NA
ENSG00000161513	meta	0	20	0	0	0	0	1.7400e-02	NA	1.7400e-02	NA	NA	NA	NA	1.7400e-02	8.2200e-01	2.0100e-01	2.0100e-01	NA	4.8400e-03	1.2500e+00	4.8400e-03	1.2500e+00	NA	NA
ENSG00000161526	meta	4	22	0	0	0	0	8.0000e-01	NA	8.0000e-01	NA	NA	NA	NA	8.0000e-01	1.0000e+00	7.3000e-01	7.3000e-01	NA	1.8300e-01	2.1500e+00	1.8300e-01	2.1500e+00	NA	NA
ENSG00000161533	meta	5	20	0	0	0	5	7.9500e-01	6.4400e-01	7.9500e-01	NA	NA	NA	NA	7.9500e-01	1.0000e+00	1.0000e+00	1.0000e+00	0.0000e+00	2.9400e-01	2.7600e+00	2.9400e-01	2.7600e+00	0.0000e+00	4.3800e+00
ENSG00000161542	meta	2	21	0	0	0	0	2.8400e-01	NA	2.8400e-01	NA	NA	NA	NA	2.8400e-01	1.0000e+00	3.8200e-01	3.8200e-01	NA	4.3400e-02	1.5600e+00	4.3400e-02	1.5600e+00	NA	NA
ENSG00000161544	meta	1	3	0	0	0	0	6.6300e-01	NA	6.6300e-01	NA	NA	NA	NA	6.6300e-01	1.0000e+00	1.3400e+00	1.3400e+00	NA	2.5500e-02	1.6700e+01	2.5500e-02	1.6700e+01	NA	NA
ENSG00000161547	meta	0	1	0	2	0	7	1.0000e+00	3.3800e-01	8.1500e-01	NA	NA	NA	NA	8.1500e-01	1.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5600e+02	0.0000e+00	9.7100e+00	0.0000e+00	2.7800e+00
ENSG00000161551	meta	4	33	0	0	0	0	2.3100e-01	NA	2.3100e-01	NA	NA	NA	NA	2.3100e-01	1.0000e+00	4.8600e-01	4.8600e-01	NA	1.2500e-01	1.3700e+00	1.2500e-01	1.3700e+00	NA	NA
ENSG00000161558	meta	4	24	0	0	0	0	6.7300e-01	NA	6.7300e-01	NA	NA	NA	NA	6.7300e-01	1.0000e+00	6.6900e-01	6.6900e-01	NA	1.6900e-01	1.9500e+00	1.6900e-01	1.9500e+00	NA	NA
ENSG00000161570	meta	3	4	0	0	0	0	4.6200e-01	NA	4.6200e-01	NA	NA	NA	NA	4.6200e-01	1.0000e+00	3.0100e+00	3.0100e+00	NA	4.4100e-01	1.7800e+01	4.4100e-01	1.7800e+01	NA	NA
ENSG00000161572	meta	4	5	0	0	0	0	1.4100e-01	NA	1.4100e-01	NA	NA	NA	NA	1.4100e-01	1.0000e+00	3.2100e+00	3.2100e+00	NA	6.3700e-01	1.4900e+01	6.3700e-01	1.4900e+01	NA	NA
ENSG00000161573	meta	0	3	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	9.7100e+00	0.0000e+00	9.7100e+00	NA	NA
ENSG00000161594	meta	0	3	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	9.7100e+00	0.0000e+00	9.7100e+00	NA	NA
ENSG00000161609	meta	6	19	0	0	0	0	8.1400e-01	NA	8.1400e-01	NA	NA	NA	NA	8.1400e-01	1.0000e+00	1.2700e+00	1.2700e+00	NA	4.1400e-01	3.3000e+00	4.1400e-01	3.3000e+00	NA	NA
ENSG00000161610	meta	NA	NA	NA	NA	0	1	NA	1.0000e+00	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	0.0000e+00	0.0000e+00	Infinity	NA	NA	0.0000e+00	1.5600e+02
ENSG00000161618	meta	6	32	0	0	0	0	8.1000e-01	NA	8.1000e-01	NA	NA	NA	NA	8.1000e-01	1.0000e+00	7.5200e-01	7.5200e-01	NA	2.5700e-01	1.8200e+00	2.5700e-01	1.8200e+00	NA	NA
ENSG00000161634	meta	4	9	0	0	0	0	2.0700e-01	NA	2.0700e-01	NA	NA	NA	NA	2.0700e-01	1.0000e+00	1.7800e+00	1.7800e+00	NA	4.0100e-01	6.3900e+00	4.0100e-01	6.3900e+00	NA	NA
ENSG00000161638	meta	2	15	0	0	0	0	7.7100e-01	NA	7.7100e-01	NA	NA	NA	NA	7.7100e-01	1.0000e+00	5.3500e-01	5.3500e-01	NA	5.9400e-02	2.3000e+00	5.9400e-02	2.3000e+00	NA	NA
ENSG00000161640	meta	9	49	2	7	9	44	6.5800e-01	7.2300e-01	6.0600e-01	NA	NA	NA	NA	6.0600e-01	1.0000e+00	7.3700e-01	7.8800e-01	8.2100e-01	3.1800e-01	1.5200e+00	3.7200e-01	1.5200e+00	3.5200e-01	1.7000e+00
ENSG00000161642	meta	0	6	0	0	1	11	6.5000e-01	4.4700e-01	5.3200e-01	NA	NA	NA	NA	5.3200e-01	1.0000e+00	0.0000e+00	0.0000e+00	3.6500e-01	0.0000e+00	3.4100e+00	0.0000e+00	3.4100e+00	8.4800e-03	2.5100e+00
ENSG00000161647	meta	6	40	0	0	0	0	3.9000e-01	NA	3.9000e-01	NA	NA	NA	NA	3.9000e-01	1.0000e+00	6.0200e-01	6.0200e-01	NA	2.0900e-01	1.4300e+00	2.0900e-01	1.4300e+00	NA	NA
ENSG00000161649	meta	6	24	0	0	0	0	1.9600e-01	NA	1.9600e-01	NA	NA	NA	NA	1.9600e-01	1.0000e+00	1.0000e+00	1.0000e+00	NA	3.3500e-01	2.5200e+00	3.3500e-01	2.5200e+00	NA	NA
ENSG00000161652	meta	2	18	0	0	0	0	5.8800e-01	NA	5.8800e-01	NA	NA	NA	NA	5.8800e-01	1.0000e+00	4.4600e-01	4.4600e-01	NA	5.0200e-02	1.8600e+00	5.0200e-02	1.8600e+00	NA	NA
ENSG00000161653	meta	3	7	0	0	2	8	6.9400e-01	1.0000e+00	6.9400e-01	NA	NA	NA	NA	6.9400e-01	1.0000e+00	1.7200e+00	1.7200e+00	1.0000e+00	2.8700e-01	7.5400e+00	2.8700e-01	7.5400e+00	1.0400e-01	5.0300e+00
ENSG00000161654	meta	NA	NA	NA	NA	3	4	1.0000e+00	1.6800e-01	7.3600e-01	NA	NA	NA	NA	7.3600e-01	1.0000e+00	0.0000e+00	0.0000e+00	3.0100e+00	0.0000e+00	Infinity	0.0000e+00	1.5600e+02	4.4100e-01	1.7800e+01
ENSG00000161664	meta	9	30	0	0	0	0	5.0800e-01	NA	5.0800e-01	NA	NA	NA	NA	5.0800e-01	1.0000e+00	1.2000e+00	1.2000e+00	NA	5.0300e-01	2.6000e+00	5.0300e-01	2.6000e+00	NA	NA
ENSG00000161671	meta	3	13	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	9.2600e-01	9.2600e-01	NA	1.6900e-01	3.3700e+00	1.6900e-01	3.3700e+00	NA	NA
ENSG00000161677	meta	2	7	0	0	0	0	4.7200e-01	NA	4.7200e-01	NA	NA	NA	NA	4.7200e-01	1.0000e+00	1.1500e+00	1.1500e+00	NA	1.1600e-01	6.0200e+00	1.1600e-01	6.0200e+00	NA	NA
ENSG00000161681	meta	4	4	0	0	2	6	1.4400e-01	6.1300e-01	1.2400e-01	NA	NA	NA	NA	1.2400e-01	1.0000e+00	4.0100e+00	4.0100e+00	1.3400e+00	7.4800e-01	2.1600e+01	7.4800e-01	2.1600e+01	1.3200e-01	7.4800e+00
ENSG00000161682	meta	0	1	0	0	0	0	1.0000e+00	NA	1.0000e+00	NA	NA	NA	NA	1.0000e+00	1.0000e+00	0.0000e+00	0.0000e+00	NA	0.0000e+00	1.5600e+02	0.0000e+00	1.5600e+02	NA	NA
