gene_id	group	xcase_dn_ptv	xcont_dn_ptv	xcase_dn_misb	xcont_dn_misb	xcase_dn_misa	xcont_dn_misa	xcase_dbs_ptv	xcont_dbs_ptv	xcase_swe_ptv	xcont_swe_ptv	xcase_tut	xcont_tut	qval
ENSG00000123610	All	0	0	0	0	0	0	0	0	0	1	1	2	9.0759e-01
ENSG00000123612	All	0	0	0	0	0	0	0	0	1	1	0	0	8.2375e-01
ENSG00000123636	All	1	0	0	0	0	1	2	0	1	0	2	2	3.1865e-01
ENSG00000123643	All	0	0	0	0	0	0	1	0	0	0	0	0	8.1125e-01
ENSG00000123684	All	0	0	0	0	0	0	0	0	0	1	1	0	9.2551e-01
ENSG00000123685	All	0	0	0	0	0	0	0	0	0	2	0	0	9.1768e-01
ENSG00000123689	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2296e-01
ENSG00000123700	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2482e-01
ENSG00000123737	All	0	0	0	0	0	0	0	0	1	1	4	2	8.8703e-01
ENSG00000123739	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2777e-01
ENSG00000123810	All	0	0	0	0	0	0	0	1	0	0	0	0	9.1231e-01
ENSG00000123815	All	0	0	0	0	0	0	0	1	0	1	2	2	8.8153e-01
ENSG00000123836	All	1	0	0	0	0	0	2	1	0	1	2	6	9.1548e-01
ENSG00000123838	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1867e-01
ENSG00000123843	All	0	0	0	0	0	0	0	0	0	0	2	0	9.0892e-01
ENSG00000123892	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2841e-01
ENSG00000123901	All	0	0	0	0	0	0	0	0	0	0	1	1	9.2349e-01
ENSG00000123908	All	0	0	1	1	0	0	0	0	0	0	0	0	9.1633e-01
ENSG00000123933	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2630e-01
ENSG00000123975	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2010e-01
ENSG00000123977	All	0	0	0	0	0	0	0	0	0	2	2	0	8.9607e-01
ENSG00000123983	All	0	0	0	0	0	0	0	0	0	1	1	1	9.1605e-01
ENSG00000123989	All	0	0	0	0	0	0	0	0	0	1	1	0	9.1998e-01
ENSG00000123992	All	0	0	0	0	0	0	2	1	1	1	3	2	8.9237e-01
ENSG00000123999	All	0	0	0	0	0	0	0	0	1	1	0	0	9.2453e-01
ENSG00000124003	All	0	0	0	0	0	0	0	2	1	2	3	4	9.0596e-01
ENSG00000124006	All	0	0	0	0	0	0	7	2	1	3	5	2	8.3765e-01
ENSG00000124019	All	0	0	0	0	0	0	0	0	0	0	1	1	9.2226e-01
ENSG00000124067	All	0	0	0	0	1	0	0	0	0	2	3	0	7.9853e-01
ENSG00000124074	All	0	0	0	0	0	0	1	0	0	0	2	4	9.0657e-01
ENSG00000124089	All	0	0	0	0	0	0	0	0	0	0	2	1	9.1380e-01
ENSG00000124092	All	0	0	0	0	0	0	0	1	0	0	0	2	9.2073e-01
ENSG00000124098	All	0	0	0	0	0	0	1	1	0	0	1	1	8.2616e-01
ENSG00000124102	All	0	0	0	0	0	0	0	0	0	0	0	2	9.2769e-01
ENSG00000124103	All	0	0	0	0	0	0	2	1	0	2	0	1	9.2238e-01
ENSG00000124104	All	0	0	0	0	0	0	0	0	0	0	1	2	9.2975e-01
ENSG00000124107	All	0	0	0	0	0	0	0	0	0	0	0	2	9.1387e-01
ENSG00000124116	All	0	0	0	0	0	0	0	0	0	0	1	0	9.3106e-01
ENSG00000124120	All	0	0	0	0	0	0	0	0	0	0	1	1	9.3075e-01
ENSG00000124126	All	0	0	1	0	0	0	0	1	0	0	0	1	9.2808e-01
ENSG00000124134	All	0	0	0	0	0	0	0	0	0	0	2	0	9.2487e-01
ENSG00000124140	All	0	0	1	0	0	0	1	0	0	0	1	0	7.0568e-01
ENSG00000124145	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2924e-01
ENSG00000124151	All	0	0	0	0	0	0	2	1	0	0	1	1	9.2648e-01
ENSG00000124155	All	0	0	0	0	0	0	0	1	0	1	3	2	8.7808e-01
ENSG00000124157	All	0	0	0	0	0	0	0	1	0	1	1	2	8.9336e-01
ENSG00000124159	All	0	0	0	0	0	0	0	0	0	1	0	2	8.9014e-01
ENSG00000124160	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2648e-01
ENSG00000124164	All	0	0	0	0	0	0	0	1	0	0	0	0	9.3097e-01
ENSG00000124171	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2743e-01
ENSG00000124172	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1741e-01
ENSG00000124177	All	0	0	0	0	1	0	2	0	0	0	1	1	3.9354e-01
ENSG00000124181	All	0	0	0	0	0	0	2	0	0	0	0	1	5.9326e-01
ENSG00000124191	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3059e-01
ENSG00000124193	All	0	0	0	0	0	0	0	1	0	1	0	0	9.2993e-01
ENSG00000124194	All	0	0	0	0	1	0	2	0	0	0	1	0	4.7826e-01
ENSG00000124196	All	0	0	0	0	0	0	0	0	0	2	0	0	9.2367e-01
ENSG00000124198	All	0	0	0	0	0	0	1	1	0	0	2	4	9.1698e-01
ENSG00000124201	All	0	0	0	0	0	0	1	0	0	2	0	1	9.3138e-01
ENSG00000124203	All	0	0	0	0	0	0	0	0	0	2	0	2	8.5431e-01
ENSG00000124205	All	0	0	0	0	0	0	0	0	1	0	0	0	7.9935e-01
ENSG00000124207	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2063e-01
ENSG00000124208	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3042e-01
ENSG00000124209	All	0	0	0	0	0	0	0	1	0	0	0	0	9.2840e-01
ENSG00000124212	All	0	0	0	0	0	0	1	2	0	5	2	2	8.9085e-01
ENSG00000124214	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2999e-01
ENSG00000124215	All	0	0	0	0	0	0	2	1	0	2	2	5	8.6014e-01
ENSG00000124216	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2970e-01
ENSG00000124217	All	0	0	0	0	0	0	0	0	0	0	1	0	9.0684e-01
ENSG00000124222	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3002e-01
ENSG00000124225	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2785e-01
ENSG00000124226	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2878e-01
ENSG00000124228	All	0	0	0	0	0	0	0	1	0	1	0	2	9.2110e-01
ENSG00000124232	All	0	0	0	0	0	0	0	0	1	0	4	2	8.8561e-01
ENSG00000124233	All	0	0	0	0	0	0	2	3	0	0	7	2	8.8215e-01
ENSG00000124237	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1187e-01
ENSG00000124243	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1771e-01
ENSG00000124249	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2484e-01
ENSG00000124251	All	0	0	0	0	0	0	0	0	0	0	0	0	9.0014e-01
ENSG00000124253	All	0	0	0	0	0	0	0	0	1	2	2	3	8.9756e-01
ENSG00000124256	All	0	0	0	0	0	0	1	4	0	0	3	3	8.9799e-01
ENSG00000124257	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2659e-01
ENSG00000124275	All	0	0	0	0	0	0	2	3	0	2	5	2	8.7024e-01
ENSG00000124279	All	0	0	0	0	0	0	1	1	1	3	1	4	8.9432e-01
ENSG00000124299	All	0	0	0	0	0	0	1	0	0	0	1	0	8.1508e-01
ENSG00000124302	All	0	0	0	0	0	0	1	0	0	1	2	0	9.1503e-01
ENSG00000124356	All	0	1	0	0	0	0	1	0	0	0	2	1	8.8673e-01
ENSG00000124357	All	0	0	0	0	0	0	0	1	1	1	2	3	8.9795e-01
ENSG00000124370	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2587e-01
ENSG00000124374	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2740e-01
ENSG00000124380	All	0	0	0	0	0	0	2	0	1	1	0	1	7.9004e-01
ENSG00000124383	All	0	0	0	0	0	0	1	0	0	0	0	0	7.6414e-01
ENSG00000124391	All	0	0	0	0	0	0	0	0	0	0	0	1	9.1304e-01
ENSG00000124406	All	0	0	0	0	0	0	1	1	0	2	5	4	9.1749e-01
ENSG00000124422	All	0	0	0	0	0	0	1	0	0	0	0	0	7.3096e-01
ENSG00000124440	All	0	0	0	0	0	0	0	0	0	0	4	0	9.2387e-01
ENSG00000124444	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3132e-01
ENSG00000124449	All	0	0	0	0	0	0	0	1	0	0	0	0	9.2463e-01
ENSG00000124459	All	0	0	0	0	0	0	0	0	1	5	3	8	8.7630e-01
ENSG00000124466	All	0	0	0	0	0	0	0	0	0	1	0	0	9.0945e-01
ENSG00000124467	All	0	0	0	0	0	0	0	0	0	0	0	1	8.9523e-01
ENSG00000124469	All	0	0	0	0	0	0	0	1	0	1	1	5	9.0441e-01
ENSG00000124490	All	0	0	0	0	0	0	1	1	1	1	2	3	9.0692e-01
ENSG00000124491	All	0	0	0	0	0	0	3	1	0	3	1	1	8.7117e-01
ENSG00000124493	All	0	0	0	0	0	1	0	0	0	0	0	2	9.2358e-01
ENSG00000124496	All	0	0	0	0	0	0	0	0	0	0	0	2	9.3065e-01
ENSG00000124507	All	0	0	0	0	0	0	1	1	0	0	0	0	9.2738e-01
ENSG00000124508	All	0	0	0	0	0	0	1	2	0	0	1	3	8.8977e-01
ENSG00000124523	All	0	0	0	0	0	0	0	0	0	0	4	2	8.9248e-01
ENSG00000124532	All	0	0	0	0	0	0	3	3	0	0	1	3	8.8572e-01
ENSG00000124535	All	0	1	0	0	1	0	0	1	0	0	1	0	5.9154e-01
ENSG00000124541	All	0	0	0	0	0	0	0	3	1	0	2	4	8.8773e-01
ENSG00000124557	All	1	0	0	0	0	0	3	3	1	1	0	2	9.1807e-01
ENSG00000124562	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2973e-01
ENSG00000124564	All	0	0	0	0	0	0	0	1	0	0	2	3	8.8501e-01
ENSG00000124568	All	0	0	0	0	0	0	0	0	0	2	3	4	8.9293e-01
ENSG00000124570	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2932e-01
ENSG00000124571	All	0	0	0	0	1	0	0	1	0	0	0	0	7.8356e-01
ENSG00000124574	All	0	0	0	0	0	0	2	4	1	1	2	1	8.4231e-01
ENSG00000124587	All	0	0	0	0	0	0	1	1	0	1	5	2	9.1548e-01
ENSG00000124588	All	0	0	0	0	0	0	3	2	0	3	4	0	9.0951e-01
ENSG00000124596	All	0	0	0	0	0	0	0	3	0	0	1	0	9.2695e-01
ENSG00000124602	All	0	0	0	0	0	0	3	0	0	1	4	1	8.9655e-01
ENSG00000124608	All	0	0	0	0	0	0	2	3	1	3	5	2	8.4644e-01
ENSG00000124610	All	0	0	0	0	0	0	0	0	1	0	0	2	9.1523e-01
ENSG00000124613	All	0	0	0	0	0	0	1	0	0	3	2	5	9.0115e-01
ENSG00000124614	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2899e-01
ENSG00000124615	All	0	0	0	0	0	0	0	0	0	1	2	1	9.0217e-01
ENSG00000124635	All	0	0	0	0	0	0	1	0	0	0	2	0	7.6878e-01
ENSG00000124641	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2592e-01
ENSG00000124657	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2710e-01
ENSG00000124659	All	0	0	0	0	1	0	0	0	0	2	3	1	6.8022e-01
ENSG00000124664	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2983e-01
ENSG00000124678	All	0	0	0	0	0	0	2	2	1	2	2	1	9.0028e-01
ENSG00000124688	All	0	0	0	0	0	0	2	2	1	1	0	0	8.2307e-01
ENSG00000124701	All	0	0	0	0	0	0	0	0	0	0	0	1	9.1688e-01
ENSG00000124702	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2503e-01
ENSG00000124713	All	0	0	0	0	0	0	1	0	0	0	2	0	7.6029e-01
ENSG00000124721	All	0	0	0	0	0	0	6	6	1	11	25	16	8.1663e-01
ENSG00000124731	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1055e-01
ENSG00000124733	All	0	0	0	0	0	0	3	3	1	1	0	0	8.0918e-01
ENSG00000124743	All	0	0	0	0	0	0	0	2	0	0	0	0	9.2505e-01
ENSG00000124749	All	0	0	0	0	0	0	0	2	1	4	4	7	8.4651e-01
ENSG00000124762	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1970e-01
ENSG00000124766	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2980e-01
ENSG00000124767	All	0	0	0	0	0	0	0	1	0	3	3	2	9.0712e-01
ENSG00000124772	All	0	0	0	0	0	0	1	1	0	0	0	1	8.2786e-01
ENSG00000124780	All	0	0	0	0	0	0	0	1	1	0	3	4	9.0359e-01
ENSG00000124782	All	0	0	0	0	0	0	1	0	0	0	0	0	7.0371e-01
ENSG00000124783	All	0	0	0	0	0	0	0	0	0	1	1	0	9.2995e-01
ENSG00000124784	All	0	0	0	0	0	0	1	1	0	4	2	3	8.8528e-01
ENSG00000124785	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2683e-01
ENSG00000124786	All	0	0	0	0	0	0	0	0	0	0	2	4	9.0546e-01
ENSG00000124787	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2898e-01
ENSG00000124788	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1751e-01
ENSG00000124789	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2690e-01
ENSG00000124795	All	1	0	0	0	0	0	0	0	0	0	0	0	6.8261e-01
ENSG00000124802	All	0	0	0	0	0	0	0	0	0	1	1	0	9.2172e-01
ENSG00000124812	All	0	0	0	0	0	0	0	0	0	0	1	2	9.0858e-01
ENSG00000124813	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2908e-01
ENSG00000124818	All	0	0	0	0	0	0	1	1	0	0	0	0	9.2700e-01
ENSG00000124827	All	0	0	0	0	0	0	0	0	0	0	0	1	8.9608e-01
ENSG00000124831	All	1	0	0	0	0	0	0	0	0	0	0	2	6.0667e-01
ENSG00000124839	All	0	0	0	0	0	0	0	2	0	0	0	1	9.2840e-01
ENSG00000124875	All	0	0	0	0	0	0	0	0	0	0	1	1	9.1443e-01
ENSG00000124882	All	0	0	0	0	0	0	0	0	0	1	2	0	9.1063e-01
ENSG00000124900	All	0	0	0	0	0	0	0	0	0	0	0	2	9.0424e-01
ENSG00000124920	All	1	0	0	0	0	0	0	0	0	0	0	0	6.1041e-01
ENSG00000124935	All	0	0	0	0	0	0	0	0	0	0	2	1	9.2920e-01
ENSG00000124939	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2920e-01
ENSG00000124942	All	1	0	0	0	0	0	5	4	0	0	6	1	6.3386e-01
ENSG00000125037	All	0	0	0	0	1	0	1	0	0	0	0	0	5.0171e-01
ENSG00000125046	All	0	1	0	0	0	0	0	0	0	0	2	2	8.9512e-01
ENSG00000125084	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3107e-01
ENSG00000125089	All	0	0	0	0	0	0	1	0	1	5	1	3	8.5501e-01
ENSG00000125107	All	0	0	1	0	0	0	0	0	0	0	0	0	9.2028e-01
ENSG00000125122	All	0	0	0	0	0	0	0	0	0	2	0	0	9.2557e-01
ENSG00000125124	All	0	0	0	0	0	0	2	0	1	3	8	2	8.5835e-01
ENSG00000125144	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2624e-01
ENSG00000125148	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2625e-01
ENSG00000125149	All	0	0	0	0	1	0	0	0	0	1	0	0	6.6072e-01
ENSG00000125166	All	0	0	0	0	1	0	2	1	0	0	0	0	6.1971e-01
ENSG00000125170	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2147e-01
ENSG00000125207	All	0	0	0	0	1	0	2	1	0	3	1	2	7.8922e-01
ENSG00000125245	All	0	0	0	0	0	0	0	2	0	0	2	0	9.0747e-01
ENSG00000125246	All	0	0	0	0	0	0	0	0	3	4	2	1	8.9719e-01
ENSG00000125247	All	0	0	0	0	0	0	1	0	0	0	4	3	8.7793e-01
ENSG00000125249	All	0	0	0	0	0	0	1	0	0	0	0	0	7.5733e-01
ENSG00000125255	All	0	0	0	0	0	0	2	0	0	2	2	4	9.0898e-01
ENSG00000125257	All	0	0	0	0	0	0	1	2	0	0	1	3	8.4340e-01
ENSG00000125266	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2175e-01
ENSG00000125304	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3035e-01
ENSG00000125319	All	0	0	0	0	0	0	1	2	1	0	1	1	8.8378e-01
ENSG00000125337	All	0	0	0	0	0	0	0	0	0	0	2	2	8.9962e-01
ENSG00000125347	All	0	0	0	0	1	0	0	0	0	0	0	0	6.7596e-01
ENSG00000125375	All	0	0	0	0	0	0	1	0	0	0	1	2	9.1047e-01
ENSG00000125378	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1789e-01
ENSG00000125384	All	0	0	0	0	0	0	0	0	0	2	0	1	9.2828e-01
ENSG00000125386	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2234e-01
ENSG00000125388	All	0	0	0	0	0	0	2	0	0	0	2	2	8.7852e-01
ENSG00000125398	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2980e-01
ENSG00000125409	All	0	0	0	0	0	0	3	3	0	0	1	2	8.8637e-01
ENSG00000125414	All	1	0	0	0	1	0	3	2	2	5	1	6	9.1538e-01
ENSG00000125430	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2418e-01
ENSG00000125434	All	0	0	0	0	0	0	0	0	0	1	1	1	9.0250e-01
ENSG00000125445	All	0	0	0	0	0	0	0	1	0	1	2	2	9.2619e-01
ENSG00000125447	All	0	0	0	0	0	0	1	0	0	0	2	1	7.6768e-01
ENSG00000125449	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1714e-01
ENSG00000125450	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2691e-01
ENSG00000125454	All	0	0	0	0	0	0	0	2	0	0	3	0	9.2951e-01
ENSG00000125457	All	0	0	0	0	0	0	0	0	0	2	2	2	9.0755e-01
ENSG00000125458	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2686e-01
ENSG00000125459	All	0	0	0	0	0	0	0	1	0	1	0	0	9.2623e-01
ENSG00000125462	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1850e-01
ENSG00000125482	All	0	0	0	0	0	0	1	0	0	1	1	2	8.6628e-01
ENSG00000125484	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2365e-01
ENSG00000125485	All	0	0	0	0	0	0	0	1	0	1	4	1	8.6009e-01
ENSG00000125492	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1766e-01
ENSG00000125498	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2499e-01
ENSG00000125503	All	0	0	0	0	2	0	0	0	0	0	2	0	5.1210e-01
ENSG00000125505	All	0	0	0	0	0	0	0	0	0	1	2	2	9.2586e-01
ENSG00000125508	All	0	0	0	0	0	0	0	0	0	3	2	4	8.9704e-01
ENSG00000125510	All	0	0	0	0	1	0	0	0	0	0	0	0	7.5533e-01
ENSG00000125520	All	0	0	0	0	0	0	0	0	0	1	0	0	9.2954e-01
ENSG00000125522	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2675e-01
ENSG00000125531	All	0	0	0	0	0	0	0	1	0	0	2	3	9.0916e-01
ENSG00000125533	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1781e-01
ENSG00000125534	All	0	0	0	0	0	0	0	0	0	0	1	2	9.1352e-01
ENSG00000125538	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2445e-01
ENSG00000125571	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2449e-01
ENSG00000125611	All	0	0	0	0	0	0	3	1	0	0	0	1	7.7954e-01
ENSG00000125618	All	1	0	0	0	0	0	0	0	0	0	0	0	4.4482e-01
ENSG00000125629	All	0	0	0	0	0	0	0	0	0	0	2	0	9.2455e-01
ENSG00000125630	All	0	0	0	0	0	0	0	1	0	1	0	2	9.2789e-01
ENSG00000125633	All	0	0	0	0	0	0	0	0	1	2	2	2	9.1927e-01
ENSG00000125637	All	0	0	0	0	0	0	2	2	0	0	1	0	9.2820e-01
ENSG00000125648	All	0	0	0	0	0	0	1	2	0	0	0	0	9.2951e-01
ENSG00000125650	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2826e-01
ENSG00000125651	All	0	0	0	0	0	0	0	1	0	0	0	1	9.2364e-01
ENSG00000125652	All	0	0	0	0	0	0	0	0	0	1	0	1	9.0898e-01
ENSG00000125656	All	0	0	0	0	0	0	0	0	1	0	0	0	7.6334e-01
ENSG00000125657	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3054e-01
ENSG00000125686	All	0	0	0	0	0	0	1	0	0	0	1	1	7.0120e-01
ENSG00000125691	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2893e-01
ENSG00000125703	All	0	0	0	0	0	0	0	1	1	2	4	5	8.8927e-01
ENSG00000125726	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1954e-01
ENSG00000125730	All	0	0	0	0	3	0	1	2	0	0	0	2	2.7163e-01
ENSG00000125731	All	0	0	0	0	0	0	0	1	0	2	3	3	8.8533e-01
ENSG00000125733	All	0	0	0	0	0	0	0	1	0	2	3	1	9.3068e-01
ENSG00000125734	All	0	0	0	0	0	0	0	0	2	2	1	3	8.7705e-01
ENSG00000125735	All	0	0	0	0	0	0	0	0	0	0	1	0	9.3054e-01
ENSG00000125740	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2281e-01
ENSG00000125741	All	0	0	0	0	0	0	0	0	0	0	1	3	9.2699e-01
ENSG00000125743	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2973e-01
ENSG00000125744	All	0	0	0	0	0	0	0	0	0	1	0	0	9.2907e-01
ENSG00000125746	All	0	0	0	0	0	0	1	0	0	0	1	3	8.6024e-01
ENSG00000125753	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3097e-01
ENSG00000125755	All	0	0	0	0	0	0	0	0	0	0	1	1	9.3009e-01
ENSG00000125772	All	0	0	0	0	1	1	0	0	0	2	0	2	7.4491e-01
ENSG00000125775	All	0	0	0	0	0	0	0	0	0	0	1	3	9.2924e-01
ENSG00000125779	All	0	0	0	0	0	0	1	1	0	1	0	3	9.2741e-01
ENSG00000125780	All	0	0	0	0	0	0	1	3	1	1	4	4	8.7536e-01
ENSG00000125787	All	0	0	0	0	0	0	0	0	0	1	0	0	9.1022e-01
ENSG00000125788	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1460e-01
ENSG00000125810	All	0	0	0	0	0	0	1	5	0	1	4	1	8.9468e-01
ENSG00000125812	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2369e-01
ENSG00000125813	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2745e-01
ENSG00000125814	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2642e-01
ENSG00000125815	All	0	0	0	0	0	0	0	1	0	0	4	1	9.2070e-01
ENSG00000125816	All	0	0	0	0	0	0	0	0	0	0	0	1	9.2668e-01
ENSG00000125817	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1979e-01
ENSG00000125818	All	0	0	0	0	0	0	0	0	0	3	0	2	9.0952e-01
ENSG00000125820	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2668e-01
ENSG00000125821	All	0	0	0	0	0	0	0	2	0	0	2	0	9.2156e-01
ENSG00000125823	All	0	0	0	0	0	0	0	0	0	0	2	0	9.1161e-01
ENSG00000125826	All	0	0	0	0	0	0	0	0	0	0	2	0	9.2855e-01
ENSG00000125827	All	0	0	0	0	0	0	0	0	0	0	0	3	9.3051e-01
ENSG00000125831	All	0	0	0	0	0	0	0	0	0	0	1	1	9.2069e-01
ENSG00000125834	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3000e-01
ENSG00000125835	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2972e-01
ENSG00000125841	All	0	0	0	0	0	0	0	2	0	0	0	0	9.1541e-01
ENSG00000125843	All	0	0	0	0	0	0	0	0	0	1	0	0	9.1344e-01
ENSG00000125844	All	1	0	0	0	0	0	0	0	1	0	1	1	9.1558e-01
ENSG00000125845	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1788e-01
ENSG00000125846	All	0	0	0	0	0	1	2	0	0	2	2	3	9.3125e-01
ENSG00000125848	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2277e-01
ENSG00000125850	All	0	0	0	0	0	0	0	0	0	1	1	0	9.2735e-01
ENSG00000125851	All	1	0	0	0	0	0	2	0	0	1	0	0	4.2936e-01
ENSG00000125861	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2313e-01
ENSG00000125863	All	0	0	0	0	0	0	0	0	0	1	2	2	9.0584e-01
ENSG00000125864	All	0	0	0	0	0	0	2	1	0	0	1	2	8.9384e-01
ENSG00000125868	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2156e-01
ENSG00000125869	All	0	0	0	0	0	0	0	1	0	0	1	1	9.0716e-01
ENSG00000125870	All	0	0	0	0	0	0	0	0	0	1	1	1	9.2972e-01
ENSG00000125871	All	0	0	0	0	0	0	2	0	0	1	1	2	9.2601e-01
ENSG00000125872	All	0	0	0	0	0	0	1	2	1	0	4	6	8.9942e-01
ENSG00000125875	All	0	0	0	0	0	0	0	0	0	0	1	0	9.3018e-01
ENSG00000125877	All	0	0	0	0	0	0	0	0	0	2	3	0	9.0511e-01
ENSG00000125878	All	0	0	0	0	0	0	0	0	0	0	0	0	9.3022e-01
ENSG00000125879	All	0	0	0	0	0	0	0	0	0	0	1	1	9.2734e-01
ENSG00000125885	All	0	0	0	0	0	0	1	1	0	1	7	3	8.5952e-01
ENSG00000125888	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1766e-01
ENSG00000125895	All	0	0	0	0	0	0	0	0	0	0	1	0	9.1054e-01
ENSG00000125898	All	0	0	0	0	0	0	0	0	0	0	1	0	9.2224e-01
ENSG00000125900	All	0	0	0	0	0	0	0	0	0	0	0	0	9.1329e-01
ENSG00000125901	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2619e-01
ENSG00000125903	All	0	0	0	0	0	0	0	1	0	0	0	0	9.2115e-01
ENSG00000125910	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2912e-01
ENSG00000125912	All	0	0	0	0	0	0	0	1	0	0	0	0	9.2648e-01
ENSG00000125944	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2407e-01
ENSG00000125945	All	0	0	0	0	0	0	0	0	0	0	1	0	9.3130e-01
ENSG00000125952	All	0	0	0	0	0	0	1	0	0	0	0	0	7.3698e-01
ENSG00000125965	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2309e-01
ENSG00000125966	All	0	0	0	0	0	0	0	1	0	0	1	0	9.2608e-01
ENSG00000125967	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2656e-01
ENSG00000125968	All	0	0	0	0	0	0	0	0	0	1	1	0	9.2429e-01
ENSG00000125970	All	0	0	0	0	0	0	0	1	0	2	0	0	9.2848e-01
ENSG00000125971	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2163e-01
ENSG00000125977	All	0	0	0	0	0	0	0	0	0	1	1	1	9.2181e-01
ENSG00000125991	All	0	0	0	0	0	1	1	0	0	1	1	1	9.2206e-01
ENSG00000125995	All	0	0	0	0	0	0	0	0	0	0	0	0	9.2884e-01
ENSG00000125998	All	0	0	0	0	0	0	0	1	1	0	2	0	8.9646e-01
