gene	set
SMYD2	background
SUSD4	background
DUSP10	background
TP53BP2	background
ADAM15	background
JTB	background
RAB13	background
TPM3	background
SNAPIN	background
SLC27A3	background
UBAP2L	background
SLC39A1	background
HAX1	background
CREB3L4	background
EFNA3	background
KCNN3	background
C1orf43	background
GATAD2B	background
ILF2	background
RIT1	background
INTS3	background
HCN3	background
C1orf131	background
GALNT2	background
TTC13	background
SCCPDH	background
LYST	background
CEP170	background
ACP1	background
SNAP47	background
SRP9	background
NVL	background
SDE2	background
DEGS1	background
FBXO28	background
ARF1	background
CNIH4	background
GUK1	background
CDC42BPA	background
CNIH3	background
C1orf35	background
MBOAT2	background
PARP1	background
PSEN2	background
PYCR2	background
LBR	background
EPHX1	background
ETNK2	background
ARL8A	background
PDIA6	background
HNRNPLL	background
EML4	background
CALM2	background
RPS27A	background
WDPCP	background
VPS54	background
ETAA1	background
SNRPG	background
CIAO1	background
ZNF514	background
SNRNP200	background
MRPS5	background
ANKRD53	background
TPRKB	background
EXOC6B	background
SFXN5	background
TEX261	background
DUSP11	background
ST6GAL2	background
RALB	background
TMEM177	background
RABL2A	background
SLC20A1	background
ZC3H8	background
LIPT1	background
CNGA3	background
FAHD2B	background
AFF3	background
UBXN4	background
NXPH2	background
SPOPL	background
GPR17	background
POLR2D	background
AMMECR1L	background
GALNT13	background
PKP4	background
SLC4A10	background
SCRN3	background
LNPK	background
TMEFF2	background
CDCA7	background
DLX1	background
UBR3	background
PHOSPHO2	background
GULP1	background
FAM171B	background
HSPD1	background
METTL21A	background
UNC80	background
NBEAL1	background
SPAG16	background
SUMF1	background
NYAP2	background
RHBDD1	background
HES6	background
ANKMY1	background
COPS7B	background
DIS3L2	background
FANCD2	background
TAMM41	background
VGLL4	background
RAB5A	background
RETREG2	background
CTDSP1	background
CNOT9	background
MARCHF4	background
STK11IP	background
GMPPA	background
GRIP2	background
EAF1	background
CNTN4	background
DYNC1LI1	background
RBMS3	background
OSBPL10	background
POMGNT2	background
SLC25A38	background
GOLGA4	background
IQSEC1	background
CAND2	background
RPL32	background
PTPRG	background
IL17RD	background
SHQ1	background
SLC25A26	background
UBA3	background
ARL6IP5	background
TMF1	background
LRIG1	background
ZNF660	background
NXPE3	background
ABHD10	background
TAGLN3	background
RABL3	background
ADPRH	background
IGSF11	background
ATG3	background
BOC	background
TMEM108	background
EIF2A	background
OSBPL11	background
TRPC1	background
TMEM44	background
RUBCN	background
AMT	background
TCTA	background
DCAF1	background
MANF	background
STXBP5L	background
EIF2B5	background
FIP1L1	background
LYAR	background
CENPC	background
EPHA5	background
OCIAD2	background
SCD5	background
ENOPH1	background
KLHL8	background
SNCA	background
TBCK	background
CAMK2D	background
CISD2	background
ANK2	background
CCNA2	background
METTL14	background
SETD7	background
NAF1	background
MARCHF1	background
RPS3A	background
RNF175	background
PDGFC	background
CBR4	background
NDUFS6	background
MARCHF6	background
NKD2	background
SRD5A1	background
MYO10	background
OTULINL	background
RPL37	background
SKP2	background
PLK2	background
PIK3R1	background
LHFPL2	background
SSBP2	background
RASA1	background
GIN1	background
PPIP5K2	background
PAM	background
BDP1	background
GTF2H2	background
SLC30A5	background
BTF3	background
FEM1C	background
COMMD10	background
ATG12	background
YIPF5	background
DDX46	background
RNF145	background
GABRB2	background
FBXO38	background
PCYOX1L	background
TNIP1	background
G3BP1	background
ZNF300	background
NHP2	background
RMND5B	background
BOD1	background
CPLX2	background
TENM2	background
FAM50B	background
TBC1D7	background
FARS2	background
GFOD1	background
CDKAL1	background
PCDHB18P	background
PSD2	background
LRRTM2	background
ZMAT2	background
TRIM41	background
FAM193B	background
TNFRSF21	background
RNF44	background
MMUT	background
ABT1	background
PPP1R18	background
PRIM2	background
HMGCLL1	background
RPL7L1	background
NFKBIE	background
TPBG	background
PHIP	background
FAXC	background
PNRC1	background
RARS2	background
CLVS2	background
RSPO3	background
ARHGAP18	background
ABRACL	background
SLC18B1	background
SHPRH	background
AIG1	background
DYNLT1	background
TIAM2	background
TMEM181	background
WTAP	background
ZMYM4	background
ARMT1	background
GNA12	background
C7orf50	background
WASH2P	background
CCZ1B	background
C7orf26	background
CREB5	background
CDCA5	background
MDH2	background
POMZP3	background
NIPSNAP2	background
CCT6A	background
PSPH	background
ZNF92	background
ATXN7L1	background
TMEM168	background
SLC12A9	background
GIGYF1	background
TRIM4	background
MEPCE	background
TMEM209	background
AGBL3	background
TLK2	background
NOM1	background
NCAPG2	background
NLGN4X	background
SHROOM2	background
LUC7L2	background
DENND2A	background
SH3KBP1	background
TMEM47	background
CASK	background
KDM6A	background
MSN	background
HDAC8	background
SLC16A2	background
DIPK2B	background
ZNF182	background
KRBOX4	background
NDUFB11	background
ZNF41	background
ZMYM3	background
TAF1	background
NONO	background
CCDC120	background
EBP	background
OGT	background
SNX12	background
ZNF711	background
DIAPH2	background
PRPS1	background
RADX	background
RBMX	background
MCPH1	background
MFHAS1	background
FBXO25	background
NSDHL	background
ZNF185	background
CETN2	background
RPL10	background
CSGALNACT1	background
CCDC25	background
HMBOX1	background
BIN3	background
CHMP7	background
PLPBP	background
ERLIN2	background
ST18	background
TACC1	background
GOLGA7	background
PLPP5	background
NSD3	background
MRPS28	background
PMP2	background
TERF1	background
RPL7	background
SYBU	background
MTDH	background
LRP12	background
EBAG9	background
POLR2K	background
MAL2	background
EIF3H	background
UTP23	background
NDUFB9	background
TATDN1	background
ZNF7	background
ARHGAP39	background
SLC39A4	background
NAPRT	background
VLDLR	background
AK3	background
UHRF2	background
NFIB	background
PLIN2	background
HAUS6	background
C9orf72	background
ZCCHC7	background
FBXO10	background
SIGMAR1	background
CBWD5	background
CEP78	background
NTRK2	background
AUH	background
MFSD14B	background
AOPEP	background
PLPPR1	background
ZNF462	background
INIP	background
UGCG	background
STOM	background
GSN	background
MRRF	background
ALAD	background
ASTN2	background
POLE3	background
SURF1	background
SURF2	background
SURF6	background
MED22	background
REXO4	background
RPL7A	background
GTF3C5	background
ASB6	background
PTGES2	background
NTMT1	background
CIZ1	background
SLC25A25	background
SH3GLB2	background
MIGA2	background
LRSAM1	background
GPR107	background
PAXX	background
INPP5E	background
SEC16A	background
DPH7	background
NOTCH1	background
CACNA1B	background
USP6NL	background
COMMD3	background
PDSS1	background
FAM171A1	background
MINDY3	background
RSU1	background
ZEB1	background
FAM13C	background
NRBF2	background
CDHR1	background
POLR3A	background
HERC4	background
CAMK2G	background
GLUD1	background
RPP30	background
FRA10AC1	background
ADD3	background
DNAJB12	background
EIF4EBP2	background
MKI67	background
INA	background
FUOM	background
LRRC27	background
MTG1	background
PAOX	background
GSTO1	background
TAF5	background
PPRC1	background
ITPRIP	background
PDCD11	background
BTBD10	background
LIN7C	background
LRRC4C	background
IMMP1L	background
PGAP2	background
TUT1	background
ZNF214	background
ZNF215	background
HSD17B12	background
APIP	background
DGKZ	background
EIF3M	background
TNKS1BP1	background
SERPING1	background
SSRP1	background
C11orf49	background
ARFGAP2	background
CELF1	background
HIKESHI	background
SESN3	background
CCDC82	background
KLHL35	background
TENM4	background
SERPINH1	background
CAPN5	background
INTS4	background
PAK1	background
RPS3	background
NCAM1	background
NPAT	background
AASDHPPT	background
GLB1L2	background
LAMTOR1	background
HYOU1	background
KAT14	background
TKFC	background
MTA2	background
TMEM138	background
FADS1	background
INCENP	background
FRG1BP	background
CPSF7	background
B3GAT3	background
EI24	background
CHEK1	background
FEZ1	background
ESAM	background
KIRREL3	background
SIDT2	background
TMEM25	background
COMMD7	background
DSN1	background
SOGA1	background
CNBD2	background
LSM14B	background
YTHDF1	background
CABLES2	background
LTO1	background
TRPT1	background
NUDT22	background
MRPL49	background
FAU	background
TM7SF2	background
VPS51	background
PPP4C	background
ALDOA	background
TLCD3B	background
DOC2A	background
HIRIP3	background
TAOK2	background
TMEM219	background
CNKSR2	background
ITGB1	background
CWC15	background
ARID5B	background
KLHL1	background
CDH8	background
DCUN1D2	background
TMCO3	background
TMEM218	background
TIRAP	background
EEF1AKMT1	background
SAP18	background
ADGRL3	background
KIAA1328	background
FAM124A	background
MIA2	background
HNMT	background
LYPD1	background
PDCD4	background
ADRA2A	background
GPM6A	background
FSIP1	background
DLG2	background
PRSS23	background
MTMR12	background
CCT5	background
ATPSCKMT	background
DOCK1	background
DIXDC1	background
DLAT	background
NKAPD1	background
TIMM8B	background
PTS	background
SEC24D	background
ABCB9	background
DHX37	background
UBC	background
ITPR1	background
ENKUR	background
DCP1B	background
NGLY1	background
OXSM	background
UEVLD	background
C12orf45	background
TMEM263	background
UBE3B	background
ANK3	background
IPMK	background
PLBD2	background
DLG5	background
SLC2A13	background
GXYLT1	background
TWF1	background
DIP2C	background
EIF4E	background
TEX30	background
CSNK1G3	background
SRFBP1	background
AKAP6	background
FAM177A1	background
MBIP	background
EXT2	background
TMEM18	background
NDUFC2	background
ME3	background
NUBPL	background
NEK7	background
FER	background
VIPAS39	background
ANKRD50	background
UPF2	background
CDC123	background
SCLT1	background
CCDC3	background
C4orf33	background
FRMD4A	background
PTPRO	background
EPS8	background
ACAD8	background
THYN1	background
VPS26B	background
NCAPD3	background
VTI1A	background
QDPR	background
FAM160B1	background
ANO4	background
QTRT2	background
MMAA	background
ZNF827	background
EDNRA	background
AKR1C2	background
DPYSL4	background
KIN	background
PIGF	background
INPP1	background
MFSD6	background
RNF144A	background
ASAP2	background
ADAM17	background
FLI1	background
WWC2	background
CENPU	background
ACSL1	background
SLC25A4	background
AMN1	background
BICD1	background
SAV1	background
CCDC122	background
SERP2	background
NBAS	background
ZNF385D	background
GUF1	background
GABRA2	background
SACS	background
CENPJ	background
FBXO4	background
TMEM267	background
PARP8	background
CACUL1	background
DST	background
BEND6	background
TIAL1	background
GLT1D1	background
SCHIP1	background
RABGAP1L	background
CCDC74B	background
MZT2B	background
ASTN1	background
FAM168B	background
AC073869.1	background
TMEM163	background
GPATCH11	background
TMEM178A	background
OBI1	background
RIT2	background
SETBP1	background
ARL14EP	background
EPG5	background
ATP5F1A	background
HAUS1	background
C18orf25	background
SPC25	background
PDK1	background
PDE3B	background
TGOLN2	background
UHMK1	background
ATG10	background
POC5	background
SPOCK1	background
TADA1	background
CWF19L2	background
JMY	background
HOMER1	background
XRCC4	background
ZNF547	background
ZNF773	background
ZNF776	background
AC010326.1	background
SUV39H2	background
DCLRE1C	background
RPP38	background
NMT2	background
ZSCAN1	background
USP12	background
CCDC50	background
CAMK4	background
TRIM36	background
ZFP36L2	background
PFKM	background
TMEM123	background
GRIA4	background
SPEF2	background
SPARCL1	background
MBNL1	background
NADK2	background
GPD1L	background
GJA1	background
SLC30A6	background
PELO	background
RASGRP3	background
SAR1B	background
GPR180	background
FARP1	background
PANK1	background
BMP3	background
HNRNPDL	background
HHEX	background
UTRN	background
PTPRK	background
GGPS1	background
CNTNAP4	background
ZNF117	background
RAD17	background
MED21	background
PLOD2	background
STK32B	background
NRSN1	background
JAKMIP1	background
ADGRA3	background
SREK1IP1	background
CWC27	background
SRP19	background
CENPH	background
CARHSP1	background
TXNDC11	background
DAB2	background
ANAPC1	background
CAST	background
SCOC	background
CLGN	background
CETN3	background
SMARCA5	background
HNRNPU	background
RANBP2	background
AHCTF1	background
PTPRR	background
NR4A2	background
CCDC148	background
SCN3A	background
SLC25A27	background
FAM49B	background
ASAP1	background
TRAPPC8	background
INO80C	background
LPCAT1	background
PLEKHG4B	background
NMRAL1	background
UBALD1	background
TMEM251	background
ING1	background
FBXL2	background
UBP1	background
RPIA	background
PTPRD	background
LURAP1L	background
CNKSR3	background
GTF2E1	background
CFDP1	background
ZDHHC7	background
C7orf31	background
JAZF1	background
CMIP	background
SPHKAP	background
PID1	background
TRIP12	background
FBXO36	background
KCTD15	background
ZNF599	background
DDAH1	background
SREK1	background
CHD1	background
HS2ST1	background
MSI2	background
CACNA2D1	background
ZUP1	background
GDPD1	background
NUS1	background
PPP2R5E	background
GRAP	background
AK5	background
CABYR	background
IMPACT	background
THY1	background
JPH3	background
ANKH	background
UBASH3B	background
ROBO4	background
ROBO3	background
TBRG1	background
RETREG1	background
CDH12	background
TOMM70	background
PITPNC1	background
CC2D1B	background
UCHL1	background
MIA3	background
DISP1	background
TNIK	background
FAM167A	background
NEIL2	background
OBSCN	background
LONRF1	background
TRIM11	background
ENAH	background
CCSAP	background
SH3RF1	background
BUB3	background
CCDC173	background
DIPK1A	background
ATP5MC3	background
MAGED4	background
SRSF12	background
PDLIM3	background
SORBS2	background
ELOC	background
CXADR	background
BTG3	background
C21orf91	background
NCAM2	background
L3MBTL4	background
PDE1C	background
RABGEF1	background
MRPL39	background
JAM2	background
ATP5PF	background
GABPA	background
TSEN2	background
XPC	background
CCDC174	background
FLCN	background
DPH3	background
OXNAD1	background
PLCL2	background
CXXC1	background
PPP4R1	background
APCDD1	background
CCDC144B	background
MPPE1	background
RAB6B	background
EPHB1	background
ACSS1	background
ANKRD40	background
ZNF18	background
CA10	background
VOPP1	background
CYP2U1	background
FBXL18	background
CNTNAP5	background
AK9	background
KLF10	background
PTPRN2	background
AZIN1	background
ATP6V1C1	background
PIP4P2	background
OTUD6B	background
CDK19	background
GTF3C6	background
AGPAT5	background
MMS19	background
PI4K2A	background
MARVELD1	background
ZFYVE27	background
TRMT44	background
SLC25A28	background
HSPA13	background
USP25	background
ZCCHC10	background
C16orf87	background
MOV10	background
RHOC	background
DBI	background
SLC16A1	background
HEATR3	background
NIFK	background
OXA1L	background
LARP1	background
CNOT8	background
GRIA1	background
SETD9	background
MIER3	background
NUP205	background
ZKSCAN2	background
C9orf85	background
RBM45	background
VSIG4	background
PDIA4	background
KDM8	background
KCTD18	background
FAM126B	background
TMEM237	background
DEPTOR	background
FMN2	background
RNF20	background
ELMO1	background
SLC26A2	background
MED7	background
SLC24A2	background
PXYLP1	background
RASA2	background
RMND1	background
SLA	background
TMBIM4	background
VBP1	background
CLIC2	background
AFF2	background
MICU3	background
GRIP1	background
VPS37A	background
KIF5A	background
PSD3	background
CARNMT1	background
MCU	background
ELMSAN1	background
FAM161B	background
GNAQ	background
MMP16	background
ADK	background
DCK	background
DPY19L4	background
NDUFAF6	background
DRAM2	background
WHAMM	background
N6AMT1	background
RWDD2B	background
USP16	background
CCT8	background
BACH1	background
TSPAN7	background
TIAM1	background
SCAF4	background
RPGR	background
CDK20	background
PCGF6	background
SFR1	background
ATP5MPL	background
UQCRB	background
MTERF3	background
PTDSS1	background
PPP2R2B	background
RPL30	background
SUPV3L1	background
FAM122B	background
EEF1A1	background
HK1	background
TYSND1	background
PHF6	background
LRFN2	background
UBE2L6	background
ZDHHC5	background
MED19	background
ZFAND3	background
NPTN	background
KAT6B	background
SAMD8	background
UNC5D	background
GLYATL2	background
UTP14A	background
AIFM1	background
BAG4	background
TBC1D31	background
WDYHV1	background
ATAD2	background
FBXO32	background
NSMCE2	background
ZNF689	background
PRR14	background
FBRS	background
PHKG2	background
SASS6	background
ZIC3	background
MALSU1	background
VPS8	background
GALK2	background
LHFPL4	background
BUB1B	background
PDE6D	background
EIF4A2	background
BRPF1	background
RPUSD3	background
TATDN2	background
SEC13	background
EXOG	background
NTAN1	background
NMNAT2	background
ZFYVE9	background
SLC6A1	background
SMG1	background
FCHO2	background
NRG1	background
ODR4	background
CPT2	background
NECAP2	background
LRP8	background
PAXIP1	background
SSBP3	background
CLDN12	background
GATAD1	background
DHRS4	background
DDX19B	background
ST3GAL2	background
DHRS1	background
KIT	background
AASDH	background
ZNF19	background
RNF111	background
CCNB2	background
FAM81A	background
MYO1E	background
APPL1	background
AFAP1L1	background
TSC22D3	background
VPS26C	background
DYRK1A	background
ETS2	background
TSPAN18	background
SLC35B2	background
TMEM164	background
MX1	background
SLC38A10	background
PALM2AKAP2	background
ZNF618	background
DGKI	background
TMEM268	background
BRAF	background
PSMG3	background
WDR19	background
SLC37A3	background
AP3S2	background
FMNL2	background
GAREM2	background
SPPL3	background
DPYSL5	background
RAB28	background
PRXL2B	background
PANK4	background
C12orf43	background
PEX10	background
RER1	background
RADIL	background
SKI	background
WIPI2	background
AGAP1	background
BABAM2	background
MRPL17	background
UBXN11	background
PTPDC1	background
GALNT14	background
NCK1	background
XKR8	background
CNNM4	background
EYA3	background
TMSB15A	background
FANCC	background
MRAS	background
WASF2	background
ABHD3	background
FAIM	background
CLSTN2	background
CUL4B	background
GPRASP2	background
AUTS2	background
MITD1	background
EIF5B	background
TMSB15B	background
CNOT11	background
B4GALT5	background
SPATA2	background
FAM86C1	background
TSR2	background
PPP1R9A	background
ZC3H18	background
ZFAND2B	background
GDPD5	background
DYNC1I1	background
TMED4	background
PPP1R15B	background
COPG2	background
EMSY	background
GPAT4	background
ZSCAN12	background
TAGLN2	background
SLC45A3	background
DUSP23	background
RNF166	background
NBL1	background
F11R	background
USF1	background
SPATA2L	background
NIT1	background
DEDD	background
ZNF276	background
PINK1	background
B4GALT3	background
DMTN	background
FAM160B2	background
NDUFS2	background
TOMM40L	background
CCAR2	background
CACHD1	background
CDC42SE2	background
RAPGEF6	background
EPB41	background
ALG8	background
FBXW5	background
CFAP298	background
SYNJ1	background
PAXBP1	background
IFNAR2	background
MRPL10	background
IFNGR2	background
GART	background
SON	background
DONSON	background
SV2A	background
STC1	background
CSRP1	background
C1QC	background
ATP5MC1	background
RCAN1	background
UBE2Z	background
CIART	background
SNF8	background
CBR1	background
MORC3	background
CHAF1B	background
HLCS	background
ADPGK	background
PTMS	background
ADIPOR1	background
CYB5R1	background
PSMD4	background
ATP13A2	background
PSMB4	background
HK2	background
CELF3	background
ALDH4A1	background
STARD9	background
THEM4	background
UBR1	background
AMFR	background
MED8	background
RSPRY1	background
GPBP1L1	background
NAE1	background
TMEM69	background
ACE	background
EFCAB14	background
SPON2	background
CHCHD6	background
CTBP1	background
ANKRD18CP	background
ATP6V0D1	background
FAM131B	background
RGS12	background
PSKH1	background
ZYX	background
ABR	background
LYPD5	background
CCDC117	background
ZNF230	background
CCDC107	background
ZNF222	background
NPR2	background
ZNF221	background
ZNF233	background
ZNF235	background
GNE	background
ARHGAP35	background
DFFA	background
CCDC28B	background
IQCC	background
TMEM234	background
BSDC1	background
ZBTB8A	background
ATAD3B	background
SSU72	background
UBE2J2	background
ZNF362	background
NR2F6	background
CCDC58	background
VMA21	background
KALRN	background
FAM86C2P	background
ABCG1	background
SLC37A1	background
PDE9A	background
WDR4	background
NDUFV3	background
PKNOX1	background
CBS	background
U2AF1	background
RRP1B	background
PDXK	background
G6PD	background
CSTB	background
RRP1	background
AGPAT3	background
TRAPPC10	background
GATD3A	background
CFAP410	background
ZNF66	background
LRRC3	background
ITGB2	background
FAM207A	background
RALGDS	background
SPATC1L	background
LSS	background
VAV2	background
MCM3AP	background
PCNT	background
DIP2A	background
S100B	background
PRMT2	background
ADAMTS13	background
CACFD1	background
SLC2A6	background
C9orf116	background
ZNF714	background
GPSM1	background
C19orf47	background
TOR2A	background
ST6GALNAC6	background
SHKBP1	background
RDH13	background
AC020929.1	background
TAOK1	background
MED27	background
DEDD2	background
PCSK7	background
SAFB	background
CHTOP	background
FLAD1	background
SHC1	background
VPS11	background
ADAR	background
UBE2Q1	background
CHRNB2	background
CRTC2	background
ANO10	background
FDPS	background
RUSC1	background
GBAP1	background
FAM189B	background
PMF1	background
SLC25A44	background
LMNA	background
CCDC12	background
UBQLN4	background
GPATCH4	background
STAG3L2	background
NACC1	background
ZNF394	background
CPSF4	background
LY6E	background
VPS28	background
PWWP3A	background
RECQL4	background
LRRC14	background
ZNF333	background
COL26A1	background
PPP1R16A	background
ORAI2	background
ALKBH4	background
SH2B2	background
MRNIP	background
SQSTM1	background
MGAT4B	background
RPL8	background
MAML1	background
LRWD1	background
NAPEPLD	background
PSMC2	background
CELF5	background
TUBA3FP	background
YDJC	background
DVL3	background
AP2M1	background
ABCF3	background
PCYT1A	background
FBXO27	background
U2AF1L4	background
BDH1	background
THAP8	background
ZNF382	background
PLXDC1	background
PGAP3	background
FDXR	background
SAP30BP	background
ACOX1	background
PRPSAP1	background
SRSF2	background
ZNF577	background
TMEM143	background
ALDH16A1	background
ITGA5	background
ZNF385A	background
MPP3	background
LSM12	background
EMC10	background
JOSD2	background
DBF4B	background
RACGAP1	background
LARP4	background
RAVER1	background
LEMD2	background
MED11	background
BCL6B	background
FGF11	background
EIF4A1	background
RPL26	background
POLR3K	background
SNRNP25	background
JMJD8	background
SPSB3	background
TEDC2	background
CCNF	background
TBC1D24	background
AMDHD2	background
PAQR4	background
FLYWCH2	background
ZNF75A	background
SHANK2	background
CLPB	background
NEU3	background
CYB561A3	background
ASRGL1	background
UBXN1	background
TTC9C	background
TAF6L	background
NXF1	background
STX5	background
RPL29	background
SYVN1	background
ZFPL1	background
RPS6KA4	background
LRP5	background
TPCN2	background
CMPK1	background
BEND5	background
ELAVL4	background
COA7	background
ZYG11B	background
CZIB	background
MAGOH	background
USP24	background
PLPP3	background
NOL9	background
PRKAA2	background
KLHL21	background
ZSWIM5	background
GMEB1	background
SLC45A1	background
SELENON	background
AK4	background
JAK1	background
LZIC	background
FBLIM1	background
DRAXIN	background
PDPN	background
SDC3	background
PEF1	background
RBBP4	background
KIAA1522	background
CAMK2N1	background
ALPL	background
MXRA8	background
FAAP20	background
NFIA	background
MYSM1	background
TM2D1	background
USP1	background
FUBP1	background
DNAJB4	background
TYW3	background
SNX7	background
HENMT1	background
C1orf52	background
ATXN7L2	background
ZNF326	background
BRINP3	background
AGL	background
VCAM1	background
EXTL2	background
ZNF281	background
ARPC5	background
CADM3	background
ZNF496	background
TRIM58	background
IGSF8	background
PEA15	background
PEX19	background
NCSTN	background
VANGL2	background
KLHDC9	background
FLVCR1	background
RBM15	background
BPNT1	background
BROX	background
NBPF8	background
ACP6	background
CNST	background
PPP1R21	background
KLHDC8A	background
B3GALNT2	background
MAPKAPK2	background
CAPN2	background
MRPL55	background
OBSCN-AS1	background
WDR26	background
REL	background
PEX13	background
KIAA1841	background
RFTN2	background
LRRTM1	background
MEMO1	background
DPY30	background
TYW5	background
MAIP1	background
SLC66A3	background
ARL5A	background
LRATD1	background
NEUROD1	background
CLHC1	background
DUSP19	background
CFAP36	background
NUP35	background
CCDC138	background
WDCP	background
SMC6	background
VSNL1	background
CCDC74A	background
H3-3A	background
COQ8A	background
SLC16A14	background
SGCB	background
BBS5	background
SMARCAD1	background
PDLIM5	background
RPRD2	background
ANKRD23	background
PACRGL	background
LYSMD1	background
SCNM1	background
VPS72	background
ERCC3	background
RNF149	background
IWS1	background
BOLA3	background
CDC42EP3	background
DHX57	background
DCAF16	background
GNPDA2	background
GABRB1	background
PAQR3	background
ANTXR2	background
HELQ	background
MRPS18C	background
CGGBP1	background
GPR155	background
PMVK	background
PBXIP1	background
PYGO2	background
HIPK1	background
YY1AP1	background
KBTBD8	background
NAXE	background
POGLUT1	background
ATP1A1	background
EIF4E3	background
LRRC58	background
FSTL1	background
TMEM183A	background
TMEM169	background
IGFBP7	background
TRIM46	background
KRTCAP2	background
ARPC2	background
CCT3	background
TMEM79	background
SSR2	background
RNF25	background
STK36	background
ADORA1	background
SRGAP2	background
CIP2A	background
EOMES	background
CWC22	background
AZI2	background
ANKZF1	background
HDAC11	background
FBLN2	background
STT3B	background
CHCHD4	background
NFASC	background
SGO2	background
SERPINI1	background
CLASP2	background
SUCLG1	background
PRKCI	background
IFI16	background
EIF5A2	background
ICA1L	background
SNHG16	background
PPP4R2	background
GTPBP8	background
NEPRO	background
SPICE1	background
CCDC191	background
CADPS	background
WDFY3	background
PTPN13	background
SYNPR	background
THOC7	background
ATXN7	background
PSMD6	background
PPM1K	background
GMPS	background
TIPARP	background
CCNL1	background
PTX3	background
DCLK3	background
SLMAP	background
RPL9	background
SMIM14	background
RPP14	background
ABHD6	background
APBB2	background
IL17RC	background
CRELD1	background
PRRT3	background
U2SURP	background
MTMR14	background
TTC14	background
MTHFD2L	background
RCHY1	background
GYG1	background
HPS3	background
TOPBP1	background
RYK	background
SNRK	background
ZNF513	background
SLC4A1AP	background
KIAA1143	background
KIF15	background
WDR43	background
ZDHHC3	background
LZTFL1	background
ELP6	background
ZNF148	background
NMNAT3	background
SMIM12	background
ZMYM6	background
TPRA1	background
YEATS2	background
MEAF6	background
SNIP1	background
DNALI1	background
POLR2H	background
TMEM41A	background
RPN1	background
SENP2	background
HEYL	background
IFT122	background
RFC4	background
RPL39L	background
BAP1	background
TKT	background
RFT1	background
SFMBT1	background
GNL3	background
PBRM1	background
TASOR	background
ARHGEF3	background
SLBP	background
LRPAP1	background
UBXN7	background
RNF168	background
PIGX	background
ABLIM2	background
EXO5	background
C1orf50	background
ZNF691	background
AIMP1	background
METAP1	background
DNAJB14	background
H2AZ1	background
SLC9B2	background
BDH2	background
PGRMC2	background
CDC25A	background
ZNF589	background
PLXNB1	background
CCDC51	background
ATRIP	background
SHISA5	background
SPRY1	background
BSN	background
APEH	background
INTU	background
RNF123	background
HSPA4L	background
MFSD8	background
CAMKV	background
MON1A	background
RAD54L2	background
TEX264	background
GRM2	background
POC1A	background
WDR82	background
PRSS12	background
NDST3	background
HMGB2	background
MAD2L1	background
ANXA5	background
MAP9	background
GUCY1A1	background
FBXO8	background
CEP44	background
HPGD	background
NPY1R	background
NPY5R	background
NAA15	background
ARFIP1	background
ICE1	background
ANAPC10	background
ABCE1	background
LSM6	background
TMEM184C	background
PRMT9	background
MOCS2	background
EDIL3	background
NDUFAF2	background
LMBRD2	background
NIPBL	background
RNF180	background
ADGRV1	background
SLC25A46	background
STARD4	background
PGGT1B	background
CCDC112	background
C5orf63	background
PRRC1	background
AGGF1	background
WDR41	background
NDUFS4	background
GRPEL2	background
ARSK	background
RHOBTB3	background
TIGD6	background
SERINC5	background
CASP3	background
PRIMPOL	background
CFAP97	background
RICTOR	background
TENT2	background
ANKRA2	background
UTP15	background
NSA2	background
GFM2	background
CCDC127	background
SEPTIN8	background
GDF9	background
UQCRQ	background
LEAP2	background
SLC35A1	background
GRIK2	background
FABP7	background
DCBLD1	background
SFXN1	background
TMEM200A	background
PDSS2	background
STXBP5	background
DAGLB	background
KIAA0895	background
STK17A	background
TRA2A	background
RPS14	background
MYOZ3	background
COG5	background
BMT2	background
GPR85	background
SLU7	background
RP9	background
PTTG1	background
CAMLG	background
BMPER	background
RELL2	background
SLC29A4	background
CDCA7L	background
SP8	background
MIOS	background
KIAA1324L	background
USP49	background
HEY1	background
ZNF704	background
FABP5	background
COL1A2	background
LMTK2	background
CTSB	background
DLC1	background
PEX2	background
RAD21	background
MED30	background
KCNV1	background
CSMD3	background
SPIDR	background
ORC5	background
DNAAF5	background
OSGIN2	background
SUN1	background
OXR1	background
TMEM74	background
GPR146	background
GPER1	background
NOS3	background
MICALL2	background
INTS1	background
CDK5	background
SLC4A2	background
FASTK	background
TMUB1	background
FMC1	background
PHAX	background
ALDH7A1	background
COX6C	background
YWHAZ	background
BAALC	background
FZD6	background
CTHRC1	background
SLC25A32	background
DCAF13	background
TP53INP1	background
INTS8	background
VIRMA	background
PDP1	background
TMEM67	background
WASHC5	background
FAM219A	background
C9orf24	background
SNAPC3	background
MYORG	background
NUDT2	background
PSIP1	background
CCDC171	background
UBAP1	background
DIRAS2	background
NIPSNAP3B	background
NFIL3	background
LETM2	background
METTL2B	background
C8orf34	background
KDM1B	background
HGSNAT	background
KIF27	background
HNRNPK	background
ZHX1	background
DYNLT3	background
MID1IP1	background
KIAA1958	background
PTCHD1	background
PIGA	background
STRBP	background
GAPVD1	background
CARD19	background
WNK2	background
ATP7A	background
NLGN4Y	background
HDX	background
NDUFB6	background
NOL6	background
TRMT10B	background
VCP	background
PIGO	background
STOML2	background
BRWD3	background
MELK	background
ARHGAP12	background
FAT3	background
HECTD2	background
FBXO33	background
INTS6L	background
LRFN5	background
WRN	background
MARCHF8	background
CFL2	background
SUGT1	background
GTF2A1	background
