transcript_id	module	module.color	module.number	kME	kMEtoMod	gene_id	transcript_name	gene_name	ensg	novelty
ENST00000355354.13_4	M2.blue	blue	2	0.9265926804515305	2	ENSG00000196776.16_5	CD47-201	CD47	ENSG00000196776	Known
ENST00000361309.5_3	M1.turquoise	turquoise	1	0.9468629689535357	1	ENSG00000196776.16_5	CD47-202	CD47	ENSG00000196776	Known
ENST00000479138.5_1	M1.turquoise	turquoise	1	0.8036572894496299	1	ENSG00000198919.13_5	DZIP3-203	DZIP3	ENSG00000198919	Known
ENST00000485303.6_3	M1.turquoise	turquoise	1	0.9023449203640894	1	ENSG00000177707.11_6	NECTIN3-206	NECTIN3	ENSG00000177707	Known
ENST00000497293.1_1	M28.skyblue	skyblue	28	0.8845722941550505	28	ENSG00000144827.9_3	ABHD10-205	ABHD10	ENSG00000144827	Known
ENST00000478951.6_2	M3.brown	brown	3	0.9267549588944849	3	ENSG00000144834.14_6	TAGLN3-205	TAGLN3	ENSG00000144834	Known
ENST00000455401.6_1	M3.brown	brown	3	0.9228122786756464	3	ENSG00000144834.14_6	TAGLN3-203	TAGLN3	ENSG00000144834	Known
ENST00000315711.12_3	M1.turquoise	turquoise	1	0.9281584460577356	1	ENSG00000091972.18_7	CD200-201	CD200	ENSG00000091972	Known
ENST00000383681.7_2	M2.blue	blue	2	0.8691845906720658	2	ENSG00000091972.18_7	CD200-202	CD200	ENSG00000091972	Known
ENST00000283290.10_3	M3.brown	brown	3	0.9425414812664088	3	ENSG00000144848.11_4	ATG3-201	ATG3	ENSG00000144848	Known
ENST00000492406.6_2	M32.violet	violet	32	0.864659813948256	32	ENSG00000138459.9_6	SLC35A5-206	SLC35A5	ENSG00000138459	Known
ENST00000383678.8_4	M3.brown	brown	3	0.7536641359368257	3	ENSG00000163607.17_6	GTPBP8-203	GTPBP8	ENSG00000163607	Known
ENST00000495514.5_2	M2.blue	blue	2	0.8988838505951273	2	ENSG00000144857.14_7	BOC-215	BOC	ENSG00000144857	Known
ENST00000295872.8_2	M15.midnightblue	midnightblue	15	0.8176870881134143	15	ENSG00000163611.11_3	SPICE1-201	SPICE1	ENSG00000163611	Known
ENST00000273398.8_2	M38.plum1	plum1	38	0.8558642833373042	38	ENSG00000114573.10_4	ATP6V1A-201	ATP6V1A	ENSG00000114573	Known
ENST00000358160.9_3	M2.blue	blue	2	0.9059750380812449	2	ENSG00000178075.20_4	GRAMD1C-201	GRAMD1C	ENSG00000178075	Known
ENST00000493014.1_1	M25.orange	orange	25	0.6463069502550826	25	ENSG00000151576.10_4	QTRT2-215	QTRT2	ENSG00000151576	Known
ENST00000357258.8_4	M2.blue	blue	2	0.8107387797962103	2	ENSG00000181722.16_6	ZBTB20-201	ZBTB20	ENSG00000181722	Known
ENST00000385036.1	M2.blue	blue	2	0.945535770723301	2	ENSG00000207770.1	MIR568-201	MIR568	ENSG00000207770	Known
ENST00000305124.10_2	M46.brown4	brown4	46	0.9730891214287692	46	ENSG00000172020.12_4	GAP43-201	GAP43	ENSG00000172020	Known
ENST00000539563.5_2	M1.turquoise	turquoise	1	0.9367021736186636	1	ENSG00000185565.12_5	LSAMP-207	LSAMP	ENSG00000185565	Known
ENST00000393765.7_3	M4.yellow	yellow	4	0.7388783616977569	4	ENSG00000121578.13_6	B4GALT4-202	B4GALT4	ENSG00000121578	Known
ENST00000319172.10_3	M2.blue	blue	2	0.8431942572969695	2	ENSG00000176142.13_5	TMEM39A-201	TMEM39A	ENSG00000176142	Known
ENST00000494664.6_2	M3.brown	brown	3	0.96020985758684	3	ENSG00000113845.10_3	TIMMDC1-208	TIMMDC1	ENSG00000113845	Known
ENST00000316626.5_4	M14.cyan	cyan	14	0.8820529072844832	14	ENSG00000082701.15_6	GSK3B-202	GSK3B	ENSG00000082701	Known
ENST00000184266.3_2	M3.brown	brown	3	0.7357803354040562	3	ENSG00000065518.8_3	NDUFB4-201	NDUFB4	ENSG00000065518	Known
ENST00000283875.6_2	M12.tan	tan	12	0.9025074378458083	12	ENSG00000153767.10_5	GTF2E1-201	GTF2E1	ENSG00000153767	Known
ENST00000310864.11_3	M12.tan	tan	12	0.752894983477138	12	ENSG00000173226.17_7	IQCB1-201	IQCB1	ENSG00000173226	Known
ENST00000489711.6_3	M2.blue	blue	2	0.9346645084656152	2	ENSG00000163406.11_6	SLC15A2-205	SLC15A2	ENSG00000163406	Known
ENST00000306103.3_3	M4.yellow	yellow	4	0.7306019888605214	4	ENSG00000169087.11_4	HSPBAP1-201	HSPBAP1	ENSG00000169087	Known
ENST00000357599.8_4	M2.blue	blue	2	0.9602081526442743	2	ENSG00000082684.16_8	SEMA5B-202	SEMA5B	ENSG00000082684	Known
ENST00000616742.4_3	M2.blue	blue	2	0.9385752494920756	2	ENSG00000082684.16_8	SEMA5B-211	SEMA5B	ENSG00000082684	Known
ENST00000492595.6_3	M25.orange	orange	25	0.7525033053086785	25	ENSG00000121542.12_5	SEC22A-210	SEC22A	ENSG00000121542	Known
ENST00000462833.5_2	M20.royalblue	royalblue	20	0.8448045465076458	20	ENSG00000173175.14_8	ADCY5-202	ADCY5	ENSG00000173175	Known
ENST00000383657.10_3	M20.royalblue	royalblue	20	0.867678583863485	20	ENSG00000206527.10_6	HACD2-201	HACD2	ENSG00000206527	Known
ENST00000568966.2_1	M20.royalblue	royalblue	20	0.8775570118841616	20	ENSG00000260391.2_7	AC022336.2-201	AC022336.2	ENSG00000260391	Known
ENST00000462091.5_1	M4.yellow	yellow	4	0.6093338688124494	4	ENSG00000114491.14_3	UMPS-203	UMPS	ENSG00000114491	Known
ENST00000232607.7_3	M4.yellow	yellow	4	0.9269531900704658	4	ENSG00000114491.14_3	UMPS-201	UMPS	ENSG00000114491	Known
ENST00000360647.8_2	M11.greenyellow	greenyellow	11	0.7712106403442794	11	ENSG00000163848.19_4	ZNF148-201	ZNF148	ENSG00000163848	Known
ENST00000296220.6_3	M28.skyblue	skyblue	28	0.8769858339620685	28	ENSG00000144909.8_4	OSBPL11-201	OSBPL11	ENSG00000144909	Known
ENST00000360370.8_2	M1.turquoise	turquoise	1	0.8601208794891387	1	ENSG00000114544.16_5	SLC41A3-203	SLC41A3	ENSG00000114544	Known
ENST00000523403.2_6	M26.darkorange	darkorange	26	0.46867186211372736	26	ENSG00000197763.17_10	TXNRD3-202	TXNRD3	ENSG00000197763	Known
ENST00000290913.8_4	M17.grey60	grey60	17	0.6707018104459178	17	ENSG00000159685.11_5	CHCHD6-201	CHCHD6	ENSG00000159685	Known
ENST00000355552.8_4	M3.brown	brown	3	0.86233522209835	3	ENSG00000163870.16_7	TPRA1-202	TPRA1	ENSG00000163870	Known
ENST00000393400.6_3	M50.thistle2	thistle2	50	0.7598989606695458	50	ENSG00000163870.16_7	TPRA1-203	TPRA1	ENSG00000163870	Known
ENST00000265056.12_3	M2.blue	blue	2	0.9571349371426554	2	ENSG00000073111.14_5	MCM2-201	MCM2	ENSG00000073111	Known
ENST00000342480.7_2	M1.turquoise	turquoise	1	0.936330923409458	1	ENSG00000114631.11_4	PODXL2-201	PODXL2	ENSG00000114631	Known
ENST00000453791.6_1	M8.pink	pink	8	0.632297296457255	8	ENSG00000114626.18_5	ABTB1-202	ABTB1	ENSG00000114626	Known
ENST00000265052.9_2	M1.turquoise	turquoise	1	0.8860393750143011	1	ENSG00000074416.14_9	MGLL-201	MGLL	ENSG00000074416	Known
ENST00000398101.7_2	M1.turquoise	turquoise	1	0.9250571786356222	1	ENSG00000074416.14_9	MGLL-202	MGLL	ENSG00000074416	Known
ENST00000243253.8_2	M15.midnightblue	midnightblue	15	0.9400562920493298	15	ENSG00000058262.10_3	SEC61A1-201	SEC61A1	ENSG00000058262	Known
ENST00000322623.10_3	M3.brown	brown	3	0.8890570869213384	3	ENSG00000175792.12_7	RUVBL1-201	RUVBL1	ENSG00000175792	Known
ENST00000254730.11_2	M12.tan	tan	12	0.8837879750795039	12	ENSG00000132394.11_3	EEFSEC-201	EEFSEC	ENSG00000132394	Known
ENST00000296255.8_3	M16.lightcyan	lightcyan	16	0.924744499156832	16	ENSG00000163902.12_5	RPN1-201	RPN1	ENSG00000163902	Known
ENST00000265062.8_2	M1.turquoise	turquoise	1	0.9072897331315781	1	ENSG00000075785.13_3	RAB7A-201	RAB7A	ENSG00000075785	Known
ENST00000480931.1_2	M1.turquoise	turquoise	1	0.8619725480395717	1	ENSG00000231305.4_7	AC112484.1-202	AC112484.1	ENSG00000231305	Known
ENST00000308982.12_2	M3.brown	brown	3	0.8306766951283683	3	ENSG00000177646.19_4	ACAD9-201	ACAD9	ENSG00000177646	Known
ENST00000511227.5_1	M43.ivory	ivory	43	0.8036433969431984	43	ENSG00000177646.19_4	ACAD9-206	ACAD9	ENSG00000177646	Known
ENST00000393295.7_2	M3.brown	brown	3	0.7712216456962108	3	ENSG00000240682.9_4	ISY1-203	ISY1	ENSG00000240682	Known
ENST00000502976.5_2	M3.brown	brown	3	0.7953262761079141	3	ENSG00000169714.16_5	CNBP-207	CNBP	ENSG00000169714	Known
ENST00000422453.6_2	M4.yellow	yellow	4	0.9622154925802681	4	ENSG00000169714.16_5	CNBP-201	CNBP	ENSG00000169714	Known
ENST00000451728.6_5	M4.yellow	yellow	4	0.9383491191817518	4	ENSG00000169714.16_5	CNBP-204	CNBP	ENSG00000169714	Known
ENST00000502372.1_2	M18.lightgreen	lightgreen	18	0.6150486256284079	18	ENSG00000169714.16_5	CNBP-206	CNBP	ENSG00000169714	Known
ENST00000347300.6_1	M26.darkorange	darkorange	26	0.7085996186807207	26	ENSG00000163913.11_7	IFT122-202	IFT122	ENSG00000163913	Known
ENST00000349441.6_1	M26.darkorange	darkorange	26	0.741293465745292	26	ENSG00000163913.11_7	IFT122-204	IFT122	ENSG00000163913	Known
ENST00000302649.4_2	M1.turquoise	turquoise	1	0.8793316805741205	1	ENSG00000170893.4_4	TRH-201	TRH	ENSG00000170893	Known
ENST00000510168.5_2	M5.green	green	5	0.8861779100925199	5	ENSG00000017260.19_7	ATP2C1-218	ATP2C1	ENSG00000017260	Known
ENST00000428331.6_2	M5.green	green	5	0.8003096231806369	5	ENSG00000017260.19_7	ATP2C1-204	ATP2C1	ENSG00000017260	Known
ENST00000514654.5_1	M35.sienna3	sienna3	35	0.6978756793143837	35	ENSG00000017260.19_7	ATP2C1-222	ATP2C1	ENSG00000017260	Known
ENST00000507978.5_2	M23.darkturquoise	darkturquoise	23	0.5666471667897499	23	ENSG00000034533.11_6	ASTE1-206	ASTE1	ENSG00000034533	Known
ENST00000521288.1_1	M7.black	black	7	0.626958573980059	7	ENSG00000198585.11_2	NUDT16-202	NUDT16	ENSG00000198585	Known
ENST00000264995.8_3	M6.red	red	6	0.8977754752759445	6	ENSG00000114686.9_5	MRPL3-201	MRPL3	ENSG00000114686	Known
ENST00000429747.5_3	M1.turquoise	turquoise	1	0.9310141426558728	1	ENSG00000196353.11_6	CPNE4-201	CPNE4	ENSG00000196353	Known
ENST00000496418.5_2	M2.blue	blue	2	0.8751304257980026	2	ENSG00000240303.8_5	ACAD11-208	ACAD11	ENSG00000240303	Known
ENST00000321871.10_2	M1.turquoise	turquoise	1	0.9032222907889638	1	ENSG00000144868.13_5	TMEM108-201	TMEM108	ENSG00000144868	Known
ENST00000393130.7_2	M1.turquoise	turquoise	1	0.8962875085753226	1	ENSG00000144868.13_5	TMEM108-202	TMEM108	ENSG00000144868	Known
ENST00000642236.1_3	M25.orange	orange	25	0.6934517199363833	25	ENSG00000163781.14_7	TOPBP1-210	TOPBP1	ENSG00000163781	Known
ENST00000422605.6_3	M15.midnightblue	midnightblue	15	0.8634390109545567	15	ENSG00000114019.14_6	AMOTL2-202	AMOTL2	ENSG00000114019	Known
ENST00000354910.9_2	M21.darkred	darkred	21	0.8302618503722613	21	ENSG00000129055.12_3	ANAPC13-201	ANAPC13	ENSG00000129055	Known
ENST00000514612.5_2	M43.ivory	ivory	43	0.6049150396634343	43	ENSG00000129055.12_3	ANAPC13-206	ANAPC13	ENSG00000129055	Known
ENST00000383229.7_2	M32.violet	violet	32	0.7549440749514045	32	ENSG00000182923.17_6	CEP63-204	CEP63	ENSG00000182923	Known
ENST00000398015.8_2	M46.brown4	brown4	46	0.9299852261501818	46	ENSG00000154928.18_5	EPHB1-201	EPHB1	ENSG00000154928	Known
ENST00000251654.9_2	M15.midnightblue	midnightblue	15	0.8620578624520403	15	ENSG00000114054.14_4	PCCB-201	PCCB	ENSG00000114054	Known
ENST00000383202.7_3	M18.lightgreen	lightgreen	18	0.9399252911530303	18	ENSG00000118007.13_5	STAG1-202	STAG1	ENSG00000118007	Known
ENST00000288986.6_2	M2.blue	blue	2	0.857985598797109	2	ENSG00000158092.7_4	NCK1-201	NCK1	ENSG00000158092	Known
ENST00000260803.9_3	M3.brown	brown	3	0.8257726619620404	3	ENSG00000138231.13_4	DBR1-201	DBR1	ENSG00000138231	Known
ENST00000469044.6_4	M36.yellowgreen	yellowgreen	36	0.7938622601556975	36	ENSG00000114098.18_5	ARMC8-210	ARMC8	ENSG00000114098	Known
ENST00000489213.5_1	M7.black	black	7	0.45956939396267427	7	ENSG00000114098.18_5	ARMC8-220	ARMC8	ENSG00000114098	Known
ENST00000289104.8_1	M1.turquoise	turquoise	1	0.9116307746046218	1	ENSG00000158186.13_4	MRAS-201	MRAS	ENSG00000158186	Known
ENST00000478647.1_1	M45.darkorange2	darkorange2	45	0.6773788712947588	45	ENSG00000158186.13_4	MRAS-208	MRAS	ENSG00000158186	Known
ENST00000264982.8_4	M41.lightsteelblue1	lightsteelblue1	41	0.9198715795478175	41	ENSG00000114107.9_7	CEP70-201	CEP70	ENSG00000114107	Known
ENST00000310776.8_2	M3.brown	brown	3	0.8127251643776885	3	ENSG00000175110.11_5	MRPS22-201	MRPS22	ENSG00000175110	Known
ENST00000333188.10_3	M21.darkred	darkred	21	0.8488157819826992	21	ENSG00000184432.10_5	COPB2-201	COPB2	ENSG00000184432	Known
ENST00000415794.1_1	M29.saddlebrown	saddlebrown	29	0.7787870950036713	29	ENSG00000178631.7_2	ACTG1P1-201	ACTG1P1	ENSG00000178631	Known
ENST00000232219.6_3	M3.brown	brown	3	0.8868618947346246	3	ENSG00000114115.10_5	RBP1-201	RBP1	ENSG00000114115	Known
ENST00000511757.1_1	M5.green	green	5	0.6715365411116987	5	ENSG00000114120.14_6	SLC25A36-209	SLC25A36	ENSG00000114120	Known
ENST00000310546.3_2	M2.blue	blue	2	0.7943121499844582	2	ENSG00000175093.5_3	SPSB4-201	SPSB4	ENSG00000175093	Known
ENST00000286353.9_4	M51.thistle1	thistle1	51	0.8172680021245191	51	ENSG00000155893.13_7	PXYLP1-201	PXYLP1	ENSG00000155893	Known
ENST00000503809.5_3	M1.turquoise	turquoise	1	0.94086531413776	1	ENSG00000177311.11_6	ZBTB38-203	ZBTB38	ENSG00000177311	Known
ENST00000513258.5_5	M1.turquoise	turquoise	1	0.8966435348342685	1	ENSG00000177311.11_6	ZBTB38-217	ZBTB38	ENSG00000177311	Known
ENST00000509883.5_3	M1.turquoise	turquoise	1	0.9731822717808019	1	ENSG00000177311.11_6	ZBTB38-210	ZBTB38	ENSG00000177311	Known
ENST00000504673.5_3	M40.mediumpurple3	mediumpurple3	40	0.7482005833945787	40	ENSG00000177311.11_6	ZBTB38-204	ZBTB38	ENSG00000177311	Known
ENST00000321464.6_1	M20.royalblue	royalblue	20	0.8535732736187016	20	ENSG00000177311.11_6	ZBTB38-201	ZBTB38	ENSG00000177311	Known
ENST00000273480.4_2	M3.brown	brown	3	0.8122063244960914	3	ENSG00000114125.14_3	RNF7-201	RNF7	ENSG00000114125	Known
ENST00000286371.8_2	M3.brown	brown	3	0.9650835943853362	3	ENSG00000069849.11_5	ATP1B3-201	ATP1B3	ENSG00000069849	Known
ENST00000466678.5_3	M1.turquoise	turquoise	1	0.7826427536850679	1	ENSG00000069849.11_5	ATP1B3-204	ATP1B3	ENSG00000069849	Known
ENST00000489671.5_3	M2.blue	blue	2	0.9076530378675454	2	ENSG00000114126.17_6	TFDP2-215	TFDP2	ENSG00000114126	Known
ENST00000486111.5_2	M4.yellow	yellow	4	0.7081347694515663	4	ENSG00000114126.17_6	TFDP2-212	TFDP2	ENSG00000114126	Known
ENST00000473835.7_3	M48.darkslateblue	darkslateblue	48	0.7830191711914068	48	ENSG00000163714.18_7	U2SURP-208	U2SURP	ENSG00000163714	Known
ENST00000282903.10_3	M2.blue	blue	2	0.8370526627537096	2	ENSG00000152952.12_6	PLOD2-201	PLOD2	ENSG00000152952	Known
ENST00000360060.7_2	M2.blue	blue	2	0.9077501258491995	2	ENSG00000152952.12_6	PLOD2-202	PLOD2	ENSG00000152952	Known
ENST00000354952.7_3	M2.blue	blue	2	0.8538508728063716	2	ENSG00000114698.15_5	PLSCR4-201	PLSCR4	ENSG00000114698	Known
ENST00000296048.10_2	M15.midnightblue	midnightblue	15	0.919300227937409	15	ENSG00000163754.17_5	GYG1-201	GYG1	ENSG00000163754	Known
ENST00000392912.6_3	M1.turquoise	turquoise	1	0.8033460246207021	1	ENSG00000071794.16_5	HLTF-202	HLTF	ENSG00000071794	Known
ENST00000296051.7_3	M2.blue	blue	2	0.8617849967550365	2	ENSG00000163755.9_4	HPS3-201	HPS3	ENSG00000163755	Known
ENST00000392894.7_1	M15.midnightblue	midnightblue	15	0.8130147984400776	15	ENSG00000082996.19_6	RNF13-203	RNF13	ENSG00000082996	Known
ENST00000452853.6_2	M2.blue	blue	2	0.981034230194754	2	ENSG00000070087.14_5	PFN2-203	PFN2	ENSG00000070087	Known
ENST00000239940.11_2	M51.thistle1	thistle1	51	0.8636191473708845	51	ENSG00000070087.14_5	PFN2-201	PFN2	ENSG00000070087	Known
ENST00000461868.1_2	M2.blue	blue	2	0.8534358706953366	2	ENSG00000070087.14_5	PFN2-205	PFN2	ENSG00000070087	Known
ENST00000239944.7_4	M2.blue	blue	2	0.9126149767243541	2	ENSG00000120742.11_5	SERP1-201	SERP1	ENSG00000120742	Known
ENST00000466234.1_1	M42.lightcyan1	lightcyan1	42	0.6431279254193327	42	ENSG00000198843.13_7	SELENOT-201	SELENOT	ENSG00000198843	Known
ENST00000302632.3_2	M18.lightgreen	lightgreen	18	0.7135912140599889	18	ENSG00000169313.9_3	P2RY12-201	P2RY12	ENSG00000169313	Known
ENST00000305097.6_2	M2.blue	blue	2	0.9382906942587667	2	ENSG00000169860.7_3	P2RY1-201	P2RY1	ENSG00000169860	Known
ENST00000323534.5_3	M3.brown	brown	3	0.7579476941426796	3	ENSG00000181467.5_4	RAP2B-201	RAP2B	ENSG00000181467	Known
ENST00000465093.6_2	M2.blue	blue	2	0.8919529015125932	2	ENSG00000114790.13_3	ARHGEF26-202	ARHGEF26	ENSG00000114790	Known
ENST00000496710.5_1	M26.darkorange	darkorange	26	0.6796570815687609	26	ENSG00000114790.13_3	ARHGEF26-205	ARHGEF26	ENSG00000114790	Known
ENST00000491011.1_2	M3.brown	brown	3	0.7950759250537295	3	ENSG00000174953.14_8	DHX36-211	DHX36	ENSG00000174953	Known
ENST00000302490.12_2	M1.turquoise	turquoise	1	0.9329372144505812	1	ENSG00000169282.17_5	KCNAB1-201	KCNAB1	ENSG00000169282	Known
ENST00000295924.12_3	M20.royalblue	royalblue	20	0.8377259086542934	20	ENSG00000163659.13_4	TIPARP-201	TIPARP	ENSG00000163659	Known
ENST00000362010.7_4	M2.blue	blue	2	0.8533264344606445	2	ENSG00000197415.12_8	VEPH1-201	VEPH1	ENSG00000197415	Known
ENST00000295927.4_2	M3.brown	brown	3	0.7850568179443208	3	ENSG00000163661.4_3	PTX3-201	PTX3	ENSG00000163661	Known
ENST00000355893.11_4	M48.darkslateblue	darkslateblue	48	0.7635285612669623	48	ENSG00000178053.19_6	MLF1-201	MLF1	ENSG00000178053	Known
ENST00000622669.4_3	M15.midnightblue	midnightblue	15	0.8506144694496429	15	ENSG00000118855.21_7	MFSD1-219	MFSD1	ENSG00000118855	Known
ENST00000445224.6_2	M4.yellow	yellow	4	0.9177182355028612	4	ENSG00000151967.18_4	SCHIP1-201	SCHIP1	ENSG00000151967	Known
ENST00000495954.5_1	M4.yellow	yellow	4	0.7790230936701653	4	ENSG00000151967.18_4	SCHIP1-208	SCHIP1	ENSG00000151967	Known
ENST00000483465.5_2	M19.lightyellow	lightyellow	19	0.6326423042075063	19	ENSG00000068885.15_8	IFT80-220	IFT80	ENSG00000068885	Known
ENST00000357388.8_2	M2.blue	blue	2	0.9135883073980346	2	ENSG00000113810.16_5	SMC4-202	SMC4	ENSG00000113810	Known
ENST00000309784.9_3	M2.blue	blue	2	0.8913672174703081	2	ENSG00000213186.8_5	TRIM59-201	TRIM59	ENSG00000213186	Known
ENST00000320474.10_4	M1.turquoise	turquoise	1	0.7971451057676824	1	ENSG00000169255.15_7	B3GALNT1-201	B3GALNT1	ENSG00000169255	Known
ENST00000651686.1_2	M1.turquoise	turquoise	1	0.8891781253859672	1	ENSG00000169255.15_7	B3GALNT1-234	B3GALNT1	ENSG00000169255	Known
ENST00000651953.1_2	M30.steelblue	steelblue	30	0.9011784741595501	30	ENSG00000169255.15_7	B3GALNT1-239	B3GALNT1	ENSG00000169255	Known
ENST00000651380.1_2	M38.plum1	plum1	38	0.7613059395053027	38	ENSG00000169255.15_7	B3GALNT1-229	B3GALNT1	ENSG00000169255	Known
ENST00000651117.1_2	M1.turquoise	turquoise	1	0.9142894821975143	1	ENSG00000169255.15_7	B3GALNT1-221	B3GALNT1	ENSG00000169255	Known
ENST00000492353.5_2	M1.turquoise	turquoise	1	0.8484269894095309	1	ENSG00000169255.15_7	B3GALNT1-213	B3GALNT1	ENSG00000169255	Known
ENST00000351193.6_2	M2.blue	blue	2	0.8699817734353056	2	ENSG00000169251.12_7	NMD3-201	NMD3	ENSG00000169251	Known
ENST00000264381.8_3	M2.blue	blue	2	0.8544663045242102	2	ENSG00000114200.10_5	BCHE-201	BCHE	ENSG00000114200	Known
ENST00000497056.6_3	M3.brown	brown	3	0.7693767785591189	3	ENSG00000114209.15_5	PDCD10-218	PDCD10	ENSG00000114209	Known
ENST00000446050.6_1	M1.turquoise	turquoise	1	0.953376331387018	1	ENSG00000163536.12_2	SERPINI1-202	SERPINI1	ENSG00000163536	Known
ENST00000295777.9_1	M1.turquoise	turquoise	1	0.9833029109535314	1	ENSG00000163536.12_2	SERPINI1-201	SERPINI1	ENSG00000163536	Known
ENST00000470487.6_4	M2.blue	blue	2	0.8890956388348471	2	ENSG00000173905.9_5	GOLIM4-202	GOLIM4	ENSG00000173905	Known
ENST00000309027.4_3	M2.blue	blue	2	0.9521029814648263	2	ENSG00000173905.9_5	GOLIM4-201	GOLIM4	ENSG00000173905	Known
ENST00000609121.1_1	M16.lightcyan	lightcyan	16	0.5347119206824711	16	ENSG00000272797.1_6	AC092954.1-201	AC092954.1	ENSG00000272797	Known
ENST00000349841.9_1	M7.black	black	7	0.5741778710373916	7	ENSG00000085274.15_2	MYNN-201	MYNN	ENSG00000085274	Known
ENST00000522080.5_2	M2.blue	blue	2	0.8667452419283247	2	ENSG00000171757.17_5	LRRC34-204	LRRC34	ENSG00000171757	Known
ENST00000602835.1_1	M34.darkmagenta	darkmagenta	34	0.6642956108565227	34	ENSG00000270096.1_6	AC078795.2-201	AC078795.2	ENSG00000270096	Known
ENST00000337002.9_2	M24.darkgrey	darkgrey	24	0.8351863734381106	24	ENSG00000008952.17_3	SEC62-201	SEC62	ENSG00000008952	Known
ENST00000480708.5_1	M35.sienna3	sienna3	35	0.7883572622592362	35	ENSG00000008952.17_3	SEC62-207	SEC62	ENSG00000008952	Known
ENST00000295797.5_2	M34.darkmagenta	darkmagenta	34	0.7782120922761546	34	ENSG00000163558.13_3	PRKCI-201	PRKCI	ENSG00000163558	Known
ENST00000458537.7_2	M23.darkturquoise	darkturquoise	23	0.6540314769129371	23	ENSG00000136603.14_5	SKIL-204	SKIL	ENSG00000136603	Known
ENST00000231706.6_3	M1.turquoise	turquoise	1	0.843200466593461	1	ENSG00000013293.6_5	SLC7A14-201	SLC7A14	ENSG00000013293	Known
ENST00000436636.7_3	M1.turquoise	turquoise	1	0.8035080935580837	1	ENSG00000154310.17_6	TNIK-204	TNIK	ENSG00000154310	Known
ENST00000336824.8_1	M2.blue	blue	2	0.8382996821723689	2	ENSG00000075420.13_3	FNDC3B-201	FNDC3B	ENSG00000075420	Known
ENST00000475381.6_4	M1.turquoise	turquoise	1	0.8767871618062328	1	ENSG00000144959.10_6	NCEH1-204	NCEH1	ENSG00000144959	Known
ENST00000232458.9_2	M2.blue	blue	2	0.9216477882238114	2	ENSG00000114346.13_5	ECT2-201	ECT2	ENSG00000114346	Known
ENST00000540509.5_2	M2.blue	blue	2	0.8788081255340956	2	ENSG00000114346.13_5	ECT2-216	ECT2	ENSG00000114346	Known
ENST00000401917.4_1	M1.turquoise	turquoise	1	0.8629587297398532	1	ENSG00000169760.17_5	NLGN1-202	NLGN1	ENSG00000169760	Known
ENST00000474363.1_2	M39.orangered4	orangered4	39	0.7575965106290826	39	ENSG00000177565.17_4	TBL1XR1-215	TBL1XR1	ENSG00000177565	Known
ENST00000422442.6_2	M7.black	black	7	0.37033578381594956	7	ENSG00000177565.17_4	TBL1XR1-204	TBL1XR1	ENSG00000177565	Known
ENST00000358316.7_1	M52.salmon4	salmon4	52	0.7780675828588045	52	ENSG00000197584.12_6	KCNMB2-201	KCNMB2	ENSG00000197584	Known
ENST00000621687.1_1	M29.saddlebrown	saddlebrown	29	0.7202664916131782	29	ENSG00000121864.10_5	ZNF639-210	ZNF639	ENSG00000121864	Known
ENST00000232564.8_3	M1.turquoise	turquoise	1	0.829238753209679	1	ENSG00000114450.10_5	GNB4-201	GNB4	ENSG00000114450	Known
ENST00000429709.7_2	M2.blue	blue	2	0.9043977955655855	2	ENSG00000136518.17_6	ACTL6A-202	ACTL6A	ENSG00000136518	Known
ENST00000476781.6_3	M3.brown	brown	3	0.8369284201989903	3	ENSG00000136522.14_4	MRPL47-203	MRPL47	ENSG00000136522	Known
ENST00000467460.6_3	M1.turquoise	turquoise	1	0.9602969367262271	1	ENSG00000114757.19_9	PEX5L-208	PEX5L	ENSG00000114757	Known
ENST00000485199.5_3	M1.turquoise	turquoise	1	0.9058606828542584	1	ENSG00000114757.19_9	PEX5L-215	PEX5L	ENSG00000114757	Known
ENST00000472994.5_3	M1.turquoise	turquoise	1	0.9685564953924767	1	ENSG00000114757.19_9	PEX5L-211	PEX5L	ENSG00000114757	Known
ENST00000465751.5_3	M1.turquoise	turquoise	1	0.9391862557244139	1	ENSG00000114757.19_9	PEX5L-206	PEX5L	ENSG00000114757	Known
ENST00000296015.9_3	M2.blue	blue	2	0.8664589198613489	2	ENSG00000163728.11_8	TTC14-201	TTC14	ENSG00000163728	Known
ENST00000357559.9_3	M15.midnightblue	midnightblue	15	0.86073661062922735	15	ENSG00000114416.18_8	FXR1-202	FXR1	ENSG00000114416	Known
ENST00000472339.5_1	M4.yellow	yellow	4	0.761876850903065	4	ENSG00000114416.18_8	FXR1-209	FXR1	ENSG00000114416	Known
ENST00000472504.1_2	M27.white	white	27	0.6705072803838579	27	ENSG00000205981.8_5	DNAJC19-203	DNAJC19	ENSG00000205981	Known
ENST00000476964.6_3	M2.blue	blue	2	0.8981151294715228	2	ENSG00000242808.9_5	SOX2-OT-207	SOX2-OT	ENSG00000242808	Known
ENST00000657986.1_1	M2.blue	blue	2	0.9314784745678742	2	ENSG00000242808.9_5	SOX2-OT-294	SOX2-OT	ENSG00000242808	Known
ENST00000661842.1_1	M2.blue	blue	2	0.8678660082471096	2	ENSG00000242808.9_5	SOX2-OT-296	SOX2-OT	ENSG00000242808	Known
