transcript_id	module	module.color	module.number	kME	kMEtoMod	gene_id	transcript_name	gene_name	ensg	novelty
ENST00000304952.10_3	M3.brown	brown	3	0.8000456745630639	3	ENSG00000188290.10_4	HES4-201	HES4	ENSG00000188290	Known
ENST00000421241.6_3	M12.tan	tan	12	0.8428589977289925	12	ENSG00000131591.17_9	C1orf159-205	C1orf159	ENSG00000131591	Known
ENST00000360001.11_4	M3.brown	brown	3	0.7271372151656715	3	ENSG00000078808.17_5	SDF4-202	SDF4	ENSG00000078808	Known
ENST00000494748.1_2	M1.turquoise	turquoise	1	0.8209214346428436	1	ENSG00000078808.17_5	SDF4-207	SDF4	ENSG00000078808	Known
ENST00000379198.5_4	M1.turquoise	turquoise	1	0.8929552673598194	1	ENSG00000176022.7_7	B3GALT6-201	B3GALT6	ENSG00000176022	Known
ENST00000349431.10_2	M8.pink	pink	8	0.7458672118867304	8	ENSG00000160087.20_7	UBE2J2-202	UBE2J2	ENSG00000160087	Known
ENST00000354700.10_3	M24.darkgrey	darkgrey	24	0.6811284667989305	24	ENSG00000131584.19_4	ACAP3-202	ACAP3	ENSG00000131584	Known
ENST00000435064.5_2	M3.brown	brown	3	0.9316055900729403	3	ENSG00000127054.20_4	INTS11-208	INTS11	ENSG00000127054	Known
ENST00000309212.10_2	M2.blue	blue	2	0.9582985301994807	2	ENSG00000162576.16_3	MXRA8-201	MXRA8	ENSG00000162576	Known
ENST00000338338.9_2	M3.brown	brown	3	0.7170579803209057	3	ENSG00000175756.13_3	AURKAIP1-202	AURKAIP1	ENSG00000175756	Known
ENST00000400809.8_3	M12.tan	tan	12	0.7749465922167134	12	ENSG00000221978.12_6	CCNL2-201	CCNL2	ENSG00000221978	Known
ENST00000418865.6_2	M5.green	green	5	0.8197970765416932	5	ENSG00000221978.12_6	CCNL2-204	CCNL2	ENSG00000221978	Known
ENST00000408918.8_2	M1.turquoise	turquoise	1	0.9076958599103497	1	ENSG00000221978.12_6	CCNL2-202	CCNL2	ENSG00000221978	Known
ENST00000659048.1_1	M14.cyan	cyan	14	0.8774596954404741	14	ENSG00000224870.7_7	MRPL20-AS1-209	MRPL20-AS1	ENSG00000224870	Known
ENST00000448629.6_2	M3.brown	brown	3	0.8413093943907356	3	ENSG00000224870.7_7	MRPL20-AS1-204	MRPL20-AS1	ENSG00000224870	Known
ENST00000444362.2_1	M3.brown	brown	3	0.8438143031549463	3	ENSG00000224870.7_7	MRPL20-AS1-202	MRPL20-AS1	ENSG00000224870	Known
ENST00000572242.1_1	M6.red	red	6	0.8726288697607187	6	ENSG00000224870.7_7	MRPL20-AS1-207	MRPL20-AS1	ENSG00000224870	Known
ENST00000344843.12_3	M3.brown	brown	3	0.8363608547038769	3	ENSG00000242485.6_4	MRPL20-201	MRPL20	ENSG00000242485	Known
ENST00000291386.4_3	M3.brown	brown	3	0.8877914378759072	3	ENSG00000160075.12_4	SSU72-201	SSU72	ENSG00000160075	Known
ENST00000607222.1_2	M3.brown	brown	3	0.8858175225794598	3	ENSG00000272106.1_6	AL691432.2-201	AL691432.2	ENSG00000272106	Known
ENST00000341426.9_3	M4.yellow	yellow	4	0.7148756136128535	4	ENSG00000008130.15_4	NADK-201	NADK	ENSG00000008130	Known
ENST00000400921.6_1	M1.turquoise	turquoise	1	0.9218737168854492	1	ENSG00000067606.17_5	PRKCZ-202	PRKCZ	ENSG00000067606	Known
ENST00000461106.6_1	M1.turquoise	turquoise	1	0.8757922657244243	1	ENSG00000067606.17_5	PRKCZ-204	PRKCZ	ENSG00000067606	Known
ENST00000605895.6_4	M5.green	green	5	0.9338378230611224	5	ENSG00000157916.20_5	RER1-209	RER1	ENSG00000157916	Known
ENST00000488353.2_3	M23.darkturquoise	darkturquoise	23	0.6691041327675019	23	ENSG00000157916.20_5	RER1-207	RER1	ENSG00000157916	Known
ENST00000462129.1_1	M23.darkturquoise	darkturquoise	23	0.5096705494649231	23	ENSG00000157916.20_5	RER1-206	RER1	ENSG00000157916	Known
ENST00000447513.6_2	M2.blue	blue	2	0.8760545223019024	2	ENSG00000157911.10_6	PEX10-202	PEX10	ENSG00000157911	Known
ENST00000444521.6_3	M7.black	black	7	0.6401707173803943	7	ENSG00000157870.16_5	PRXL2B-205	PRXL2B	ENSG00000157870	Known
ENST00000420957.1_2	M2.blue	blue	2	0.879100879409634	2	ENSG00000177133.11_7	PRDM16-DT-205	PRDM16-DT	ENSG00000177133	Known
ENST00000270722.10_2	M2.blue	blue	2	0.8640601542713239	2	ENSG00000142611.17_4	PRDM16-201	PRDM16	ENSG00000142611	Known
ENST00000648479.1_2	M7.black	black	7	0.6757486041809477	7	ENSG00000227372.12_7	TP73-AS1-216	TP73-AS1	ENSG00000227372	Known
ENST00000378251.3_3	M16.lightcyan	lightcyan	16	0.9202806465742414	16	ENSG00000130764.10_4	LRRC47-201	LRRC47	ENSG00000130764	Known
ENST00000474140.1_2	M13.salmon	salmon	13	0.7106739951735429	13	ENSG00000198912.11_4	C1orf174-202	C1orf174	ENSG00000198912	Known
ENST00000361605.4_3	M6.red	red	6	0.7696536272597357	6	ENSG00000198912.11_4	C1orf174-201	C1orf174	ENSG00000198912	Known
ENST00000378097.6_2	M1.turquoise	turquoise	1	0.8289869374809522	1	ENSG00000069424.15_3	KCNAB2-206	KCNAB2	ENSG00000069424	Known
ENST00000234875.9_4	M6.red	red	6	0.8268063614541017	6	ENSG00000116251.11_6	RPL22-201	RPL22	ENSG00000116251	Known
ENST00000343813.10_3	M12.tan	tan	12	0.8202790941303458	12	ENSG00000116237.16_4	ICMT-201	ICMT	ENSG00000116237	Known
ENST00000608083.5_3	M6.red	red	6	0.8786590213593759	6	ENSG00000097021.19_4	ACOT7-210	ACOT7	ENSG00000097021	Known
ENST00000377648.5_2	M26.darkorange	darkorange	26	0.925351954362384	26	ENSG00000116273.6_3	PHF13-201	PHF13	ENSG00000116273	Known
ENST00000377577.10_3	M36.yellowgreen	yellowgreen	36	0.7588173764939481	36	ENSG00000007923.16_5	DNAJC11-202	DNAJC11	ENSG00000007923	Known
ENST00000473578.5_1	M15.midnightblue	midnightblue	15	0.8669649469270566	15	ENSG00000171735.19_4	CAMTA1-208	CAMTA1	ENSG00000171735	Known
ENST00000493678.5_1	M3.brown	brown	3	0.9293113989472745	3	ENSG00000116288.13_4	PARK7-209	PARK7	ENSG00000116288	Known
ENST00000338639.10_2	M3.brown	brown	3	0.9650986421047524	3	ENSG00000116288.13_4	PARK7-201	PARK7	ENSG00000116288	Known
ENST00000469499.5_2	M1.turquoise	turquoise	1	0.8213513878832356	1	ENSG00000116285.13_4	ERRFI1-203	ERRFI1	ENSG00000116285	Known
ENST00000471889.5_2	M1.turquoise	turquoise	1	0.8683734174515774	1	ENSG00000162426.14_3	SLC45A1-202	SLC45A1	ENSG00000162426	Known
ENST00000234590.10_5	M3.brown	brown	3	0.9694067346048365	3	ENSG00000074800.16_8	ENO1-201	ENO1	ENSG00000074800	Known
ENST00000464920.2_3	M3.brown	brown	3	0.8878343867884605	3	ENSG00000074800.16_8	ENO1-203	ENO1	ENSG00000074800	Known
ENST00000340381.11_3	M12.tan	tan	12	0.8246576992582076	12	ENSG00000188807.13_4	TMEM201-202	TMEM201	ENSG00000188807	Known
ENST00000340305.9_2	M33.darkolivegreen	darkolivegreen	33	0.7819495840425567	33	ENSG00000188807.13_4	TMEM201-201	TMEM201	ENSG00000188807	Known
ENST00000377298.9_2	M17.grey60	grey60	17	0.8890599151737122	17	ENSG00000171603.18_4	CLSTN1-202	CLSTN1	ENSG00000171603	Known
ENST00000361311.4_2	M1.turquoise	turquoise	1	0.9485365095017562	1	ENSG00000171603.18_4	CLSTN1-201	CLSTN1	ENSG00000171603	Known
ENST00000400904.7_2	M1.turquoise	turquoise	1	0.8795755912011666	1	ENSG00000178585.15_4	CTNNBIP1-204	CTNNBIP1	ENSG00000178585	Known
ENST00000377205.6_2	M4.yellow	yellow	4	0.6457999563045423	4	ENSG00000173614.14_4	NMNAT1-201	NMNAT1	ENSG00000173614	Known
ENST00000487244.5_1	M45.darkorange2	darkorange2	45	0.7920050302962602	45	ENSG00000130939.20_6	UBE4B-208	UBE4B	ENSG00000130939	Known
ENST00000377093.8_1	M2.blue	blue	2	0.8933307354706194	2	ENSG00000054523.17_4	KIF1B-205	KIF1B	ENSG00000054523	Known
ENST00000584329.1	M2.blue	blue	2	0.9116839329241354	2	ENSG00000264501.1	RN7SL731P-201	RN7SL731P	ENSG00000264501	Known
ENST00000270776.13_2	M46.brown4	brown4	46	0.9533759353514658	46	ENSG00000142657.21_4	PGD-201	PGD	ENSG00000142657	Known
ENST00000377038.8_3	M21.darkred	darkred	21	0.8918912223061655	21	ENSG00000160049.12_4	DFFA-202	DFFA	ENSG00000160049	Known
ENST00000356607.9_2	M3.brown	brown	3	0.8279161259517533	3	ENSG00000142655.13_3	PEX14-201	PEX14	ENSG00000142655	Known
ENST00000240185.7_1	M18.lightgreen	lightgreen	18	0.8252958949607478	18	ENSG00000120948.17_7	TARDBP-201	TARDBP	ENSG00000120948	Known
ENST00000376957.7_3	M14.cyan	cyan	14	0.8990029774645535	14	ENSG00000116649.10_7	SRM-201	SRM	ENSG00000116649	Known
ENST00000376810.5_1	M2.blue	blue	2	0.8737217294121202	2	ENSG00000120942.13_5	UBIAD1-202	UBIAD1	ENSG00000120942	Known
ENST00000294484.7_3	M41.lightsteelblue1	lightsteelblue1	41	0.9406892571197438	41	ENSG00000204624.8_4	DISP3-201	DISP3	ENSG00000204624	Known
ENST00000423056.2_1	M4.yellow	yellow	4	0.5992263717704733	4	ENSG00000204624.8_4	DISP3-203	DISP3	ENSG00000204624	Known
ENST00000251547.10_3	M46.brown4	brown4	46	0.8790044113967391	46	ENSG00000132879.14_5	FBXO44-202	FBXO44	ENSG00000132879	Known
ENST00000376762.8_1	M1.turquoise	turquoise	1	0.9269423080252727	1	ENSG00000132879.14_5	FBXO44-204	FBXO44	ENSG00000132879	Known
ENST00000376753.9_2	M6.red	red	6	0.8040366655128411	6	ENSG00000116663.11_3	FBXO6-201	FBXO6	ENSG00000116663	Known
ENST00000294485.6_2	M6.red	red	6	0.8977438151029752	6	ENSG00000162490.7_3	DRAXIN-201	DRAXIN	ENSG00000162490	Known
ENST00000196061.5_2	M12.tan	tan	12	0.8526663734250929	12	ENSG00000083444.17_4	PLOD1-201	PLOD1	ENSG00000083444	Known
ENST00000444836.5_1	M7.black	black	7	0.7436545359403403	7	ENSG00000116688.17_7	MFN2-203	MFN2	ENSG00000116688	Known
ENST00000235329.10_2	M43.ivory	ivory	43	0.7943529436632834	43	ENSG00000116688.17_7	MFN2-201	MFN2	ENSG00000116688	Known
ENST00000235332.6_2	M14.cyan	cyan	14	0.9096841657906637	14	ENSG00000116691.11_3	MIIP-201	MIIP	ENSG00000116691	Known
ENST00000376259.7_2	M7.black	black	7	0.5814502943283483	7	ENSG00000028137.19_4	TNFRSF1B-201	TNFRSF1B	ENSG00000028137	Known
ENST00000294489.10_1	M2.blue	blue	2	0.980927679801695	2	ENSG00000162493.16_4	PDPN-201	PDPN	ENSG00000162493	Known
ENST00000376057.8_1	M2.blue	blue	2	0.9710543292837733	2	ENSG00000162493.16_4	PDPN-202	PDPN	ENSG00000162493	Known
ENST00000375847.8_2	M22.darkgreen	darkgreen	22	0.5806381584774466	22	ENSG00000116138.13_3	DNAJC16-202	DNAJC16	ENSG00000116138	Known
ENST00000375743.8_2	M3.brown	brown	3	0.747955087943886	3	ENSG00000116809.11_3	ZBTB17-202	ZBTB17	ENSG00000116809	Known
ENST00000671994.1_2	M6.red	red	6	0.7519075670035161	6	ENSG00000288398.1_2	AL109627.1-201	AL109627.1	ENSG00000288398	Known
ENST00000401089.3_1	M2.blue	blue	2	0.9558506816997927	2	ENSG00000055070.17_3	SZRD1-202	SZRD1	ENSG00000055070	Known
ENST00000401088.9_2	M4.yellow	yellow	4	0.7108316806454228	4	ENSG00000055070.17_3	SZRD1-201	SZRD1	ENSG00000055070	Known
ENST00000492354.1_1	M2.blue	blue	2	0.9161116774339626	2	ENSG00000055070.17_3	SZRD1-210	SZRD1	ENSG00000055070	Known
ENST00000337132.10_2	M41.lightsteelblue1	lightsteelblue1	41	0.9191384167786688	41	ENSG00000157191.20_3	NECAP2-201	NECAP2	ENSG00000157191	Known
ENST00000562878.1_1	M14.cyan	cyan	14	0.8206397796304682	14	ENSG00000261135.1_6	AL137802.2-201	AL137802.2	ENSG00000261135	Known
ENST00000639456.1_2	M8.pink	pink	8	0.5829257784132387	8	ENSG00000215908.10_4	CROCCP2-204	CROCCP2	ENSG00000215908	Known
ENST00000375535.4_6	M2.blue	blue	2	0.9138820145061886	2	ENSG00000117122.14_7	MFAP2-202	MFAP2	ENSG00000117122	Known
ENST00000375499.8_2	M14.cyan	cyan	14	0.8802342071832067	14	ENSG00000117118.10_3	SDHB-201	SDHB	ENSG00000117118	Known
ENST00000375433.3_2	M27.white	white	27	0.6025681012808964	27	ENSG00000179051.14_5	RCC2-201	RCC2	ENSG00000179051	Known
ENST00000469726.5_1	M5.green	green	5	0.7940825326188096	5	ENSG00000074964.17_4	ARHGEF10L-206	ARHGEF10L	ENSG00000074964	Known
ENST00000251296.4_2	M46.brown4	brown4	46	0.9045152463365428	46	ENSG00000117154.12_4	IGSF21-201	IGSF21	ENSG00000117154	Known
ENST00000624418.1_1	M1.turquoise	turquoise	1	0.8840533603906985	1	ENSG00000280222.1_6	AL365209.1-201	AL365209.1	ENSG00000280222	Known
ENST00000375341.8_3	M2.blue	blue	2	0.8538014542734895	2	ENSG00000159423.17_6	ALDH4A1-202	ALDH4A1	ENSG00000159423	Known
ENST00000375224.1_2	M27.white	white	27	0.5778024577611216	27	ENSG00000127481.15_5	UBR4-202	UBR4	ENSG00000127481	Known
ENST00000330263.5_2	M21.darkred	darkred	21	0.905184706575194	21	ENSG00000053372.5_4	MRTO4-201	MRTO4	ENSG00000053372	Known
ENST00000235835.7_2	M2.blue	blue	2	0.8766927197602112	2	ENSG00000053371.12_7	AKR7A2-201	AKR7A2	ENSG00000053371	Known
ENST00000375155.7_1	M3.brown	brown	3	0.8073383113959088	3	ENSG00000040487.13_5	SLC66A1-202	SLC66A1	ENSG00000040487	Known
ENST00000264202.8_5	M3.brown	brown	3	0.9228141049479859	3	ENSG00000077549.18_6	CAPZB-201	CAPZB	ENSG00000077549	Known
ENST00000433834.5_3	M8.pink	pink	8	0.6596912760445014	8	ENSG00000077549.18_6	CAPZB-205	CAPZB	ENSG00000077549	Known
ENST00000322753.7_2	M3.brown	brown	3	0.9031750189584175	3	ENSG00000173436.15_5	MICOS10-201	MICOS10	ENSG00000173436	Known
ENST00000375136.7_2	M17.grey60	grey60	17	0.7519537878059812	17	ENSG00000158747.14_4	NBL1-202	NBL1	ENSG00000158747	Known
ENST00000415136.6_4	M3.brown	brown	3	0.8855174366883632	3	ENSG00000244038.9_6	DDOST-202	DDOST	ENSG00000244038	Known
ENST00000438032.6_2	M5.green	green	5	0.7616640988621844	5	ENSG00000127483.19_5	HP1BP3-210	HP1BP3	ENSG00000127483	Known
ENST00000375003.6_2	M5.green	green	5	0.7898091055079063	5	ENSG00000127483.19_5	HP1BP3-203	HP1BP3	ENSG00000127483	Known
ENST00000357071.8_3	M7.black	black	7	0.6948581709227977	7	ENSG00000117298.16_6	ECE1-202	ECE1	ENSG00000117298	Known
ENST00000318220.10_1	M18.lightgreen	lightgreen	18	0.7429752292167959	18	ENSG00000142794.18_3	NBPF3-201	NBPF3	ENSG00000142794	Known
ENST00000318249.9_1	M12.tan	tan	12	0.8045901876126018	12	ENSG00000142794.18_3	NBPF3-202	NBPF3	ENSG00000142794	Known
ENST00000374765.8_3	M1.turquoise	turquoise	1	0.8970808365920043	1	ENSG00000076864.19_7	RAP1GAP-206	RAP1GAP	ENSG00000076864	Known
ENST00000416769.2_3	M3.brown	brown	3	0.7606446686770522	3	ENSG00000218510.8_8	LINC00339-202	LINC00339	ENSG00000218510	Known
ENST00000315554.13_6	M1.turquoise	turquoise	1	0.957782287658388	1	ENSG00000070831.17_8	CDC42-201	CDC42	ENSG00000070831	Known
ENST00000656825.1_2	M3.brown	brown	3	0.7702815759111523	3	ENSG00000070831.17_8	CDC42-209	CDC42	ENSG00000070831	Known
ENST00000667384.1_1	M1.turquoise	turquoise	1	0.8323491169577337	1	ENSG00000070831.17_8	CDC42-211	CDC42	ENSG00000070831	Known
ENST00000375647.5_3	M10.purple	purple	10	0.49534082906644683	10	ENSG00000184677.18_5	ZBTB40-202	ZBTB40	ENSG00000184677	Known
ENST00000606561.5_2	M52.salmon4	salmon4	52	0.8444966540129435	52	ENSG00000125944.20_6	HNRNPR-212	HNRNPR	ENSG00000125944	Known
ENST00000314011.9_3	M33.darkolivegreen	darkolivegreen	33	0.7626055947722012	33	ENSG00000125945.15_4	ZNF436-201	ZNF436	ENSG00000125945	Known
ENST00000374608.3_2	M1.turquoise	turquoise	1	0.8591590973005108	1	ENSG00000125945.15_4	ZNF436-202	ZNF436	ENSG00000125945	Known
ENST00000336689.8_3	M2.blue	blue	2	0.8926364394656867	2	ENSG00000088280.19_5	ASAP3-201	ASAP3	ENSG00000088280	Known
ENST00000361729.3_3	M2.blue	blue	2	0.9298321753221466	2	ENSG00000007968.7_4	E2F2-201	E2F2	ENSG00000007968	Known
ENST00000643754.2_4	M3.brown	brown	3	0.8843219163795264	3	ENSG00000142676.14_6	RPL11-206	RPL11	ENSG00000142676	Known
ENST00000458455.2_3	M3.brown	brown	3	0.9649314695786024	3	ENSG00000142676.14_6	RPL11-203	RPL11	ENSG00000142676	Known
ENST00000418390.6_2	M22.darkgreen	darkgreen	22	0.8388006055597	22	ENSG00000011007.12_3	ELOA-201	ELOA	ENSG00000011007	Known
ENST00000246151.9_2	M14.cyan	cyan	14	0.9400872124535571	14	ENSG00000057757.10_6	PITHD1-201	PITHD1	ENSG00000057757	Known
ENST00000374514.8_2	M6.red	red	6	0.8674947022100232	6	ENSG00000011009.11_3	LYPLA2-205	LYPLA2	ENSG00000011009	Known
ENST00000617979.5_3	M8.pink	pink	8	0.7043617587079274	8	ENSG00000117308.15_7	GALE-216	GALE	ENSG00000117308	Known
ENST00000436439.6_2	M4.yellow	yellow	4	0.6176230407498458	4	ENSG00000117305.15_6	HMGCL-204	HMGCL	ENSG00000117305	Known
ENST00000374468.1_1	M15.midnightblue	midnightblue	15	0.8894647620344964	15	ENSG00000189266.13_6	PNRC2-202	PNRC2	ENSG00000189266	Known
ENST00000334351.8_2	M15.midnightblue	midnightblue	15	0.9718877864221176	15	ENSG00000189266.13_6	PNRC2-201	PNRC2	ENSG00000189266	Known
ENST00000485292.1_2	M4.yellow	yellow	4	0.7445823850888432	4	ENSG00000188529.15_5	SRSF10-212	SRSF10	ENSG00000188529	Known
ENST00000374399.9_2	M2.blue	blue	2	0.8673138666005734	2	ENSG00000001461.17_3	NIPAL3-204	NIPAL3	ENSG00000001461	Known
ENST00000323848.14_3	M2.blue	blue	2	0.9330577338691275	2	ENSG00000133226.17_6	SRRM1-201	SRRM1	ENSG00000133226	Known
ENST00000236273.9_4	M3.brown	brown	3	0.8154227595594382	3	ENSG00000117614.10_5	SYF2-201	SYF2	ENSG00000117614	Known
ENST00000498238.1_2	M36.yellowgreen	yellowgreen	36	0.9131452075240465	36	ENSG00000117616.18_7	RSRP1-207	RSRP1	ENSG00000117616	Known
ENST00000498135.5_1	M1.turquoise	turquoise	1	0.880226022672714	1	ENSG00000183726.11_3	TMEM50A-206	TMEM50A	ENSG00000183726	Known
ENST00000480937.5_1	M1.turquoise	turquoise	1	0.8125441399805884	1	ENSG00000183726.11_3	TMEM50A-203	TMEM50A	ENSG00000183726	Known
ENST00000374358.5_2	M1.turquoise	turquoise	1	0.858434302385751	1	ENSG00000183726.11_3	TMEM50A-201	TMEM50A	ENSG00000183726	Known
ENST00000455785.7_3	M3.brown	brown	3	0.8650129916591294	3	ENSG00000117632.23_5	STMN1-206	STMN1	ENSG00000117632	Known
ENST00000399728.5_2	M21.darkred	darkred	21	0.8327157160306897	21	ENSG00000117632.23_5	STMN1-203	STMN1	ENSG00000117632	Known
ENST00000465604.1_2	M9.magenta	magenta	9	0.07541479215732354	9	ENSG00000117632.23_5	STMN1-207	STMN1	ENSG00000117632	Known
ENST00000619836.4_1	M1.turquoise	turquoise	1	0.8871503460760374	1	ENSG00000175087.10_5	PDIK1L-204	PDIK1L	ENSG00000175087	Known
ENST00000374269.2_2	M20.royalblue	royalblue	20	0.9545242491137865	20	ENSG00000175087.10_5	PDIK1L-201	PDIK1L	ENSG00000175087	Known
ENST00000374271.8_1	M20.royalblue	royalblue	20	0.8506631030668146	20	ENSG00000175087.10_5	PDIK1L-202	PDIK1L	ENSG00000175087	Known
ENST00000451429.7_3	M26.darkorange	darkorange	26	0.8483492488821314	26	ENSG00000130695.15_4	CEP85-202	CEP85	ENSG00000130695	Known
ENST00000252992.8_3	M26.darkorange	darkorange	26	0.8181178984104027	26	ENSG00000130695.15_4	CEP85-201	CEP85	ENSG00000130695	Known
ENST00000270792.10_2	M3.brown	brown	3	0.9008514516773808	3	ENSG00000142669.15_4	SH3BGRL3-201	SH3BGRL3	ENSG00000142669	Known
ENST00000319041.6_1	M3.brown	brown	3	0.7944714354067334	3	ENSG00000142669.15_4	SH3BGRL3-202	SH3BGRL3	ENSG00000142669	Known
ENST00000361427.6_2	M2.blue	blue	2	0.8743363293062552	2	ENSG00000198830.11_3	HMGN2-201	HMGN2	ENSG00000198830	Known
ENST00000479815.5_1	M2.blue	blue	2	0.9038458520131768	2	ENSG00000198830.11_3	HMGN2-208	HMGN2	ENSG00000198830	Known
ENST00000460563.5_1	M2.blue	blue	2	0.9036701700692177	2	ENSG00000198830.11_3	HMGN2-202	HMGN2	ENSG00000198830	Known
ENST00000619352.4_1	M12.tan	tan	12	0.7839908012296165	12	ENSG00000198830.11_3	HMGN2-210	HMGN2	ENSG00000198830	Known
ENST00000493418.1_1	M2.blue	blue	2	0.9428421642085358	2	ENSG00000198830.11_3	HMGN2-209	HMGN2	ENSG00000198830	Known
ENST00000361720.10_3	M3.brown	brown	3	0.8842992810129919	3	ENSG00000198746.13_5	GPATCH3-201	GPATCH3	ENSG00000198746	Known
ENST00000321265.10_2	M3.brown	brown	3	0.9461838611773087	3	ENSG00000090273.14_4	NUDC-201	NUDC	ENSG00000090273	Known
ENST00000618852.5_3	M2.blue	blue	2	0.8843491901896429	2	ENSG00000158195.11_4	WASF2-202	WASF2	ENSG00000158195	Known
ENST00000361157.11_3	M3.brown	brown	3	0.849049587089628	3	ENSG00000126709.15_4	IFI6-202	IFI6	ENSG00000126709	Known
ENST00000373943.9_2	M1.turquoise	turquoise	1	0.8659684677672601	1	ENSG00000117758.14_4	STX12-201	STX12	ENSG00000117758	Known
ENST00000373912.8_3	M3.brown	brown	3	0.9575999850154028	3	ENSG00000117748.10_4	RPA2-203	RPA2	ENSG00000117748	Known
ENST00000263697.6_3	M3.brown	brown	3	0.9496909625298738	3	ENSG00000126698.11_4	DNAJC8-201	DNAJC8	ENSG00000126698	Known
ENST00000335514.10_2	M3.brown	brown	3	0.7570161276371286	3	ENSG00000130770.18_4	ATP5IF1-201	ATP5IF1	ENSG00000130770	Known
ENST00000465645.1_1	M47.bisque4	bisque4	47	0.8679447000954832	47	ENSG00000130770.18_4	ATP5IF1-202	ATP5IF1	ENSG00000130770	Known
ENST00000373839.8_2	M15.midnightblue	midnightblue	15	0.8734730506235676	15	ENSG00000204138.13_4	PHACTR4-202	PHACTR4	ENSG00000204138	Known
ENST00000373832.5_1	M15.midnightblue	midnightblue	15	0.8464930132490401	15	ENSG00000180198.16_5	RCC1-202	RCC1	ENSG00000180198	Known
ENST00000373816.5_1	M8.pink	pink	8	0.7500146291491537	8	ENSG00000162419.12_2	GMEB1-203	GMEB1	ENSG00000162419	Known
ENST00000373812.8_4	M3.brown	brown	3	0.9376194579225918	3	ENSG00000198492.16_6	YTHDF2-201	YTHDF2	ENSG00000198492	Known
ENST00000373795.7_4	M3.brown	brown	3	0.82798872968146	3	ENSG00000116350.17_8	SRSF4-201	SRSF4	ENSG00000116350	Known
ENST00000345512.7_3	M1.turquoise	turquoise	1	0.9222748631978945	1	ENSG00000060656.20_4	PTPRU-201	PTPRU	ENSG00000060656	Known
ENST00000257075.9_2	M2.blue	blue	2	0.8801308835793868	2	ENSG00000134644.15_5	PUM1-201	PUM1	ENSG00000134644	Known
ENST00000440538.6_2	M36.yellowgreen	yellowgreen	36	0.7697573491969985	36	ENSG00000134644.15_5	PUM1-207	PUM1	ENSG00000134644	Known
ENST00000524516.1_2	M5.green	green	5	0.7882524185111177	5	ENSG00000134644.15_5	PUM1-213	PUM1	ENSG00000134644	Known
ENST00000263694.9_3	M4.yellow	yellow	4	0.935223867746453	4	ENSG00000060688.13_5	SNRNP40-201	SNRNP40	ENSG00000060688	Known
ENST00000616393.4_1	M6.red	red	6	0.7030828456651768	6	ENSG00000121766.15_4	ZCCHC17-206	ZCCHC17	ENSG00000121766	Known
ENST00000344147.9_2	M14.cyan	cyan	14	0.9385370758820238	14	ENSG00000121766.15_4	ZCCHC17-201	ZCCHC17	ENSG00000121766	Known
ENST00000373714.5_2	M8.pink	pink	8	0.7293395470089074	8	ENSG00000121766.15_4	ZCCHC17-202	ZCCHC17	ENSG00000121766	Known
ENST00000373713.7_4	M1.turquoise	turquoise	1	0.9361226299388167	1	ENSG00000121769.8_5	FABP3-201	FABP3	ENSG00000121769	Known
ENST00000373709.8_3	M2.blue	blue	2	0.9113373517170846	2	ENSG00000168528.12_4	SERINC2-201	SERINC2	ENSG00000168528	Known
ENST00000373703.5_3	M3.brown	brown	3	0.8803913372581219	3	ENSG00000162517.13_4	PEF1-201	PEF1	ENSG00000162517	Known
ENST00000327300.12_2	M3.brown	brown	3	0.7284935529642795	3	ENSG00000121774.18_3	KHDRBS1-202	KHDRBS1	ENSG00000121774	Known
ENST00000484270.2_1	M3.brown	brown	3	0.7070367134200776	3	ENSG00000121774.18_3	KHDRBS1-203	KHDRBS1	ENSG00000121774	Known
ENST00000373602.9_1	M14.cyan	cyan	14	0.8924996727931626	14	ENSG00000160050.14_3	CCDC28B-201	CCDC28B	ENSG00000160050	Known
ENST00000373586.1_1	M3.brown	brown	3	0.9054000368500816	3	ENSG00000084623.11_2	EIF3I-202	EIF3I	ENSG00000084623	Known
ENST00000373548.8_2	M2.blue	blue	2	0.9625557485985724	2	ENSG00000116478.12_5	HDAC1-201	HDAC1	ENSG00000116478	Known
ENST00000329421.8_3	M3.brown	brown	3	0.9131289077210315	3	ENSG00000175130.7_4	MARCKSL1-201	MARCKSL1	ENSG00000175130	Known
ENST00000373510.9_2	M8.pink	pink	8	0.7850474893244928	8	ENSG00000160062.15_4	ZBTB8A-202	ZBTB8A	ENSG00000160062	Known
ENST00000414241.7_1	M4.yellow	yellow	4	0.7953520173749955	4	ENSG00000162521.19_6	RBBP4-204	RBBP4	ENSG00000162521	Known
ENST00000373493.10_2	M15.midnightblue	midnightblue	15	0.8317942444127009	15	ENSG00000162521.19_6	RBBP4-202	RBBP4	ENSG00000162521	Known
ENST00000373481.7_1	M32.violet	violet	32	0.8641903186038123	32	ENSG00000162522.11_3	KIAA1522-203	KIAA1522	ENSG00000162522	Known
ENST00000373477.8_2	M1.turquoise	turquoise	1	0.9586566572116476	1	ENSG00000134684.10_3	YARS1-201	YARS1	ENSG00000134684	Known
ENST00000373467.4_2	M1.turquoise	turquoise	1	0.902692635952023	1	ENSG00000121905.10_3	HPCA-201	HPCA	ENSG00000121905	Known
ENST00000672715.1_2	M2.blue	blue	2	0.8534990338875982	2	ENSG00000004455.17_4	AK2-217	AK2	ENSG00000004455	Known
