"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation","cell.type"
"Rab9b","ENSMUSG00000043463","RAB9B","ENSG00000123570","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rabep1","ENSMUSG00000020817","RABEP1","ENSG00000029725","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rabgap1","ENSMUSG00000035437","RABGAP1","ENSG00000011454","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rabgap1l","ENSMUSG00000026721","RABGAP1L","ENSG00000152061","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rabggtb","ENSMUSG00000038975","RABGGTB","ENSG00000137955","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rabif","ENSMUSG00000042229","RABIF","ENSG00000183155","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rad17","ENSMUSG00000021635","RAD17","ENSG00000152942","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rad18","ENSMUSG00000030254","RAD18","ENSG00000070950","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rad21","ENSMUSG00000022314","RAD21","ENSG00000164754","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rad51ap1","ENSMUSG00000030346","RAD51AP1","ENSG00000111247","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rad51c","ENSMUSG00000007646","RAD51C","ENSG00000108384","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rad54l2","ENSMUSG00000040661","RAD54L2","ENSG00000164080","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Raf1","ENSMUSG00000000441","RAF1","ENSG00000132155","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rai2","ENSMUSG00000043518","RAI2","ENSG00000131831","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rala","ENSMUSG00000008859","RALA","ENSG00000006451","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ralb","ENSMUSG00000004451","RALB","ENSG00000144118","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ralbp1","ENSMUSG00000024096","RALBP1","ENSG00000017797","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ralgps1","ENSMUSG00000038831","RALGPS1","ENSG00000136828","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ralgps2","ENSMUSG00000026594","RALGPS2","ENSG00000116191","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Raly","ENSMUSG00000027593","RALY","ENSG00000125970","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ralyl","ENSMUSG00000039717","RALYL","ENSG00000184672","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ramp1","ENSMUSG00000034353","RAMP1","ENSG00000132329","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ranbp1","ENSMUSG00000005732","RANBP1","ENSG00000099901","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ranbp10","ENSMUSG00000037415","RANBP10","ENSG00000141084","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ranbp17","ENSMUSG00000040594","RANBP17","ENSG00000204764","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ranbp2","ENSMUSG00000003226","RANBP2","ENSG00000153201","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ranbp9","ENSMUSG00000038546","RANBP9","ENSG00000010017","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rap1b","ENSMUSG00000052681","RAP1B","ENSG00000127314","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rap1gap","ENSMUSG00000041351","RAP1GAP","ENSG00000076864","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rap1gds1","ENSMUSG00000028149","RAP1GDS1","ENSG00000138698","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rap2a","ENSMUSG00000051615","RAP2A","ENSG00000125249","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rap2b","ENSMUSG00000036894","RAP2B","ENSG00000181467","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rap2c","ENSMUSG00000050029","RAP2C","ENSG00000123728","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rapgef1","ENSMUSG00000039844","RAPGEF1","ENSG00000107263","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rapgef2","ENSMUSG00000062232","RAPGEF2","ENSG00000109756","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rapgef4","ENSMUSG00000049044","RAPGEF4","ENSG00000091428","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rapgef5","ENSMUSG00000041992","RAPGEF5","ENSG00000136237","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rapgefl1","ENSMUSG00000038020","RAPGEFL1","ENSG00000108352","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Raph1","ENSMUSG00000026014","RAPH1","ENSG00000173166","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rarb","ENSMUSG00000017491","RARB","ENSG00000077092","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rarres1","ENSMUSG00000049404","RARRES1","ENSG00000118849","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rarres2","ENSMUSG00000009281","RARRES2","ENSG00000106538","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasa1","ENSMUSG00000021549","RASA1","ENSG00000145715","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasa2","ENSMUSG00000032413","RASA2","ENSG00000155903","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasal2","ENSMUSG00000070565","RASAL2","ENSG00000075391","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasgef1a","ENSMUSG00000030134","RASGEF1A","ENSG00000198915","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasgef1b","ENSMUSG00000089809","RASGEF1B","ENSG00000138670","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasgrf2","ENSMUSG00000021708","RASGRF2","ENSG00000113319","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rasgrp3","ENSMUSG00000071042","RASGRP3","ENSG00000152689","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rassf2","ENSMUSG00000027339","RASSF2","ENSG00000101265","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rassf6","ENSMUSG00000029370","RASSF6","ENSG00000169435","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rassf8","ENSMUSG00000030259","RASSF8","ENSG00000123094","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rb1","ENSMUSG00000022105","RB1","ENSG00000139687","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rb1cc1","ENSMUSG00000025907","RB1CC1","ENSG00000023287","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbbp6","ENSMUSG00000030779","RBBP6","ENSG00000122257","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbks","ENSMUSG00000029136","RBKS","ENSG00000171174","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbl1","ENSMUSG00000027641","RBL1","ENSG00000080839","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbl2","ENSMUSG00000031666","RBL2","ENSG00000103479","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm12","ENSMUSG00000089824","RBM12","ENSG00000244462","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm14","ENSMUSG00000006456","RBM14","ENSG00000239306","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm15","ENSMUSG00000048109","RBM15","ENSG00000162775","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm18","ENSMUSG00000026889","RBM18","ENSG00000119446","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm25","ENSMUSG00000010608","RBM25","ENSG00000119707","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm26","ENSMUSG00000022119","RBM26","ENSG00000139746","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm39","ENSMUSG00000027620","RBM39","ENSG00000131051","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm41","ENSMUSG00000031433","RBM41","ENSG00000089682","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm45","ENSMUSG00000042369","RBM45","ENSG00000155636","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm47","ENSMUSG00000070780","RBM47","ENSG00000163694","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm4b","ENSMUSG00000033760","RBM4B","ENSG00000173914","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm5","ENSMUSG00000032580","RBM5","ENSG00000003756","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbm6","ENSMUSG00000032582","RBM6","ENSG00000004534","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbms1","ENSMUSG00000026970","RBMS1","ENSG00000153250","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbms3","ENSMUSG00000039607","RBMS3","ENSG00000144642","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbmx","ENSMUSG00000031134","RBMX","ENSG00000147274","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbp7","ENSMUSG00000028996","RBP7","ENSG00000162444","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbpj","ENSMUSG00000039191","RBPJ","ENSG00000168214","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbpms","ENSMUSG00000031586","RBPMS","ENSG00000157110","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rbx1","ENSMUSG00000022400","RBX1","ENSG00000100387","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rc3h1","ENSMUSG00000040423","RC3H1","ENSG00000135870","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rc3h2","ENSMUSG00000075376","RC3H2","ENSG00000056586","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcan2","ENSMUSG00000039601","RCAN2","ENSG00000172348","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcan3","ENSMUSG00000059713","RCAN3","ENSG00000117602","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcbtb1","ENSMUSG00000035469","RCBTB1","ENSG00000136144","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcc2","ENSMUSG00000040945","RCC2","ENSG00000179051","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcn2","ENSMUSG00000032320","RCN2","ENSG00000117906","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcor2","ENSMUSG00000024968","RCOR2","ENSG00000167771","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rcsd1","ENSMUSG00000040723","RCSD1","ENSG00000198771","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rdh13","ENSMUSG00000008435","RDH13","ENSG00000160439","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rdx","ENSMUSG00000032050","RDX","ENSG00000137710","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Reep1","ENSMUSG00000052852","REEP1","ENSG00000068615","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Reep5","ENSMUSG00000005873","REEP5","ENSG00000129625","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Reg4","ENSMUSG00000027876","REG4","ENSG00000134193","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rel","ENSMUSG00000020275","REL","ENSG00000162924","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rell1","ENSMUSG00000047881","RELL1","ENSG00000181826","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Reln","ENSMUSG00000042453","RELN","ENSG00000189056","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Repin1","ENSMUSG00000052751","REPIN1","ENSG00000214022","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Reps1","ENSMUSG00000019854","REPS1","ENSG00000135597","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Reps2","ENSMUSG00000040855","REPS2","ENSG00000169891","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rer1","ENSMUSG00000029048","RER1","ENSG00000157916","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rere","ENSMUSG00000039852","RERE","ENSG00000142599","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rerg","ENSMUSG00000030222","RERG","ENSG00000134533","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rev1","ENSMUSG00000026082","REV1","ENSG00000135945","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rev3l","ENSMUSG00000019841","REV3L","ENSG00000009413","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rexo2","ENSMUSG00000032026","REXO2","ENSG00000076043","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rexo4","ENSMUSG00000052406","REXO4","ENSG00000148300","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfc1","ENSMUSG00000029191","RFC1","ENSG00000035928","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfc3","ENSMUSG00000033970","RFC3","ENSG00000133119","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rffl","ENSMUSG00000020696","RFFL","ENSG00000092871","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfk","ENSMUSG00000024712","RFK","ENSG00000135002","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rftn1","ENSMUSG00000039316","RFTN1","ENSG00000131378","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfx3","ENSMUSG00000040929","RFX3","ENSG00000080298","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfx4","ENSMUSG00000020037","RFX4","ENSG00000111783","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfx5","ENSMUSG00000005774","RFX5","ENSG00000143390","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rfx7","ENSMUSG00000037674","RFX7","ENSG00000181827","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgl1","ENSMUSG00000026482","RGL1","ENSG00000143344","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgmb","ENSMUSG00000048027","RGMB","ENSG00000174136","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs17","ENSMUSG00000019775","RGS17","ENSG00000091844","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs20","ENSMUSG00000002459","RGS20","ENSG00000147509","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs3","ENSMUSG00000059810","RGS3","ENSG00000138835","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs4","ENSMUSG00000038530","RGS4","ENSG00000117152","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs5","ENSMUSG00000026678","RGS5","ENSG00000143248","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs6","ENSMUSG00000021219","RGS6","ENSG00000182732","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs7","ENSMUSG00000026527","RGS7","ENSG00000182901","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rgs9","ENSMUSG00000020599","RGS9","ENSG00000108370","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rheb","ENSMUSG00000028945","RHEB","ENSG00000106615","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rhoa","ENSMUSG00000007815","RHOA","ENSG00000067560","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rhobtb3","ENSMUSG00000021589","RHOBTB3","ENSG00000164292","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rhog","ENSMUSG00000073982","RHOG","ENSG00000177105","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rhoj","ENSMUSG00000046768","RHOJ","ENSG00000126785","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rhot1","ENSMUSG00000017686","RHOT1","ENSG00000126858","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rhou","ENSMUSG00000039960","RHOU","ENSG00000116574","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ric3","ENSMUSG00000048330","RIC3","ENSG00000166405","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ric8b","ENSMUSG00000035620","RIC8B","ENSG00000111785","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rif1","ENSMUSG00000036202","RIF1","ENSG00000080345","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rilpl1","ENSMUSG00000029392","RILPL1","ENSG00000188026","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rimbp2","ENSMUSG00000029420","RIMBP2","ENSG00000060709","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rimklb","ENSMUSG00000040649","RIMKLB","ENSG00000166532","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rims1","ENSMUSG00000041670","RIMS1","ENSG00000079841","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rims2","ENSMUSG00000037386","RIMS2","ENSG00000176406","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rims3","ENSMUSG00000032890","RIMS3","ENSG00000117016","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rin2","ENSMUSG00000001768","RIN2","ENSG00000132669","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Riok3","ENSMUSG00000024404","RIOK3","ENSG00000101782","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ripk2","ENSMUSG00000041135","RIPK2","ENSG00000104312","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Ripply3","ENSMUSG00000022941","RIPPLY3","ENSG00000183145","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rlf","ENSMUSG00000049878","RLF","ENSG00000117000","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rmnd5a","ENSMUSG00000002222","RMND5A","ENSG00000153561","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rmnd5b","ENSMUSG00000001054","RMND5B","ENSG00000145916","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnd3","ENSMUSG00000017144","RND3","ENSG00000115963","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf10","ENSMUSG00000041740","RNF10","ENSG00000022840","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf103","ENSMUSG00000052656","RNF103","ENSG00000239305","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf11","ENSMUSG00000028557","RNF11","ENSG00000123091","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf111","ENSMUSG00000032217","RNF111","ENSG00000157450","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf114","ENSMUSG00000006418","RNF114","ENSG00000124226","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf115","ENSMUSG00000028098","RNF115","ENSG00000265491","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf121","ENSMUSG00000070426","RNF121","ENSG00000137522","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf126","ENSMUSG00000035890","RNF126","ENSG00000070423","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf128","ENSMUSG00000031438","RNF128","ENSG00000133135","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf13","ENSMUSG00000036503","RNF13","ENSG00000082996","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf138","ENSMUSG00000024317","RNF138","ENSG00000134758","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf14","ENSMUSG00000060450","RNF14","ENSG00000013561","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf141","ENSMUSG00000030788","RNF141","ENSG00000110315","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf145","ENSMUSG00000019189","RNF145","ENSG00000145860","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf149","ENSMUSG00000048234","RNF149","ENSG00000163162","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf167","ENSMUSG00000040746","RNF167","ENSG00000108523","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf169","ENSMUSG00000058761","RNF169","ENSG00000166439","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf180","ENSMUSG00000021720","RNF180","ENSG00000164197","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf182","ENSMUSG00000044164","RNF182","ENSG00000180537","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf183","ENSMUSG00000063851","RNF183","ENSG00000165188","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf2","ENSMUSG00000026484","RNF2","ENSG00000121481","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf20","ENSMUSG00000028309","RNF20","ENSG00000155827","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf214","ENSMUSG00000042790","RNF214","ENSG00000167257","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf220","ENSMUSG00000028677","RNF220","ENSG00000187147","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf24","ENSMUSG00000048911","RNF24","ENSG00000101236","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf38","ENSMUSG00000035696","RNF38","ENSG00000137075","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf44","ENSMUSG00000034928","RNF44","ENSG00000146083","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf5","ENSMUSG00000015478","RNF5","ENSG00000204308","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnf6","ENSMUSG00000029634","RNF6","ENSG00000127870","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnft1","ENSMUSG00000020521","RNFT1","ENSG00000189050","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rngtt","ENSMUSG00000028274","RNGTT","ENSG00000111880","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnmt","ENSMUSG00000009535","RNMT","ENSG00000101654","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rnpc3","ENSMUSG00000027981","RNPC3","ENSG00000185946","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Robo1","ENSMUSG00000022883","ROBO1","ENSG00000169855","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Robo2","ENSMUSG00000052516","ROBO2","ENSG00000185008","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Robo3","ENSMUSG00000032128","ROBO3","ENSG00000154134","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rock1","ENSMUSG00000024290","ROCK1","ENSG00000067900","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
"Rock2","ENSMUSG00000020580","ROCK2","ENSG00000134318","NELAVLdata_01","NELAVL","Mouse","CLIP","dataset40",NA,"Neuron"
