nCount_RNA	IsoCellType
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-3
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExM
ExN	In
ExN	ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExM
ExN	ExN-ExM
ExN	IP
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-3
ExN	ExN-1
ExN	ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExM-U
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-1
ExN	vRG-ExN
ExN	ExM
ExN	ExN-ExM
ExN	In
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	vRG-ExN
ExN	IP
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-3
ExN	ExN-2
ExN	ExN-1
ExN	ExN-2
ExN	IP
ExN	IP
ExN	ExM
ExN	vRG-ExN
ExN	vRG-ExN
ExN	oRG
ExN	ExN-2
ExN	ExM
ExN	ExN-1
ExN	ExN-3
ExN	ExN-1
ExN	ExN-3
ExN	ExN-3
ExN	ExN-1
ExN	ExN-2
ExN	IP
ExN	vRG-ExN
ExN	ExN-2
ExN	ExN-1
ExN	ExN-3
ExN	ExN-3
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-3
ExN	ExN-2
ExN	ExN-3
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	In
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	IP
ExN	ExM
ExN	ExN-3
ExN	ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	IP
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-3
ExN	ExN-3
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-3
ExN	vRG-ExN
ExN	oRG
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	vRG
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-2
ExN	ExM
ExN	ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-3
ExN	ExN-2
ExN	IP
ExN	vRG-ExN
ExN	ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-3
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	vRG-ExN
ExN	ExM
ExN	ExN-2
ExN	ExN-3
ExN	ExN-ExM
ExN	ExN-3
ExN	ExM
ExN	ExN-2
ExN	ExN-1
ExN	ExN-3
ExN	ExM
ExN	ExN-3
ExN	ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-2
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-ExM
ExN	ExM
ExN	ExN-2
ExN	ExN-2
ExN	ExN-2
ExN	ExM
ExN	IP
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-2
ExN	ExN-1
ExN	ExN-ExM
ExN	vRG-ExN
ExN	vRG-ExN
ExN	ExM
ExN	vRG-ExN
ExN	ExM
ExN	IP
ExN	ExN-ExM
ExN	ExM
ExN	ExDp
ExN	ExN-2
ExN	ExN-2
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	ExN-1
ExN	vRG-ExN
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
ExN	vRG-ExN
ExN	ExN-1
ExN	ExN-ExM
ExN	ExN-ExM
ExN	ExN-ExM
InCGE	In
InCGE	In
InCGE	vRG-ExN
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	vRG-ExN
InCGE	ExDp
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExM
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-ExM
InCGE	In
InCGE	ExN-ExM
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-ExM
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-ExM
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	vRG-ExN
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-2
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-2
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	vRG-ExN
InCGE	ExN-2
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-ExM
InCGE	ExN-ExM
InCGE	In
InCGE	In
InCGE	In
InCGE	ExN-ExM
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InCGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	vRG-ExN
InMGE	In
InMGE	vRG-ExN
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-1
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExDp
InMGE	In
InMGE	PgS
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	ExN-ExM
InMGE	ExN-ExM
InMGE	vRG-ExN
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	vRG-ExN
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	IP
InMGE	vRG-ExN
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExM
InMGE	vRG-ExN
InMGE	In
InMGE	In
InMGE	ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	vRG-ExN
InMGE	In
InMGE	ExN-ExM
InMGE	ExN-1
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	ExN-ExM
InMGE	ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-2
InMGE	ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	vRG-ExN
InMGE	vRG-ExN
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	ExDp
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	ExN-ExM
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
InMGE	In
Mic	PgS
Mic	vRG
Mic	Mic/Per/End
Mic	Mic/Per/End
Mic	vRG
Mic	Mic/Per/End
OPC	vRG-ExN
OPC	vRG
OPC	vRG
OPC	PgS
OPC	vRG-ExN
OPC	vRG
OPC	vRG
OPC	vRG
OPC	PgS
OPC	vRG
OPC	PgS
OPC	vRG
OPC	vRG
OPC	PgS
OPC	vRG
OPC	vRG
OPC	vRG
OPC	vRG
OPC	vRG
OPC	vRG-ExN
OPC	vRG
OPC	vRG
OPC	vRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	PgS
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	vRG
oRG	vRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	vRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	vRG-ExN
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	vRG-ExN
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	PgG2M
oRG	oRG
oRG	oRG
oRG	oRG
oRG	vRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
oRG	oRG
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
Per	Mic/Per/End
PgG2M	oRG
PgG2M	PgS
PgG2M	oRG
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgS
PgG2M	PgS
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	oRG
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	oRG
PgG2M	PgG2M
PgG2M	oRG
PgG2M	oRG
PgG2M	oRG
PgG2M	oRG
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgS
PgG2M	oRG
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	ExN-1
PgG2M	PgG2M
PgG2M	oRG
PgG2M	PgG2M
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	oRG
PgG2M	ExN-1
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	oRG
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	oRG
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgS
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	PgG2M
PgG2M	oRG
PgG2M	oRG
PgG2M	PgG2M
PgS	IP
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	vRG-ExN
PgS	oRG
PgS	PgS
PgS	PgS
PgS	vRG
PgS	oRG
PgS	IP
PgS	IP
PgS	PgS
PgS	PgS
PgS	PgS
PgS	ExN-ExM
PgS	PgS
PgS	vRG-ExN
PgS	PgS
PgS	oRG
PgS	PgS
PgS	PgS
PgS	PgS
PgS	ExN-ExM
PgS	PgS
PgS	PgS
PgS	PgS
PgS	vRG-ExN
PgS	PgS
PgS	PgS
PgS	oRG
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	oRG
PgS	PgS
PgS	PgS
PgS	IP
PgS	oRG
PgS	PgS
PgS	vRG
PgS	IP
PgS	IP
PgS	IP
PgS	IP
PgS	In
PgS	IP
PgS	PgS
PgS	vRG-ExN
PgS	IP
PgS	oRG
PgS	IP
PgS	IP
PgS	PgS
PgS	IP
PgS	PgS
PgS	oRG
PgS	PgS
PgS	PgS
PgS	PgS
PgS	IP
PgS	PgS
PgS	PgS
PgS	vRG
PgS	PgS
PgS	PgS
PgS	PgS
PgS	IP
PgS	IP
PgS	PgS
PgS	PgS
PgS	PgS
PgS	IP
PgS	IP
PgS	IP
PgS	vRG-ExN
PgS	IP
PgS	IP
PgS	PgS
PgS	ExN-1
PgS	oRG
PgS	PgS
PgS	PgS
PgS	oRG
PgS	PgS
PgS	vRG-ExN
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	IP
PgS	PgS
PgS	oRG
PgS	PgS
PgS	ExN-ExM
PgS	oRG
PgS	IP
PgS	IP
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	IP
PgS	IP
PgS	PgS
PgS	oRG
PgS	PgS
PgS	PgS
PgS	vRG-ExN
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	vRG
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	PgS
PgS	oRG
vRG	vRG
vRG	PgS
vRG	oRG
vRG	oRG
vRG	vRG
vRG	vRG-ExN
vRG	vRG
vRG	oRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG-ExN
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	PgS
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	oRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	oRG
vRG	oRG
vRG	oRG
vRG	oRG
vRG	oRG
vRG	oRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	PgS
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	oRG
vRG	oRG
vRG	oRG
vRG	oRG
vRG	IP
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	PgG2M
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG-ExN
vRG	oRG
vRG	PgG2M
vRG	vRG
vRG	oRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	vRG
vRG	vRG
vRG	vRG-ExN
vRG	vRG
vRG	vRG
vRG	vRG
vRG	oRG
vRG	oRG
vRG	vRG
IP	IP
IP	oRG
IP	ExN-ExM
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	ExN-2
IP	IP
IP	ExN-2
IP	vRG-ExN
IP	IP
IP	IP
IP	vRG-ExN
IP	IP
IP	IP
IP	ExN-3
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	oRG
IP	IP
IP	IP
IP	ExN-2
IP	ExN-1
IP	IP
IP	ExN-2
IP	IP
IP	ExN-1
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	ExN-3
IP	ExN-1
IP	ExN-1
IP	ExN-1
IP	IP
IP	vRG-ExN
IP	IP
IP	IP
IP	IP
IP	ExN-2
IP	ExN-1
IP	ExN-1
IP	vRG-ExN
IP	vRG-ExN
IP	oRG
IP	IP
IP	vRG
IP	oRG
IP	IP
IP	IP
IP	ExN-1
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	IP
IP	ExN-2
IP	ExN-2
IP	ExN-1
IP	IP
IP	ExN-1
IP	IP
IP	vRG-ExN
IP	IP
IP	IP
IP	IP
IP	vRG-ExN
IP	IP
IP	IP
IP	vRG
IP	IP
IP	IP
IP	IP
IP	IP
IP	oRG
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	vRG-ExN
IP	IP
IP	oRG
IP	PgG2M
IP	ExN-1
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	oRG
IP	oRG
IP	IP
IP	IP
IP	ExN-1
IP	ExN-1
IP	ExN-1
IP	IP
IP	IP
IP	ExN-ExM
IP	ExN-1
IP	ExN-1
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	ExN-ExM
IP	IP
IP	ExN-2
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	ExN-1
IP	IP
IP	IP
IP	ExN-ExM
IP	vRG-ExN
IP	ExN-3
IP	IP
IP	IP
IP	IP
IP	ExN-2
IP	IP
IP	IP
IP	IP
IP	oRG
IP	vRG-ExN
IP	IP
IP	IP
IP	IP
IP	IP
IP	ExN-2
IP	ExN-1
IP	ExN-ExM
IP	vRG-ExN
IP	ExN-3
IP	ExN-3
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	vRG-ExN
IP	vRG
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	oRG
IP	IP
IP	IP
IP	IP
IP	oRG
IP	IP
IP	IP
IP	oRG
IP	IP
IP	vRG-ExN
IP	oRG
IP	ExN-1
IP	oRG
IP	IP
IP	IP
IP	IP
IP	vRG-ExN
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	In
IP	vRG-ExN
IP	IP
IP	ExN-1
IP	IP
IP	ExN-1
IP	IP
IP	vRG-ExN
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	vRG-ExN
IP	vRG-ExN
IP	oRG
IP	IP
IP	ExN-2
IP	IP
IP	ExN-2
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	PgG2M
IP	oRG
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	ExN-2
IP	IP
IP	ExN-2
IP	IP
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	IP
IP	ExN-ExM
IP	IP
IP	IP
IP	IP
IP	ExM
IP	IP
IP	ExN-2
IP	IP
IP	IP
IP	IP
IP	IP
IP	PgS
IP	oRG
IP	IP
IP	IP
IP	vRG-ExN
IP	IP
IP	IP
IP	ExN-2
IP	IP
IP	ExN-1
IP	IP
IP	ExN-1
IP	IP
IP	ExN-2
IP	IP
IP	IP
IP	oRG
IP	IP
IP	IP
IP	ExN-ExM
IP	oRG
IP	ExN-ExM
IP	oRG
IP	ExN-1
IP	ExN-1
IP	ExN-ExM
IP	IP
IP	oRG
IP	IP
IP	IP
IP	IP
IP	ExN-1
IP	IP
IP	IP
IP	IP
IP	vRG-ExN
IP	vRG-ExN
