gene_id,module
ENSG00000123080,isoExpr.M2_blue
ENSG00000123091,isoExpr.M5_green
ENSG00000123091,isoExpr.M31_paleturquoise
ENSG00000085832,isoExpr.M2_blue
ENSG00000117859,isoExpr.M1_turquoise
ENSG00000117859,isoExpr.M2_blue
ENSG00000117859,isoExpr.M39_orangered4
ENSG00000078618,isoExpr.M26_darkorange
ENSG00000078618,isoExpr.M7_black
ENSG00000117862,isoExpr.M3_brown
ENSG00000198841,isoExpr.M50_thistle2
ENSG00000134717,isoExpr.M17_grey60
ENSG00000134717,isoExpr.M26_darkorange
ENSG00000157077,isoExpr.M38_plum1
ENSG00000134748,isoExpr.M3_brown
ENSG00000162377,isoExpr.M1_turquoise
ENSG00000162378,isoExpr.M20_royalblue
ENSG00000116171,isoExpr.M1_turquoise
ENSG00000116171,isoExpr.M10_purple
ENSG00000116171,isoExpr.M4_yellow
ENSG00000157184,isoExpr.M2_blue
ENSG00000162384,isoExpr.M3_brown
ENSG00000058799,isoExpr.M14_cyan
ENSG00000081870,isoExpr.M12_tan
ENSG00000081870,isoExpr.M5_green
ENSG00000116212,isoExpr.M3_brown
ENSG00000116212,isoExpr.M3_brown
ENSG00000116209,isoExpr.M3_brown
ENSG00000116209,isoExpr.M21_darkred
ENSG00000116221,isoExpr.M3_brown
ENSG00000157216,isoExpr.M6_red
ENSG00000243725,isoExpr.M3_brown
ENSG00000116133,isoExpr.M7_black
ENSG00000162407,isoExpr.M2_blue
ENSG00000173406,isoExpr.M1_turquoise
ENSG00000173406,isoExpr.M1_turquoise
ENSG00000162601,isoExpr.M5_green
ENSG00000177606,isoExpr.M52_salmon4
ENSG00000134709,isoExpr.M1_turquoise
ENSG00000162599,isoExpr.M2_blue
ENSG00000162599,isoExpr.M5_green
ENSG00000116641,isoExpr.M22_darkgreen
ENSG00000116641,isoExpr.M2_blue
ENSG00000116641,isoExpr.M32_violet
ENSG00000203965,isoExpr.M1_turquoise
ENSG00000185483,isoExpr.M2_blue
ENSG00000158966,isoExpr.M1_turquoise
ENSG00000162434,isoExpr.M22_darkgreen
ENSG00000199135,isoExpr.M4_yellow
ENSG00000162433,isoExpr.M4_yellow
ENSG00000162433,isoExpr.M2_blue
ENSG00000162433,isoExpr.M15_midnightblue
ENSG00000116675,isoExpr.M1_turquoise
ENSG00000213625,isoExpr.M2_blue
ENSG00000184588,isoExpr.M1_turquoise
ENSG00000116704,isoExpr.M5_green
ENSG00000142864,isoExpr.M16_lightcyan
ENSG00000116717,isoExpr.M4_yellow
ENSG00000172380,isoExpr.M2_blue
ENSG00000162595,isoExpr.M1_turquoise
ENSG00000116729,isoExpr.M6_red
ENSG00000024526,isoExpr.M2_blue
ENSG00000024526,isoExpr.M2_blue
ENSG00000033122,isoExpr.M1_turquoise
ENSG00000033122,isoExpr.M20_royalblue
ENSG00000118454,isoExpr.M20_royalblue
ENSG00000116761,isoExpr.M4_yellow
ENSG00000132485,isoExpr.M2_blue
ENSG00000132485,isoExpr.M1_turquoise
ENSG00000132485,isoExpr.M19_lightyellow
ENSG00000259030,isoExpr.M44_floralwhite
ENSG00000116791,isoExpr.M2_blue
ENSG00000162623,isoExpr.M4_yellow
ENSG00000117054,isoExpr.M4_yellow
ENSG00000117054,isoExpr.M2_blue
ENSG00000117069,isoExpr.M1_turquoise
ENSG00000142892,isoExpr.M5_green
ENSG00000036549,isoExpr.M29_saddlebrown
ENSG00000077254,isoExpr.M44_floralwhite
ENSG00000137965,isoExpr.M4_yellow
ENSG00000142875,isoExpr.M1_turquoise
ENSG00000117133,isoExpr.M4_yellow
ENSG00000174021,isoExpr.M4_yellow
ENSG00000162642,isoExpr.M1_turquoise
ENSG00000142867,isoExpr.M7_black
ENSG00000153904,isoExpr.M2_blue
ENSG00000142871,isoExpr.M2_blue
ENSG00000117174,isoExpr.M4_yellow
ENSG00000097033,isoExpr.M2_blue
ENSG00000097033,isoExpr.M1_turquoise
ENSG00000183291,isoExpr.M3_brown
ENSG00000267272,isoExpr.M1_turquoise
ENSG00000143013,isoExpr.M6_red
ENSG00000143013,isoExpr.M1_turquoise
ENSG00000143013,isoExpr.M1_turquoise
ENSG00000065243,isoExpr.M2_blue
ENSG00000137947,isoExpr.M3_brown
ENSG00000171492,isoExpr.M46_brown4
ENSG00000162664,isoExpr.M6_red
ENSG00000162664,isoExpr.M4_yellow
ENSG00000122482,isoExpr.M12_tan
ENSG00000122482,isoExpr.M49_plum2
ENSG00000122482,isoExpr.M3_brown
ENSG00000097046,isoExpr.M33_darkolivegreen
ENSG00000174842,isoExpr.M7_black
ENSG00000154511,isoExpr.M1_turquoise
ENSG00000143033,isoExpr.M12_tan
ENSG00000137942,isoExpr.M1_turquoise
ENSG00000137942,isoExpr.M2_blue
ENSG00000137942,isoExpr.M1_turquoise
ENSG00000137936,isoExpr.M2_blue
ENSG00000260464,isoExpr.M6_red
ENSG00000067334,isoExpr.M18_lightgreen
ENSG00000117525,isoExpr.M2_blue
ENSG00000117519,isoExpr.M2_blue
ENSG00000235501,isoExpr.M4_yellow
ENSG00000152078,isoExpr.M6_red
ENSG00000228971,isoExpr.M1_turquoise
ENSG00000117569,isoExpr.M32_violet
ENSG00000117569,isoExpr.M10_purple
ENSG00000117569,isoExpr.M32_violet
ENSG00000225206,isoExpr.M1_turquoise
ENSG00000259946,isoExpr.M5_green
ENSG00000162627,isoExpr.M6_red
ENSG00000117600,isoExpr.M1_turquoise
ENSG00000117600,isoExpr.M31_paleturquoise
ENSG00000117620,isoExpr.M42_lightcyan1
ENSG00000117620,isoExpr.M5_green
ENSG00000224616,isoExpr.M11_greenyellow
ENSG00000137996,isoExpr.M36_yellowgreen
ENSG00000079335,isoExpr.M2_blue
ENSG00000162692,isoExpr.M2_blue
ENSG00000162694,isoExpr.M4_yellow
ENSG00000162695,isoExpr.M4_yellow
ENSG00000117543,isoExpr.M6_red
ENSG00000170989,isoExpr.M2_blue
ENSG00000118733,isoExpr.M1_turquoise
ENSG00000060718,isoExpr.M2_blue
ENSG00000198890,isoExpr.M2_blue
ENSG00000162631,isoExpr.M2_blue
ENSG00000162639,isoExpr.M1_turquoise
ENSG00000134186,isoExpr.M3_brown
ENSG00000121957,isoExpr.M2_blue
ENSG00000121940,isoExpr.M2_blue
ENSG00000085433,isoExpr.M30_steelblue
ENSG00000085433,isoExpr.M38_plum1
ENSG00000215717,isoExpr.M1_turquoise
ENSG00000116299,isoExpr.M2_blue
ENSG00000031698,isoExpr.M3_brown
ENSG00000031698,isoExpr.M17_grey60
ENSG00000134222,isoExpr.M2_blue
ENSG00000134222,isoExpr.M2_blue
ENSG00000143106,isoExpr.M14_cyan
ENSG00000065135,isoExpr.M2_blue
ENSG00000116337,isoExpr.M43_ivory
ENSG00000116337,isoExpr.M1_turquoise
ENSG00000168765,isoExpr.M3_brown
ENSG00000213366,isoExpr.M3_brown
ENSG00000134184,isoExpr.M3_brown
ENSG00000134201,isoExpr.M2_blue
ENSG00000134202,isoExpr.M6_red
ENSG00000184371,isoExpr.M2_blue
ENSG00000168710,isoExpr.M2_blue
ENSG00000143093,isoExpr.M1_turquoise
ENSG00000197106,isoExpr.M1_turquoise
ENSG00000134248,isoExpr.M3_brown
ENSG00000121931,isoExpr.M6_red
ENSG00000134255,isoExpr.M21_darkred
ENSG00000116455,isoExpr.M3_brown
ENSG00000116459,isoExpr.M3_brown
ENSG00000064703,isoExpr.M12_tan
ENSG00000116489,isoExpr.M3_brown
ENSG00000155366,isoExpr.M4_yellow
ENSG00000155367,isoExpr.M1_turquoise
ENSG00000155380,isoExpr.M4_yellow
ENSG00000198799,isoExpr.M28_skyblue
ENSG00000116793,isoExpr.M35_sienna3
ENSG00000116793,isoExpr.M2_blue
ENSG00000081019,isoExpr.M48_darkslateblue
ENSG00000118655,isoExpr.M18_lightgreen
ENSG00000116774,isoExpr.M3_brown
ENSG00000134207,isoExpr.M6_red
ENSG00000134207,isoExpr.M1_turquoise
ENSG00000134207,isoExpr.M1_turquoise
ENSG00000116752,isoExpr.M3_brown
ENSG00000116752,isoExpr.M8_pink
ENSG00000213281,isoExpr.M5_green
ENSG00000009307,isoExpr.M6_red
ENSG00000009307,isoExpr.M1_turquoise
ENSG00000009307,isoExpr.M12_tan
ENSG00000009307,isoExpr.M1_turquoise
ENSG00000134198,isoExpr.M1_turquoise
ENSG00000134198,isoExpr.M6_red
ENSG00000177551,isoExpr.M1_turquoise
ENSG00000177551,isoExpr.M46_brown4
ENSG00000163399,isoExpr.M1_turquoise
ENSG00000143061,isoExpr.M24_darkgrey
ENSG00000134247,isoExpr.M7_black
ENSG00000065183,isoExpr.M33_darkolivegreen
ENSG00000116874,isoExpr.M41_lightsteelblue1
ENSG00000092621,isoExpr.M2_blue
ENSG00000188610,isoExpr.M2_blue
ENSG00000215784,isoExpr.M41_lightsteelblue1
ENSG00000196369,isoExpr.M27_white
ENSG00000178104,isoExpr.M2_blue
ENSG00000264343,isoExpr.M4_yellow
ENSG00000121851,isoExpr.M3_brown
ENSG00000265241,isoExpr.M2_blue
ENSG00000131779,isoExpr.M14_cyan
ENSG00000117262,isoExpr.M12_tan
ENSG00000131791,isoExpr.M1_turquoise
ENSG00000131778,isoExpr.M2_blue
ENSG00000131778,isoExpr.M11_greenyellow
ENSG00000188092,isoExpr.M8_pink
ENSG00000159164,isoExpr.M1_turquoise
ENSG00000143368,isoExpr.M3_brown
ENSG00000014914,isoExpr.M2_blue
ENSG00000118298,isoExpr.M2_blue
ENSG00000117362,isoExpr.M3_brown
ENSG00000117362,isoExpr.M3_brown
ENSG00000159208,isoExpr.M6_red
ENSG00000266472,isoExpr.M3_brown
ENSG00000117360,isoExpr.M33_darkolivegreen
ENSG00000143369,isoExpr.M12_tan
ENSG00000143384,isoExpr.M24_darkgrey
ENSG00000143420,isoExpr.M3_brown
ENSG00000143420,isoExpr.M52_salmon4
ENSG00000143457,isoExpr.M15_midnightblue
ENSG00000143387,isoExpr.M2_blue
ENSG00000143437,isoExpr.M11_greenyellow
ENSG00000143363,isoExpr.M1_turquoise
ENSG00000213190,isoExpr.M14_cyan
ENSG00000163159,isoExpr.M3_brown
ENSG00000143398,isoExpr.M18_lightgreen
ENSG00000143398,isoExpr.M18_lightgreen
ENSG00000159352,isoExpr.M3_brown
ENSG00000143393,isoExpr.M12_tan
ENSG00000143390,isoExpr.M26_darkorange
ENSG00000143416,isoExpr.M2_blue
ENSG00000159377,isoExpr.M3_brown
ENSG00000143442,isoExpr.M7_black
ENSG00000143442,isoExpr.M27_white
ENSG00000143376,isoExpr.M3_brown
ENSG00000159409,isoExpr.M1_turquoise
ENSG00000159409,isoExpr.M1_turquoise
ENSG00000143436,isoExpr.M3_brown
ENSG00000143436,isoExpr.M3_brown
ENSG00000269489,isoExpr.M19_lightyellow
ENSG00000188643,isoExpr.M2_blue
ENSG00000160679,isoExpr.M21_darkred
ENSG00000160679,isoExpr.M3_brown
ENSG00000143553,isoExpr.M3_brown
ENSG00000143621,isoExpr.M3_brown
ENSG00000143624,isoExpr.M43_ivory
ENSG00000143554,isoExpr.M17_grey60
ENSG00000143614,isoExpr.M14_cyan
ENSG00000143570,isoExpr.M15_midnightblue
ENSG00000143543,isoExpr.M3_brown
ENSG00000143545,isoExpr.M15_midnightblue
ENSG00000177954,isoExpr.M3_brown
ENSG00000143549,isoExpr.M1_turquoise
ENSG00000143549,isoExpr.M42_lightcyan1
ENSG00000143549,isoExpr.M1_turquoise
ENSG00000143549,isoExpr.M1_turquoise
ENSG00000143612,isoExpr.M47_bisque4
ENSG00000143569,isoExpr.M3_brown
ENSG00000143575,isoExpr.M3_brown
ENSG00000160714,isoExpr.M9_magenta
ENSG00000160710,isoExpr.M32_violet
ENSG00000143603,isoExpr.M2_blue
ENSG00000143603,isoExpr.M2_blue
ENSG00000163344,isoExpr.M3_brown
ENSG00000163346,isoExpr.M2_blue
ENSG00000163348,isoExpr.M24_darkgrey
ENSG00000173207,isoExpr.M2_blue
ENSG00000143537,isoExpr.M17_grey60
ENSG00000143537,isoExpr.M4_yellow
ENSG00000143537,isoExpr.M43_ivory
ENSG00000143590,isoExpr.M1_turquoise
ENSG00000163462,isoExpr.M1_turquoise
ENSG00000173171,isoExpr.M3_brown
ENSG00000177628,isoExpr.M8_pink
ENSG00000160767,isoExpr.M17_grey60
ENSG00000143630,isoExpr.M1_turquoise
ENSG00000160752,isoExpr.M3_brown
ENSG00000160752,isoExpr.M3_brown
ENSG00000160752,isoExpr.M3_brown
ENSG00000160753,isoExpr.M1_turquoise
ENSG00000160753,isoExpr.M1_turquoise
ENSG00000163374,isoExpr.M6_red
ENSG00000132676,isoExpr.M6_red
ENSG00000116580,isoExpr.M16_lightcyan
ENSG00000116584,isoExpr.M43_ivory
ENSG00000116584,isoExpr.M4_yellow
ENSG00000116584,isoExpr.M4_yellow
ENSG00000163479,isoExpr.M3_brown
ENSG00000163479,isoExpr.M8_pink
ENSG00000116586,isoExpr.M3_brown
ENSG00000254726,isoExpr.M4_yellow
ENSG00000196189,isoExpr.M1_turquoise
ENSG00000160783,isoExpr.M4_yellow
ENSG00000198952,isoExpr.M26_darkorange
ENSG00000198715,isoExpr.M4_yellow
ENSG00000163468,isoExpr.M3_brown
ENSG00000125462,isoExpr.M3_brown
ENSG00000125462,isoExpr.M3_brown
ENSG00000125462,isoExpr.M12_tan
ENSG00000125462,isoExpr.M3_brown
ENSG00000163382,isoExpr.M3_brown
ENSG00000160818,isoExpr.M3_brown
ENSG00000132692,isoExpr.M41_lightsteelblue1
ENSG00000132688,isoExpr.M4_yellow
ENSG00000143319,isoExpr.M3_brown
ENSG00000143321,isoExpr.M6_red
ENSG00000162706,isoExpr.M1_turquoise
ENSG00000162706,isoExpr.M1_turquoise
ENSG00000188004,isoExpr.M1_turquoise
ENSG00000158710,isoExpr.M41_lightsteelblue1
ENSG00000085552,isoExpr.M26_darkorange
ENSG00000085552,isoExpr.M4_yellow
ENSG00000177807,isoExpr.M2_blue
ENSG00000162728,isoExpr.M1_turquoise
ENSG00000162729,isoExpr.M14_cyan
ENSG00000162729,isoExpr.M47_bisque4
ENSG00000018625,isoExpr.M2_blue
ENSG00000162734,isoExpr.M2_blue
ENSG00000162734,isoExpr.M2_blue
ENSG00000132716,isoExpr.M39_orangered4
ENSG00000132716,isoExpr.M29_saddlebrown
ENSG00000162735,isoExpr.M2_blue
ENSG00000122218,isoExpr.M26_darkorange
ENSG00000162736,isoExpr.M10_purple
ENSG00000171786,isoExpr.M2_blue
ENSG00000162738,isoExpr.M52_salmon4
ENSG00000158773,isoExpr.M8_pink
ENSG00000143256,isoExpr.M3_brown
ENSG00000158793,isoExpr.M8_pink
ENSG00000143222,isoExpr.M3_brown
ENSG00000158850,isoExpr.M14_cyan
ENSG00000158864,isoExpr.M21_darkred
ENSG00000158882,isoExpr.M1_turquoise
ENSG00000158882,isoExpr.M14_cyan
