gene_id,module
ENSG00000196230,isoExpr.M6_red
ENSG00000137312,isoExpr.M3_brown
ENSG00000204580,isoExpr.M41_lightsteelblue1
ENSG00000137411,isoExpr.M13_salmon
ENSG00000137411,isoExpr.M10_purple
ENSG00000137310,isoExpr.M2_blue
ENSG00000272501,isoExpr.M1_turquoise
ENSG00000204525,isoExpr.M4_yellow
ENSG00000234745,isoExpr.M3_brown
ENSG00000198563,isoExpr.M42_lightcyan1
ENSG00000198563,isoExpr.M3_brown
ENSG00000198563,isoExpr.M3_brown
ENSG00000213760,isoExpr.M46_brown4
ENSG00000213760,isoExpr.M47_bisque4
ENSG00000204469,isoExpr.M22_darkgreen
ENSG00000204469,isoExpr.M24_darkgrey
ENSG00000204463,isoExpr.M3_brown
ENSG00000204463,isoExpr.M53_palevioletred3
ENSG00000204439,isoExpr.M3_brown
ENSG00000204438,isoExpr.M4_yellow
ENSG00000204435,isoExpr.M3_brown
ENSG00000204427,isoExpr.M21_darkred
ENSG00000213722,isoExpr.M21_darkred
ENSG00000213722,isoExpr.M3_brown
ENSG00000204394,isoExpr.M43_ivory
ENSG00000204392,isoExpr.M3_brown
ENSG00000204387,isoExpr.M3_brown
ENSG00000204387,isoExpr.M50_thistle2
ENSG00000204387,isoExpr.M3_brown
ENSG00000204371,isoExpr.M12_tan
ENSG00000204356,isoExpr.M3_brown
ENSG00000204356,isoExpr.M3_brown
ENSG00000204351,isoExpr.M52_salmon4
ENSG00000204314,isoExpr.M1_turquoise
ENSG00000204310,isoExpr.M46_brown4
ENSG00000204308,isoExpr.M3_brown
ENSG00000204301,isoExpr.M29_saddlebrown
ENSG00000168394,isoExpr.M2_blue
ENSG00000204231,isoExpr.M16_lightcyan
ENSG00000204231,isoExpr.M16_lightcyan
ENSG00000112473,isoExpr.M6_red
ENSG00000204227,isoExpr.M14_cyan
ENSG00000231500,isoExpr.M3_brown
ENSG00000231500,isoExpr.M3_brown
ENSG00000231500,isoExpr.M14_cyan
ENSG00000227057,isoExpr.M14_cyan
ENSG00000237441,isoExpr.M2_blue
ENSG00000231925,isoExpr.M2_blue
ENSG00000236104,isoExpr.M17_grey60
ENSG00000204209,isoExpr.M52_salmon4
ENSG00000237649,isoExpr.M2_blue
ENSG00000213588,isoExpr.M10_purple
ENSG00000137309,isoExpr.M6_red
ENSG00000137309,isoExpr.M14_cyan
ENSG00000137309,isoExpr.M6_red
ENSG00000272325,isoExpr.M1_turquoise
ENSG00000124614,isoExpr.M3_brown
ENSG00000124507,isoExpr.M1_turquoise
ENSG00000124562,isoExpr.M3_brown
ENSG00000064995,isoExpr.M3_brown
ENSG00000065029,isoExpr.M2_blue
ENSG00000112033,isoExpr.M7_black
ENSG00000198755,isoExpr.M3_brown
ENSG00000096063,isoExpr.M30_steelblue
ENSG00000096063,isoExpr.M38_plum1
ENSG00000112062,isoExpr.M17_grey60
ENSG00000112078,isoExpr.M28_skyblue
ENSG00000112081,isoExpr.M3_brown
ENSG00000112081,isoExpr.M21_darkred
ENSG00000112081,isoExpr.M11_greenyellow
ENSG00000124772,isoExpr.M1_turquoise
ENSG00000137168,isoExpr.M8_pink
ENSG00000198663,isoExpr.M1_turquoise
ENSG00000198663,isoExpr.M2_blue
ENSG00000137409,isoExpr.M3_brown
ENSG00000137409,isoExpr.M2_blue
ENSG00000137193,isoExpr.M41_lightsteelblue1
ENSG00000065491,isoExpr.M12_tan
ENSG00000137200,isoExpr.M26_darkorange
ENSG00000198937,isoExpr.M3_brown
ENSG00000156639,isoExpr.M15_midnightblue
ENSG00000124767,isoExpr.M21_darkred
ENSG00000124615,isoExpr.M22_darkgreen
ENSG00000156564,isoExpr.M1_turquoise
ENSG00000124596,isoExpr.M4_yellow
ENSG00000124596,isoExpr.M4_yellow
ENSG00000001167,isoExpr.M1_turquoise
ENSG00000112559,isoExpr.M15_midnightblue
ENSG00000124641,isoExpr.M2_blue
ENSG00000124641,isoExpr.M5_green
ENSG00000112578,isoExpr.M14_cyan
ENSG00000112576,isoExpr.M1_turquoise
ENSG00000112576,isoExpr.M19_lightyellow
ENSG00000048544,isoExpr.M4_yellow
ENSG00000112619,isoExpr.M42_lightcyan1
ENSG00000124659,isoExpr.M3_brown
ENSG00000146223,isoExpr.M3_brown
ENSG00000146223,isoExpr.M3_brown
ENSG00000146223,isoExpr.M9_magenta
ENSG00000137161,isoExpr.M3_brown
ENSG00000112640,isoExpr.M7_black
ENSG00000112640,isoExpr.M16_lightcyan
ENSG00000124733,isoExpr.M3_brown
ENSG00000124702,isoExpr.M14_cyan
ENSG00000044090,isoExpr.M26_darkorange
ENSG00000044090,isoExpr.M7_black
ENSG00000137171,isoExpr.M3_brown
ENSG00000112655,isoExpr.M2_blue
ENSG00000112655,isoExpr.M43_ivory
ENSG00000112655,isoExpr.M7_black
ENSG00000112667,isoExpr.M3_brown
ENSG00000124574,isoExpr.M7_black
ENSG00000171462,isoExpr.M17_grey60
ENSG00000204052,isoExpr.M1_turquoise
ENSG00000171453,isoExpr.M3_brown
ENSG00000171453,isoExpr.M26_darkorange
ENSG00000137207,isoExpr.M14_cyan
ENSG00000124571,isoExpr.M24_darkgrey
ENSG00000170734,isoExpr.M4_yellow
ENSG00000124688,isoExpr.M6_red
ENSG00000137216,isoExpr.M1_turquoise
ENSG00000096384,isoExpr.M6_red
ENSG00000096384,isoExpr.M46_brown4
ENSG00000157593,isoExpr.M46_brown4
ENSG00000124608,isoExpr.M43_ivory
ENSG00000096401,isoExpr.M3_brown
ENSG00000172348,isoExpr.M1_turquoise
ENSG00000153291,isoExpr.M13_salmon
ENSG00000146072,isoExpr.M1_turquoise
ENSG00000146085,isoExpr.M4_yellow
ENSG00000031691,isoExpr.M2_blue
ENSG00000112118,isoExpr.M2_blue
ENSG00000112118,isoExpr.M2_blue
ENSG00000170915,isoExpr.M2_blue
ENSG00000096093,isoExpr.M8_pink
ENSG00000096093,isoExpr.M3_brown
ENSG00000065308,isoExpr.M2_blue
ENSG00000216775,isoExpr.M2_blue
ENSG00000216775,isoExpr.M2_blue
ENSG00000096092,isoExpr.M6_red
ENSG00000170899,isoExpr.M3_brown
ENSG00000012660,isoExpr.M3_brown
ENSG00000001084,isoExpr.M4_yellow
ENSG00000137269,isoExpr.M2_blue
ENSG00000137252,isoExpr.M1_turquoise
ENSG00000146151,isoExpr.M1_turquoise
ENSG00000151917,isoExpr.M1_turquoise
ENSG00000168116,isoExpr.M5_green
ENSG00000168116,isoExpr.M5_green
ENSG00000112200,isoExpr.M5_green
ENSG00000112200,isoExpr.M45_darkorange2
ENSG00000112200,isoExpr.M5_green
ENSG00000215190,isoExpr.M43_ivory
ENSG00000112232,isoExpr.M1_turquoise
ENSG00000112245,isoExpr.M20_royalblue
ENSG00000230910,isoExpr.M15_midnightblue
ENSG00000219085,isoExpr.M13_salmon
ENSG00000112280,isoExpr.M41_lightsteelblue1
ENSG00000082269,isoExpr.M1_turquoise
ENSG00000112305,isoExpr.M2_blue
ENSG00000112305,isoExpr.M1_turquoise
ENSG00000112309,isoExpr.M2_blue
ENSG00000135314,isoExpr.M10_purple
ENSG00000229852,isoExpr.M5_green
ENSG00000156508,isoExpr.M8_pink
ENSG00000112695,isoExpr.M3_brown
ENSG00000112697,isoExpr.M5_green
ENSG00000118407,isoExpr.M41_lightsteelblue1
ENSG00000112701,isoExpr.M5_green
ENSG00000196586,isoExpr.M2_blue
ENSG00000118418,isoExpr.M3_brown
ENSG00000118418,isoExpr.M4_yellow
ENSG00000135338,isoExpr.M4_yellow
ENSG00000198478,isoExpr.M5_green
ENSG00000118402,isoExpr.M1_turquoise
ENSG00000112742,isoExpr.M2_blue
ENSG00000112742,isoExpr.M2_blue
ENSG00000118420,isoExpr.M8_pink
ENSG00000013375,isoExpr.M2_blue
ENSG00000013392,isoExpr.M1_turquoise
ENSG00000146250,isoExpr.M2_blue
ENSG00000287705,isoExpr.M1_turquoise
ENSG00000065615,isoExpr.M4_yellow
ENSG00000135317,isoExpr.M1_turquoise
ENSG00000135317,isoExpr.M5_green
ENSG00000135317,isoExpr.M1_turquoise
ENSG00000135316,isoExpr.M22_darkgreen
ENSG00000135316,isoExpr.M18_lightgreen
ENSG00000203875,isoExpr.M3_brown
ENSG00000111850,isoExpr.M6_red
ENSG00000111850,isoExpr.M11_greenyellow
ENSG00000135334,isoExpr.M3_brown
ENSG00000118432,isoExpr.M2_blue
ENSG00000111880,isoExpr.M38_plum1
ENSG00000146278,isoExpr.M4_yellow
ENSG00000198833,isoExpr.M1_turquoise
ENSG00000025039,isoExpr.M1_turquoise
ENSG00000083099,isoExpr.M41_lightsteelblue1
ENSG00000083099,isoExpr.M8_pink
ENSG00000083099,isoExpr.M10_purple
ENSG00000118412,isoExpr.M21_darkred
ENSG00000135341,isoExpr.M2_blue
ENSG00000135341,isoExpr.M39_orangered4
ENSG00000135333,isoExpr.M32_violet
ENSG00000135333,isoExpr.M16_lightcyan
ENSG00000112218,isoExpr.M1_turquoise
ENSG00000123545,isoExpr.M1_turquoise
ENSG00000186231,isoExpr.M1_turquoise
ENSG00000184486,isoExpr.M11_greenyellow
ENSG00000112234,isoExpr.M36_yellowgreen
ENSG00000112234,isoExpr.M26_darkorange
ENSG00000132423,isoExpr.M6_red
ENSG00000132424,isoExpr.M3_brown
ENSG00000132424,isoExpr.M4_yellow
ENSG00000132424,isoExpr.M29_saddlebrown
ENSG00000132424,isoExpr.M39_orangered4
ENSG00000260000,isoExpr.M6_red
ENSG00000164418,isoExpr.M1_turquoise
ENSG00000085377,isoExpr.M1_turquoise
ENSG00000057663,isoExpr.M32_violet
ENSG00000130347,isoExpr.M8_pink
ENSG00000130348,isoExpr.M26_darkorange
ENSG00000130349,isoExpr.M3_brown
ENSG00000025796,isoExpr.M36_yellowgreen
ENSG00000081087,isoExpr.M20_royalblue
ENSG00000112333,isoExpr.M2_blue
ENSG00000112335,isoExpr.M3_brown
ENSG00000080546,isoExpr.M24_darkgrey
ENSG00000080546,isoExpr.M4_yellow
ENSG00000135535,isoExpr.M2_blue
ENSG00000135535,isoExpr.M28_skyblue
ENSG00000185250,isoExpr.M17_grey60
ENSG00000135596,isoExpr.M33_darkolivegreen
ENSG00000112290,isoExpr.M1_turquoise
ENSG00000112290,isoExpr.M1_turquoise
ENSG00000112290,isoExpr.M1_turquoise
ENSG00000112290,isoExpr.M1_turquoise
ENSG00000112290,isoExpr.M1_turquoise
ENSG00000155111,isoExpr.M13_salmon
ENSG00000123505,isoExpr.M30_steelblue
ENSG00000155115,isoExpr.M3_brown
ENSG00000197498,isoExpr.M22_darkgreen
ENSG00000231889,isoExpr.M34_darkmagenta
ENSG00000231889,isoExpr.M51_thistle1
ENSG00000196591,isoExpr.M51_thistle1
ENSG00000249853,isoExpr.M1_turquoise
ENSG00000249853,isoExpr.M1_turquoise
ENSG00000187189,isoExpr.M1_turquoise
ENSG00000189241,isoExpr.M9_magenta
ENSG00000111832,isoExpr.M4_yellow
ENSG00000153975,isoExpr.M6_red
ENSG00000047932,isoExpr.M2_blue
ENSG00000153989,isoExpr.M20_royalblue
ENSG00000111860,isoExpr.M36_yellowgreen
ENSG00000111877,isoExpr.M2_blue
ENSG00000025156,isoExpr.M3_brown
ENSG00000279453,isoExpr.M44_floralwhite
ENSG00000111897,isoExpr.M1_turquoise
ENSG00000164434,isoExpr.M3_brown
ENSG00000111911,isoExpr.M5_green
ENSG00000146374,isoExpr.M1_turquoise
ENSG00000118518,isoExpr.M50_thistle2
ENSG00000118518,isoExpr.M1_turquoise
ENSG00000118518,isoExpr.M1_turquoise
ENSG00000118518,isoExpr.M32_violet
ENSG00000093144,isoExpr.M4_yellow
ENSG00000093144,isoExpr.M4_yellow
ENSG00000152894,isoExpr.M1_turquoise
ENSG00000152894,isoExpr.M1_turquoise
ENSG00000198945,isoExpr.M1_turquoise
ENSG00000164484,isoExpr.M1_turquoise
ENSG00000164484,isoExpr.M1_turquoise
ENSG00000079819,isoExpr.M27_white
ENSG00000118507,isoExpr.M1_turquoise
ENSG00000079931,isoExpr.M2_blue
ENSG00000079931,isoExpr.M2_blue
ENSG00000079931,isoExpr.M2_blue
ENSG00000079950,isoExpr.M1_turquoise
ENSG00000146409,isoExpr.M4_yellow
ENSG00000112306,isoExpr.M3_brown
ENSG00000028839,isoExpr.M25_orange
ENSG00000146411,isoExpr.M15_midnightblue
ENSG00000118515,isoExpr.M1_turquoise
ENSG00000112339,isoExpr.M18_lightgreen
ENSG00000029363,isoExpr.M37_skyblue3
ENSG00000135525,isoExpr.M2_blue
ENSG00000112378,isoExpr.M1_turquoise
ENSG00000146386,isoExpr.M3_brown
ENSG00000164442,isoExpr.M14_cyan
ENSG00000009844,isoExpr.M49_plum2
ENSG00000009844,isoExpr.M5_green
ENSG00000146416,isoExpr.M47_bisque4
ENSG00000034693,isoExpr.M8_pink
ENSG00000118495,isoExpr.M2_blue
ENSG00000164506,isoExpr.M1_turquoise
ENSG00000111962,isoExpr.M1_turquoise
ENSG00000131013,isoExpr.M15_midnightblue
ENSG00000055211,isoExpr.M2_blue
ENSG00000186625,isoExpr.M3_brown
ENSG00000131023,isoExpr.M23_darkturquoise
ENSG00000120265,isoExpr.M3_brown
ENSG00000120265,isoExpr.M1_turquoise
ENSG00000198729,isoExpr.M1_turquoise
ENSG00000120278,isoExpr.M2_blue
ENSG00000131016,isoExpr.M18_lightgreen
ENSG00000181472,isoExpr.M18_lightgreen
ENSG00000146476,isoExpr.M2_blue
ENSG00000112029,isoExpr.M2_blue
ENSG00000112029,isoExpr.M2_blue
ENSG00000091844,isoExpr.M1_turquoise
ENSG00000153721,isoExpr.M43_ivory
ENSG00000213079,isoExpr.M24_darkgrey
ENSG00000049618,isoExpr.M29_saddlebrown
ENSG00000049618,isoExpr.M5_green
ENSG00000272047,isoExpr.M50_thistle2
ENSG00000146433,isoExpr.M30_steelblue
ENSG00000146425,isoExpr.M3_brown
ENSG00000092820,isoExpr.M2_blue
ENSG00000092820,isoExpr.M2_blue
ENSG00000112096,isoExpr.M3_brown
ENSG00000146457,isoExpr.M12_tan
ENSG00000120437,isoExpr.M14_cyan
ENSG00000120437,isoExpr.M19_lightyellow
ENSG00000120438,isoExpr.M51_thistle1
ENSG00000120438,isoExpr.M8_pink
ENSG00000112110,isoExpr.M3_brown
ENSG00000085511,isoExpr.M10_purple
ENSG00000085511,isoExpr.M5_green
ENSG00000026652,isoExpr.M14_cyan
ENSG00000198818,isoExpr.M2_blue
ENSG00000198818,isoExpr.M6_red
ENSG00000071242,isoExpr.M1_turquoise
ENSG00000026297,isoExpr.M12_tan
ENSG00000213066,isoExpr.M44_floralwhite
ENSG00000269155,isoExpr.M2_blue
ENSG00000130396,isoExpr.M28_skyblue
ENSG00000186340,isoExpr.M2_blue
ENSG00000198719,isoExpr.M12_tan
ENSG00000112584,isoExpr.M1_turquoise
ENSG00000008018,isoExpr.M3_brown
ENSG00000112592,isoExpr.M16_lightcyan
ENSG00000071994,isoExpr.M6_red
ENSG00000188191,isoExpr.M1_turquoise
ENSG00000188191,isoExpr.M1_turquoise
ENSG00000188191,isoExpr.M1_turquoise
ENSG00000164818,isoExpr.M43_ivory
ENSG00000164828,isoExpr.M13_salmon
ENSG00000239857,isoExpr.M3_brown
ENSG00000146540,isoExpr.M24_darkgrey
ENSG00000164880,isoExpr.M24_darkgrey
ENSG00000230487,isoExpr.M17_grey60
ENSG00000002822,isoExpr.M7_black
ENSG00000122687,isoExpr.M21_darkred
ENSG00000106268,isoExpr.M3_brown
ENSG00000136295,isoExpr.M22_darkgreen
ENSG00000242802,isoExpr.M16_lightcyan
ENSG00000196204,isoExpr.M3_brown
ENSG00000157954,isoExpr.M2_blue
ENSG00000075624,isoExpr.M3_brown
ENSG00000075624,isoExpr.M3_brown
ENSG00000075624,isoExpr.M4_yellow
ENSG00000075618,isoExpr.M12_tan
ENSG00000122674,isoExpr.M14_cyan
ENSG00000106305,isoExpr.M3_brown
ENSG00000008256,isoExpr.M38_plum1
ENSG00000178397,isoExpr.M1_turquoise
ENSG00000136238,isoExpr.M3_brown
ENSG00000164535,isoExpr.M16_lightcyan
ENSG00000136240,isoExpr.M21_darkred
ENSG00000136247,isoExpr.M21_darkred
ENSG00000146576,isoExpr.M14_cyan
ENSG00000146574,isoExpr.M9_magenta
ENSG00000164654,isoExpr.M52_salmon4
ENSG00000003147,isoExpr.M1_turquoise
ENSG00000003147,isoExpr.M1_turquoise
ENSG00000189043,isoExpr.M14_cyan
ENSG00000106443,isoExpr.M1_turquoise
ENSG00000106443,isoExpr.M8_pink
ENSG00000106443,isoExpr.M21_darkred
ENSG00000122644,isoExpr.M1_turquoise
ENSG00000122644,isoExpr.M1_turquoise
ENSG00000006468,isoExpr.M2_blue
ENSG00000171243,isoExpr.M1_turquoise
ENSG00000106524,isoExpr.M1_turquoise
ENSG00000136261,isoExpr.M47_bisque4
ENSG00000136261,isoExpr.M6_red
ENSG00000136261,isoExpr.M6_red
ENSG00000106537,isoExpr.M1_turquoise
ENSG00000173452,isoExpr.M37_skyblue3
ENSG00000213860,isoExpr.M3_brown
ENSG00000105855,isoExpr.M2_blue
ENSG00000164651,isoExpr.M2_blue
ENSG00000164649,isoExpr.M2_blue
ENSG00000164649,isoExpr.M2_blue
ENSG00000136237,isoExpr.M1_turquoise
ENSG00000196683,isoExpr.M21_darkred
ENSG00000122591,isoExpr.M22_darkgreen
ENSG00000122550,isoExpr.M52_salmon4
ENSG00000122550,isoExpr.M12_tan
ENSG00000136243,isoExpr.M6_red
ENSG00000156928,isoExpr.M3_brown
ENSG00000136231,isoExpr.M33_darkolivegreen
ENSG00000136231,isoExpr.M19_lightyellow
ENSG00000164548,isoExpr.M47_bisque4
ENSG00000169193,isoExpr.M5_green
ENSG00000169193,isoExpr.M5_green
ENSG00000188732,isoExpr.M5_green
ENSG00000188732,isoExpr.M34_darkmagenta
ENSG00000105928,isoExpr.M6_red
ENSG00000105928,isoExpr.M1_turquoise
ENSG00000105928,isoExpr.M35_sienna3
ENSG00000105928,isoExpr.M3_brown
ENSG00000172115,isoExpr.M6_red
ENSG00000122566,isoExpr.M3_brown
ENSG00000122566,isoExpr.M14_cyan
ENSG00000086300,isoExpr.M1_turquoise
ENSG00000106049,isoExpr.M11_greenyellow
ENSG00000153814,isoExpr.M1_turquoise
ENSG00000146592,isoExpr.M41_lightsteelblue1
ENSG00000146592,isoExpr.M4_yellow
ENSG00000106069,isoExpr.M1_turquoise
ENSG00000106069,isoExpr.M4_yellow
ENSG00000136193,isoExpr.M7_black
ENSG00000136193,isoExpr.M2_blue
ENSG00000136193,isoExpr.M2_blue
ENSG00000106080,isoExpr.M2_blue
ENSG00000106086,isoExpr.M4_yellow
ENSG00000235859,isoExpr.M38_plum1
ENSG00000006625,isoExpr.M36_yellowgreen
ENSG00000106105,isoExpr.M5_green
ENSG00000106125,isoExpr.M12_tan
ENSG00000078549,isoExpr.M1_turquoise
ENSG00000078549,isoExpr.M9_magenta
ENSG00000164600,isoExpr.M46_brown4
ENSG00000106341,isoExpr.M41_lightsteelblue1
ENSG00000106341,isoExpr.M2_blue
ENSG00000154678,isoExpr.M2_blue
ENSG00000106355,isoExpr.M2_blue
ENSG00000122642,isoExpr.M2_blue
ENSG00000122643,isoExpr.M6_red
ENSG00000122643,isoExpr.M1_turquoise
ENSG00000164610,isoExpr.M3_brown
ENSG00000164619,isoExpr.M11_greenyellow
ENSG00000122557,isoExpr.M21_darkred
ENSG00000122545,isoExpr.M21_darkred
ENSG00000122547,isoExpr.M2_blue
ENSG00000164542,isoExpr.M1_turquoise
ENSG00000164542,isoExpr.M1_turquoise
ENSG00000164542,isoExpr.M1_turquoise
ENSG00000155849,isoExpr.M1_turquoise
ENSG00000155849,isoExpr.M2_blue
ENSG00000155849,isoExpr.M2_blue
ENSG00000086289,isoExpr.M4_yellow
ENSG00000010270,isoExpr.M6_red
ENSG00000010270,isoExpr.M32_violet
ENSG00000078053,isoExpr.M1_turquoise
ENSG00000078053,isoExpr.M4_yellow
ENSG00000006715,isoExpr.M26_darkorange
ENSG00000006715,isoExpr.M48_darkslateblue
ENSG00000241127,isoExpr.M4_yellow
ENSG00000065883,isoExpr.M19_lightyellow
ENSG00000168303,isoExpr.M3_brown
ENSG00000122641,isoExpr.M1_turquoise
ENSG00000122641,isoExpr.M1_turquoise
ENSG00000106571,isoExpr.M2_blue
ENSG00000106588,isoExpr.M3_brown
ENSG00000106591,isoExpr.M3_brown
ENSG00000164543,isoExpr.M2_blue
ENSG00000106605,isoExpr.M3_brown
ENSG00000062582,isoExpr.M3_brown
ENSG00000062582,isoExpr.M50_thistle2
ENSG00000078967,isoExpr.M10_purple
ENSG00000136279,isoExpr.M3_brown
ENSG00000136279,isoExpr.M32_violet
ENSG00000106624,isoExpr.M2_blue
ENSG00000106628,isoExpr.M15_midnightblue
ENSG00000106628,isoExpr.M3_brown
ENSG00000106636,isoExpr.M1_turquoise
ENSG00000058404,isoExpr.M1_turquoise
ENSG00000058404,isoExpr.M1_turquoise
ENSG00000015676,isoExpr.M1_turquoise
ENSG00000015676,isoExpr.M20_royalblue
ENSG00000136271,isoExpr.M3_brown
ENSG00000158604,isoExpr.M4_yellow
ENSG00000158604,isoExpr.M15_midnightblue
ENSG00000105953,isoExpr.M1_turquoise
ENSG00000105953,isoExpr.M2_blue
ENSG00000105953,isoExpr.M2_blue
ENSG00000105968,isoExpr.M15_midnightblue
ENSG00000264326,isoExpr.M5_green
ENSG00000136274,isoExpr.M7_black
ENSG00000136270,isoExpr.M17_grey60
ENSG00000146674,isoExpr.M1_turquoise
ENSG00000132436,isoExpr.M10_purple
ENSG00000132436,isoExpr.M53_palevioletred3
ENSG00000132436,isoExpr.M25_orange
ENSG00000132436,isoExpr.M9_magenta
ENSG00000132436,isoExpr.M9_magenta
ENSG00000170419,isoExpr.M7_black
ENSG00000170419,isoExpr.M5_green
ENSG00000132432,isoExpr.M3_brown
ENSG00000146648,isoExpr.M2_blue
ENSG00000132434,isoExpr.M1_turquoise
ENSG00000154978,isoExpr.M36_yellowgreen
ENSG00000146729,isoExpr.M2_blue
ENSG00000146731,isoExpr.M8_pink
ENSG00000129103,isoExpr.M3_brown
ENSG00000106153,isoExpr.M3_brown
ENSG00000234444,isoExpr.M10_purple
ENSG00000197008,isoExpr.M6_red
ENSG00000197008,isoExpr.M15_midnightblue
ENSG00000152926,isoExpr.M42_lightcyan1
ENSG00000152926,isoExpr.M8_pink
ENSG00000213462,isoExpr.M17_grey60
ENSG00000146757,isoExpr.M16_lightcyan
ENSG00000146757,isoExpr.M33_darkolivegreen
ENSG00000196715,isoExpr.M29_saddlebrown
ENSG00000241258,isoExpr.M4_yellow
ENSG00000241258,isoExpr.M4_yellow
ENSG00000154710,isoExpr.M10_purple
ENSG00000154710,isoExpr.M20_royalblue
ENSG00000106609,isoExpr.M12_tan
ENSG00000198874,isoExpr.M21_darkred
ENSG00000158321,isoExpr.M23_darkturquoise
ENSG00000185274,isoExpr.M1_turquoise
ENSG00000183166,isoExpr.M1_turquoise
ENSG00000233369,isoExpr.M5_green
ENSG00000130305,isoExpr.M14_cyan
ENSG00000106635,isoExpr.M6_red
ENSG00000106638,isoExpr.M21_darkred
ENSG00000106638,isoExpr.M4_yellow
ENSG00000071462,isoExpr.M3_brown
ENSG00000106089,isoExpr.M1_turquoise
ENSG00000106682,isoExpr.M12_tan
ENSG00000049541,isoExpr.M4_yellow
ENSG00000263001,isoExpr.M5_green
ENSG00000263001,isoExpr.M2_blue
ENSG00000263001,isoExpr.M28_skyblue
ENSG00000263001,isoExpr.M2_blue
ENSG00000274523,isoExpr.M3_brown
ENSG00000277053,isoExpr.M29_saddlebrown
ENSG00000005486,isoExpr.M14_cyan
ENSG00000005486,isoExpr.M6_red
ENSG00000189077,isoExpr.M14_cyan
ENSG00000146701,isoExpr.M14_cyan
ENSG00000106211,isoExpr.M15_midnightblue
ENSG00000170027,isoExpr.M1_turquoise
ENSG00000135205,isoExpr.M9_magenta
ENSG00000127947,isoExpr.M11_greenyellow
ENSG00000135211,isoExpr.M3_brown
ENSG00000006576,isoExpr.M5_green
ENSG00000234456,isoExpr.M2_blue
ENSG00000127955,isoExpr.M1_turquoise
ENSG00000127955,isoExpr.M1_turquoise
ENSG00000127955,isoExpr.M20_royalblue
ENSG00000019991,isoExpr.M2_blue
ENSG00000019991,isoExpr.M2_blue
ENSG00000153956,isoExpr.M1_turquoise
ENSG00000170381,isoExpr.M1_turquoise
ENSG00000075213,isoExpr.M1_turquoise
ENSG00000198822,isoExpr.M1_turquoise
ENSG00000198822,isoExpr.M6_red
ENSG00000135164,isoExpr.M33_darkolivegreen
ENSG00000005469,isoExpr.M2_blue
ENSG00000105784,isoExpr.M1_turquoise
ENSG00000105784,isoExpr.M1_turquoise
ENSG00000105784,isoExpr.M1_turquoise
ENSG00000006634,isoExpr.M41_lightsteelblue1
ENSG00000075142,isoExpr.M2_blue
ENSG00000235436,isoExpr.M1_turquoise
ENSG00000157224,isoExpr.M5_green
ENSG00000157224,isoExpr.M5_green
ENSG00000157240,isoExpr.M20_royalblue
ENSG00000127989,isoExpr.M3_brown
ENSG00000001630,isoExpr.M1_turquoise
ENSG00000157259,isoExpr.M42_lightcyan1
ENSG00000127980,isoExpr.M44_floralwhite
ENSG00000127993,isoExpr.M11_greenyellow
ENSG00000234545,isoExpr.M2_blue
ENSG00000105810,isoExpr.M2_blue
ENSG00000004766,isoExpr.M1_turquoise
ENSG00000127920,isoExpr.M4_yellow
ENSG00000164692,isoExpr.M12_tan
ENSG00000127995,isoExpr.M30_steelblue
ENSG00000127990,isoExpr.M2_blue
ENSG00000127990,isoExpr.M2_blue
ENSG00000127990,isoExpr.M13_salmon
ENSG00000105854,isoExpr.M2_blue
ENSG00000105854,isoExpr.M2_blue
ENSG00000158560,isoExpr.M1_turquoise
ENSG00000158560,isoExpr.M1_turquoise
ENSG00000158560,isoExpr.M1_turquoise
ENSG00000158560,isoExpr.M1_turquoise
ENSG00000158560,isoExpr.M1_turquoise
ENSG00000004864,isoExpr.M26_darkorange
ENSG00000231764,isoExpr.M2_blue
ENSG00000231764,isoExpr.M2_blue
ENSG00000231764,isoExpr.M2_blue
ENSG00000231764,isoExpr.M2_blue
ENSG00000231764,isoExpr.M2_blue
ENSG00000231764,isoExpr.M2_blue
ENSG00000006377,isoExpr.M4_yellow
ENSG00000105880,isoExpr.M15_midnightblue
ENSG00000070669,isoExpr.M6_red
ENSG00000166448,isoExpr.M1_turquoise
ENSG00000166448,isoExpr.M1_turquoise
ENSG00000166448,isoExpr.M1_turquoise
ENSG00000241685,isoExpr.M3_brown
ENSG00000130429,isoExpr.M3_brown
ENSG00000106244,isoExpr.M3_brown
ENSG00000106245,isoExpr.M3_brown
ENSG00000106245,isoExpr.M14_cyan
ENSG00000106246,isoExpr.M18_lightgreen
ENSG00000241468,isoExpr.M3_brown
ENSG00000241468,isoExpr.M3_brown
ENSG00000241468,isoExpr.M4_yellow
ENSG00000221909,isoExpr.M21_darkred
ENSG00000197343,isoExpr.M28_skyblue
ENSG00000146833,isoExpr.M41_lightsteelblue1
ENSG00000106261,isoExpr.M28_skyblue
ENSG00000166526,isoExpr.M4_yellow
ENSG00000166526,isoExpr.M15_midnightblue
ENSG00000168090,isoExpr.M3_brown
ENSG00000166508,isoExpr.M15_midnightblue
ENSG00000106290,isoExpr.M4_yellow
ENSG00000166997,isoExpr.M4_yellow
ENSG00000213420,isoExpr.M3_brown
ENSG00000166925,isoExpr.M2_blue
ENSG00000166925,isoExpr.M4_yellow
ENSG00000166925,isoExpr.M2_blue
ENSG00000106330,isoExpr.M6_red
ENSG00000077080,isoExpr.M1_turquoise
ENSG00000172354,isoExpr.M3_brown
